BE0000048	凝血酶原
BE0000169	亚复合α-NADH亚基[1]醌脱氢酶
BE0000213	NADH脱氢酶[泛醌]1α亚复合物亚基6
BE0000545	酰基载体蛋白，线粒体
BE0000550	NADH脱氢酶[泛醌]1α亚复合物亚单位2
BE0000367	NADH脱氢酶[泛醌]1α亚复合物亚基8
BE0000684	NADH脱氢酶[泛醌]1α亚复合物亚基3
BE0000676	NADH脱氢酶[泛醌]1β亚复合物亚基8，线粒体
BE0000173	NADH脱氢酶[泛醌]1亚基C2
BE0000338	NADH脱氢酶[泛醌]1β亚复合物亚单位1
BE0000493	NADH泛醌氧化还原酶75kDa亚单位，线粒体
BE0000245	NADH脱氢酶[泛醌]1β亚复合物亚单位10
BE0000295	NADH脱氢酶[泛醌]1β亚复合物亚基4
BE0000284	NADH脱氢酶[泛醌]1β亚复合物亚基3
BE0000427	NADH脱氢酶[泛醌]1β亚复合物亚单位2，线粒体
BE0000512	NADH脱氢酶[泛醌]1β亚复合物亚单位7
BE0000596	NADH脱氢酶[泛醌]1β亚复合物亚基9
BE0000729	NADH脱氢酶[泛醌]铁硫蛋白2，线粒体
BE0000243	NADH脱氢酶[泛醌]1β亚复合物亚基5，线粒体
BE0000313	NADH脱氢酶[泛醌]1亚单位C1，线粒体
BE0000376	NADH脱氢酶[泛醌]1β亚复合物亚基6
BE0000027	NADH脱氢酶[泛醌]黄素蛋白3，线粒体
BE0000737	线粒体二氢脂酰脱氢酶
BE0000191	NADH脱氢酶[泛醌]铁硫蛋白3，线粒体
BE0000754	NADH脱氢酶[泛醌]1α亚复合物亚基12
BE0000089	NADH脱氢酶[泛醌]铁硫蛋白5
BE0000500	NADH脱氢酶[泛醌]铁硫蛋白4，线粒体
BE0000485	NADH脱氢酶[泛醌]黄素蛋白1，线粒体
BE0000137	NADH脱氢酶[泛醌]黄素蛋白2，线粒体
BE0000525	NADH脱氢酶[泛醌]1α亚复合物亚基13
BE0000093	NADH脱氢酶[泛醌]铁硫蛋白6，线粒体
BE0000319	NADH脱氢酶[泛醌]1α亚复合物亚基4-like 2
BE0000037	NADH脱氢酶[泛醌]铁硫蛋白8，线粒体
BE0000421	细胞色素P450 4A11
BE0000065	线粒体丙酮酸脱氢酶复合物的二氢脂酰赖氨酸残基乙酰转移酶组分
BE0000096	甲基甾醇单加氧酶1
BE0000735	血红素加氧酶1
BE0000587	血红素加氧酶2
BE0000344	类固醇17α羟化酶\/17,20裂解酶
BE0000252	酪氨酸酶
BE0000652	叶酸受体γ
BE0000271	叶酸受体β
BE0003405	叶酸受体α
BE0000996	长链脂肪酸——辅酶A连接酶4
BE0000688	游离脂肪酸受体1
BE0001821	脂肪酸结合蛋白，脑
BE0002318	丙氨酸——tRNA连接酶，线粒体
BE0000536	质子偶联氨基酸转运体1
BE0000294	丙氨酸——tRNA连接酶，细胞质
BE0000480	中性氨基酸转运体A
BE0000223	缬氨酸-tRNA连接酶
BE0000726	视黄醇脱氢酶12
BE0002319	短链脱氢酶\/还原酶3
BE0002320	全反式视黄醇13,14-还原酶
BE0002321	视黄醇脱氢酶11
BE0000032	脱氢酶\/还原酶SDR家族成员4
BE0002322	视黄醇脱氢酶14
BE0002323	视黄醇脱氢酶8
BE0000900	卵磷脂视黄醇酰基转移酶
BE0000593	视黄醇脱氢酶13
BE0005056	载脂蛋白D
BE0009878	前列腺素-H2 D-异构酶
BE0000956	核受体亚家族1第一组成员2
BE0000872	蛋白激酶Cβ型
BE0000248	花生四烯酸5-脂氧合酶
BE0002324	二酰甘油激酶α
BE0002325	丝氨酸\/苏氨酸蛋白磷酸酶2A催化亚单位β亚型
BE0002326	丝氨酸\/苏氨酸蛋白磷酸酶2A催化亚单位α亚型
BE0000076	SEC14样蛋白4
BE0000339	SEC14样蛋白3
BE0000256	SEC14样蛋白2
BE0000040	脂酰转移酶1，线粒体
BE0002327	脂酰合酶，线粒体
BE0000094	钠依赖性复合维生素转运体
BE0002328	异亮氨酸——tRNA连接酶，线粒体
BE0000573	短\/支链特异性酰基辅酶A脱氢酶，线粒体
BE0000491	异亮氨酸——tRNA连接酶，细胞质
BE0000395	味觉受体1型成员2
BE0000582	味觉受体1型成员3
BE0000713	维生素K环氧化物还原酶复合物亚单位1
BE0002329	维生素K环氧化物还原酶复合物亚基1样蛋白1
BE0000380	维生素K依赖性蛋白C
BE0001184	NAD（P）H脱氢酶[醌]1
BE0000724	骨钙素
BE0000435	阿贝尔森酪氨酸蛋白激酶2
BE0001032	P-糖蛋白1
BE0001168	ATP结合盒亚家族G成员1
BE0001069	小管多特异性有机阴离子转运蛋白1
BE0000119	ATP结合盒亚家族A成员1
BE0000359	碱性酪氨酸激酶受体
BE0000202	NEDD8激活酶E1调节亚单位
BE0000434	丝氨酸\/苏氨酸蛋白激酶A-Raf
BE0000459	丝氨酸\/苏氨酸蛋白激酶受体R3
BE0000261	胞浆嘌呤5'-核苷酸酶
BE0000750	ATP酶ASNA1
BE0000469	ATP结合盒亚家族C成员9
BE0000428	RACα-丝氨酸\/苏氨酸蛋白激酶
BE0000341	β肾上腺素能受体激酶1
BE0000310	凋亡蛋白酶激活因子1
BE0000746	乙酰辅酶A合成酶2样，线粒体
BE0000665	激活素受体1B型
BE0000264	激活素受体1型
BE0000703	胆盐出口泵
BE0000437	细胞周期蛋白依赖性激酶15
BE0000599	ADP\/ATP转位酶1
BE0000207	ATP结合盒亚家族C成员8
BE0000139	AFG3样蛋白2
BE0000018	β肾上腺素能受体激酶2
BE0000675	抗米勒激素2型受体
BE0000772	活化CDC42激酶1
BE0000014	酪氨酸蛋白激酶ABL1
BE0003640	多药耐药相关蛋白6
BE0001188	多药耐药相关蛋白4
BE0000785	多药耐药相关蛋白1
BE0001195	囊性纤维化跨膜电导调节因子
BE0002379	磷脂酰肌醇4,5-二磷酸3-激酶催化亚单位α亚型
BE0001209	酪蛋白激酶II亚单位α
BE0005435	酪蛋白激酶Ⅱβ亚单位
BE0005499	P2Y嘌呤受体11
BE0003160	丝氨酸\/苏氨酸蛋白磷酸酶5
BE0002253	脯氨酰4-羟化酶亚单位α-2
BE0002330	脯氨酸脱氢酶1，线粒体
BE0002331	肽基脯氨酰顺反异构酶H
BE0002332	肽基脯氨酰顺反异构酶B
BE0002333	肽基脯氨酰顺反异构酶C
BE0002334	肽基脯氨酰顺反异构酶G
BE0002335	吡咯啉-5-羧酸还原酶
BE0002336	可能的脯氨酸-tRNA连接酶，线粒体
BE0004615	吡咯啉-5-羧酸还原酶3
BE0002337	反式-L-3-羟脯氨酸脱水酶
BE0000423	钠和氯依赖的中性和碱性氨基酸转运体B（0+）
BE0000723	钠依赖性脯氨酸转运体
BE0000115	腺嘌呤磷酸核糖转移酶
BE0002007	5'-甲基硫代腺苷\/S-腺苷同型半胱氨酸核苷酶
BE0003786	低分子量磷酸酪氨酸蛋白磷酸酶
BE0002791	过氧化物酶体反-2-烯醇-CoA还原酶
BE0002755	A\/G特异性腺嘌呤糖苷酶
BE0002706	核苷脱氧核糖转移酶-I
BE0004323	SRSF蛋白激酶2
BE0002792	Holliday连接ATP依赖性DNA解旋酶RuvB
BE0001128	S-甲基-5'-硫代腺苷磷酸化酶
BE0001229	烟酸核苷酸——二甲基苯并咪唑磷酸核糖转移酶
BE0000236	中性氨基酸转运体B（0）
BE0002338	可能是天冬酰胺——tRNA连接酶，线粒体
BE0000607	天冬酰胺——tRNA连接酶，细胞质
BE0009976	钠偶联中性氨基酸转运体
BE0002366	组蛋白脱乙酰酶2
BE0000749	钠依赖性血清素转运体
BE0000090	钾电压门控通道亚家族H成员2
BE0000062	1型血管紧张素Ⅱ受体
BE0000221	血管紧张素转换酶
BE0005831	B1缓激肽受体
BE0000685	性激素结合球蛋白
BE0000794	糖皮质激素受体
BE0000217	γ-氨基丁酸B型受体亚单位1
BE0002340	γ-氨基丁酸B型受体亚单位2
BE0000118	突触囊泡胺转运体
BE0000647	钠依赖性多巴胺转运体
BE0000867	可卡因和安非他明调节转录蛋白
BE0001044	微量胺相关受体1
BE0000486	钠依赖性去甲肾上腺素转运体
BE0004888	α肾上腺素能受体
BE0004872	β肾上腺素能受体
BE0000756	多巴胺D2受体
BE0002196	胺氧化酶[含黄素]B
BE0004909	单胺氧化酶
BE0008661	囊泡单胺转运体2（VMAT2）
BE0001158	胃泌素\/胆囊收缩素B型受体
BE0000849	神经元乙酰胆碱受体亚单位α-4
BE0000850	神经元乙酰胆碱受体亚单位β-2
BE0000738	神经元乙酰胆碱受体亚单位α-2
BE0003585	神经元乙酰胆碱受体亚单位α-3
BE0003586	神经元乙酰胆碱受体亚单位α-5
BE0003587	神经元乙酰胆碱受体亚单位α-6
BE0002343	神经元乙酰胆碱受体亚单位α-9
BE0000411	神经元乙酰胆碱受体亚单位α-10
BE0003588	神经元乙酰胆碱受体亚单位β-3
BE0003584	神经元乙酰胆碱受体亚单位β-4
BE0002090	细胞色素P450 19A1
BE0000519	胆碱O-乙酰转移酶
BE0000045	毒蕈碱乙酰胆碱受体M3
BE0000092	毒蕈碱乙酰胆碱受体M1
BE0004797	GABA（A）受体
BE0008668	GABA（A）受体苯二氮卓结合位点
BE0002348	蛋白酶体亚单位β-5型
BE0002347	蛋白酶体亚单位β1型
BE0002198	胺氧化酶[含黄素]A
BE0003476	前神经肽Y
BE0000197	钠通道蛋白5型亚单位α
BE0000770	Mu型阿片受体
BE0000533	5-羟色胺受体2C
BE0000632	卡帕型阿片受体
BE0000420	δ型阿片受体
BE0003438	α-7烟碱胆碱能受体亚单位
BE0000384	神经激肽1受体
BE0002081	钠通道蛋白2型亚单位α
BE0004956	NMDA受体
BE0000013	腺苷受体A1
BE0004864	α-2肾上腺素能受体
BE0000308	DNA聚合酶催化亚单位
BE0004499	胸苷激酶
BE0000458	胸苷激酶
BE0000233	细胞色素P450 51
BE0001204	平衡核苷转运体1
BE0002088	雌激素相关受体γ
BE0003722	类固醇激素受体ERR1
BE0000584	神经氨酸酶
BE0000914	唾液酸酶-1
BE0003200	唾液酸酶-2
BE0004800	23S核糖体RNA
BE0003521	胃动素受体
BE0000238	跨钴胺-1
BE0000340	无羊膜蛋白
BE0000936	库比林
BE0000924	腺苷受体A2a
BE0000739	Ryanodine受体1
BE0004922	环核苷酸磷酸二酯酶
BE0002385	DNA依赖性蛋白激酶催化亚单位
BE0002406	磷脂酰肌醇4,5-二磷酸3-激酶催化亚单位δ亚型
BE0002407	磷脂酰肌醇4,5-二磷酸3-激酶催化亚单位β亚型
BE0004914	肌醇1,4,5-三磷酸受体
BE0004874	丝氨酸蛋白激酶
BE0000241	腺苷受体A2b
BE0000354	腺苷受体A3
BE0009789	磷酸二酯酶酶
BE0009927	神经元乙酰胆碱（nACh）受体亚单位
BE0000560	毒蕈碱乙酰胆碱受体M2
BE0000182	cGMP特异性3'，5'-环磷酸二酯酶
BE0003556	视网膜视紫红质敏感cGMP 3'，5'-环磷酸二酯酶亚单位γ
BE0003557	视网膜视紫红质敏感cGMP 3'，5'-环磷酸二酯酶亚单位γ
BE0000210	钾通道亚家族K成员2
BE0001131	ATP敏感内向整流钾通道12
BE0000563	双功能二氢叶酸还原酶胸苷酸合酶
BE0001153	β-己糖胺酶亚单位β
BE0004674	嗜铬颗粒胺转运体
BE0003408	含蛋白5的杆状病毒IAP重复序列
BE0000110	P2Y嘌呤受体12
BE0000206	维甲酸受体β
BE0000144	维甲酸受体γ
BE0000078	维甲酸受体RXRβ
BE0000707	维甲酸受体RXRγ
BE0001040	转录因子AP-1
BE0000663	维甲酸受体α
BE0000501	α-1A肾上腺素能受体
BE0000575	α-1B肾上腺素能受体
BE0000715	α-1D肾上腺素能受体
BE0000270	肾素
BE0000349	钾转运ATP酶α链1
BE0000502	溶质载体家族12成员1
BE0000281	溶质载体家族12成员2
BE0000442	组胺H1受体
BE0000659	5-羟色胺受体1D
BE0000797	5-羟色胺受体1B
BE0000460	5-羟色胺受体1F
BE0000291	5-羟色胺受体1A
BE0000644	ATP敏感内向整流钾通道1
BE0000429	DNA拓扑异构酶4亚单位A
BE0000366	DNA回旋酶A亚单位
BE0000742	DNA拓扑异构酶2-α
BE0000664	HIV-1蛋白酶
BE0000708	ATP敏感内向整流钾通道11
BE0004854	人类免疫缺陷病毒1型蛋白酶
BE0009847	电压门控钾通道
BE0000218	钙转运ATP酶2C型成员1
BE0004852	谷氨酸（NMDA）受体
BE0003888	肌浆\/内质网钙ATP酶1
BE0000576	青霉素结合蛋白1A
BE0000691	电压依赖性钙通道亚单位α-2\/δ-1
BE0000267	碳酸酐酶1
BE0000322	碳酸酐酶2
BE0000535	碳酸酐酶4
BE0004655	核因子κB激酶亚单位α抑制剂
BE0003768	IIE组分泌型磷脂酶A2
BE0000436	cGMP抑制3'，5'-环磷酸二酯酶A
BE0004136	逆转录酶\/RNaseH
BE0004668	羊毛甾醇合酶
BE0000795	γ-氨基丁酸受体亚单位α-1
BE0000381	γ-氨基丁酸受体亚单位α-2
BE0000523	γ-氨基丁酸受体亚单位α-3
BE0000478	γ-氨基丁酸受体亚单位α-4
BE0000471	γ-氨基丁酸受体亚单位α-5
BE0000764	γ-氨基丁酸受体亚单位α-6
BE0000325	核糖核苷二磷酸还原酶大亚基
BE0002450	核糖核苷二磷酸还原酶M2亚单位
BE0003613	核糖核苷二磷酸还原酶亚基M2 B
BE0000546	DNA聚合酶α催化亚单位
BE0003614	DNA聚合酶ε催化亚单位A
BE0003615	DNA聚合酶ε亚基2
BE0003617	DNA聚合酶ε亚基3
BE0003616	DNA聚合酶ε亚基4
BE0000250	嘌呤核苷磷酸化酶
BE0004901	钠通道蛋白
BE0009631	内向整流钾通道
BE0009739	电压门控L型钙通道
BE0004863	α-1肾上腺素能受体
BE0009632	脂肪酸
BE0001154	核因子κB激酶亚单位β抑制剂
BE0001075	髓过氧化物酶
BE0000020	多巴胺D1受体
BE0000145	多巴胺D5受体
BE0000451	5-羟色胺受体2A
BE0000581	多巴胺D3受体
BE0000389	多巴胺D4受体
BE0000476	5-羟色胺受体1E
BE0000945	5-羟色胺受体6
BE0000650	5-羟色胺受体7
BE0000289	α-2A肾上腺素能受体
BE0000572	α-2B肾上腺素能受体
BE0000342	α-2C肾上腺素能受体
BE0000405	毒蕈碱乙酰胆碱受体M4
BE0000247	毒蕈碱乙酰胆碱受体M5
BE0009860	5-羟色胺3受体
BE0004688	5-羟色胺受体5A
BE0000393	5-羟色胺受体2B
BE0004889	多巴胺受体1
BE0002087	非活性二氢蕨酸合酶2
BE0002086	二氢蕨酸合酶1
BE0000141	钠通道蛋白1型亚单位α
BE0003635	钠通道亚单位β-1
BE0002082	钠通道蛋白3型亚单位α
BE0008715	电压依赖性L型钙通道
BE0002084	钠通道蛋白8亚单位α
BE0004799	16S核糖体RNA
BE0000123	雌激素受体α
BE0000792	雌激素受体
BE0005001	类固醇激素受体ERR2
BE0003740	核受体辅激活因子2
BE0000132	雄激素受体
BE0000019	30S核糖体蛋白S4
BE0000415	中间电导钙激活钾通道蛋白4
BE0000635	羟基羧酸受体2
BE0004803	麦角甾醇
BE0004815	磷酸盐
BE0000803	二氢蝶酸合酶
BE0000733	D-丙氨酸——D-丙氨酸连接酶A
BE0000806	丙氨酸消旋酶
BE0004810	核糖核酸
BE0001185	醌氧化还原酶
BE0002393	肽聚糖合酶FtsI
BE0000430	电压依赖性L型钙通道亚单位α-1C
BE0002354	电压依赖性L型钙通道亚单位β-2
BE0000864	电压依赖性T型钙通道亚单位α-1H
BE0002396	电压依赖性钙通道亚单位α-2\/δ-2
BE0002359	电压依赖性L型钙通道亚单位α-1D
BE0002355	电压依赖性L型钙通道亚单位α-1S
BE0000112	组胺H2受体
BE0009738	电压门控钠通道α亚单位
BE0009793	Kainate接受器
BE0003625	碳酸酐酶3
BE0008718	电压依赖性R型钙通道
BE0003577	青霉素结合蛋白2a
BE0000588	青霉素结合蛋白1A
BE0000488	青霉素结合蛋白1B
BE0002063	D-丙氨酰-D-丙氨酸羧肽酶DacA
BE0003685	D-丙氨酰-D-丙氨酸羧肽酶DacC
BE0000925	α-1-酸性糖蛋白1
BE0000530	血清白蛋白
BE0001133	cAMP特异性3'，5'-环磷酸二酯酶4A
BE0009002	Copine-1
BE0009003	次要组织相容性抗原H13
BE0009004	节点调制器1
BE0001717	聚ADP核糖聚合酶1
BE0009005	蛋白质RIC-3
BE0009006	微管蛋白单甘氨酸酶TTLL3
BE0000687	甲状腺激素受体α
BE0000315	甲状腺激素受体β
BE0009045	增殖细胞核抗原
BE0003603	钾电压门控通道亚家族D成员2
BE0003604	钾电压门控通道亚家族D成员3
BE0003663	α-1-酸性糖蛋白2
BE0000177	钠通道蛋白10亚单位α
BE0001143	钠通道蛋白9亚单位α
BE0002083	钠通道蛋白4型亚单位α
BE0000776	合成酶
BE0004801	羟基磷灰石
BE0003570	香叶基香叶基焦磷酸合酶
BE0001162	半胱天冬酶-3
BE0009991	半胱天冬酶-9
BE0000837	麦芽糖化酶，肠糖化酶
BE0001176	蔗糖酶异麦芽糖酶，肠道
BE0002639	胰腺α-淀粉酶
BE0000876	溶酶体α-葡萄糖苷酶
BE0000610	前列腺素F2α受体
BE0000422	膜联蛋白A1
BE0001028	G蛋白激活内向整流钾通道1
BE0000199	DNA连接酶1
BE0000167	DNA连接酶3
BE0000324	胸苷酸合酶
BE0000557	孕酮受体
BE0004024	淋巴细胞抗原96
BE0000064	前列腺素E2受体EP1亚型
BE0000514	胸苷激酶
BE0000312	DNA聚合酶\/逆转录酶
BE0000103	青霉素结合蛋白2
BE0003579	青霉素结合蛋白2
BE0000001	肽聚糖合酶FtsI
BE0000744	D-丙氨酰-D-丙氨酸羧肽酶DacB
BE0000303	电压依赖性L型钙通道亚单位β-1
BE0000679	电压依赖性钙通道γ-1亚单位
BE0000154	钾通道亚家族K成员1
BE0000680	钾通道亚家族K成员6
BE0000462	钾电压门控通道亚家族H成员6
BE0000699	钾电压门控通道亚家族H成员7
BE0000026	微管蛋白β-1链
BE0003629	碳酸酐酶7
BE0000881	组蛋白脱乙酰酶9
BE0009727	16S\/23S rRNA（胞苷-2'-O）-甲基转移酶TlyA
BE0002480	前列腺素E合酶3
BE0004643	青霉素结合蛋白3
BE0003624	青霉素结合蛋白2B
BE0004644	青霉素结合蛋白2a
BE0004335	青霉素结合蛋白1b
BE0000084	5-羟色胺受体4
BE0001012	β-3肾上腺素能受体
BE0001039	高亲和力神经生长因子受体
BE0003605	BDNF\/NT-3生长因子受体
BE0000897	钾电压门控通道亚家族KQT成员2
BE0000781	钾电压门控通道亚家族A成员1
BE0000146	组胺H4受体
BE0000156	西格玛非阿片类细胞内受体1
BE0002398	钾电压门控通道亚家族KQT成员3
BE0004882	5-羟色胺受体1C
BE0004890	毒蕈碱乙酰胆碱受体
BE0009629	人心脏K+通道
BE0000556	心钠素受体1
BE0001640	磷脂酶A2，膜相关
BE0003560	前列腺素还原酶2
BE0003561	前列腺素D2受体2
BE0009434	干扰素诱导的双链RNA活化蛋白激酶
BE0000591	可能的阿拉伯糖基转移酶C
BE0000122	可能的阿拉伯糖基转移酶B
BE0000034	可能的阿拉伯糖基转移酶A
BE0003887	电子转移黄素蛋白泛醌氧化还原酶，线粒体
BE0000311	5-羟色胺受体3A
BE0004958	5-羟色胺受体1
BE0000298	谷胱甘肽还原酶
BE0002386	丝氨酸\/苏氨酸蛋白激酶mTOR
BE0000695	肽基脯氨酰顺反异构酶FKBP1A
BE0003721	芳香烃受体
BE0009744	脂肪酸合成酶
BE0000483	电压依赖性T型钙通道亚单位α-1G
BE0000455	4-羟基苯丙酮酸双加氧酶
BE0000790	青霉素结合蛋白3
BE0001444	β-内酰胺酶
BE0000553	钙激活钾通道亚单位α-1
BE0003537	胆固醇侧链裂解酶，线粒体
BE0004805	铁（II）-原卟啉IX
BE0009993	80S核糖体亚单位
BE0002360	二氢蕨酸合成酶
BE0000121	色氨酸5-羟化酶1
BE0000143	蛋白
BE0004669	1,3-β-葡聚糖合酶成分FKS1
BE0000666	神经元特异性囊泡蛋白calcyon
BE0009737	胃蛋白酶A-5
BE0001015	成纤维细胞生长因子2
BE0000953	促表皮生长因子
BE0009672	纤维蛋白原
BE0003848	核受体亚家族1第一组成员3
BE0000539	3-氧代-5-α-类固醇4-脱氢酶1
BE0000343	DNA聚合酶催化亚单位
BE0005582	5HT3血清素受体
BE0001248	溶菌酶
BE0000475	前列环素受体
BE0004809	胆汁酸
BE0002425	DNA拓扑异构酶2-β
BE0002226	电压依赖性N型钙通道亚单位α-1B
BE0003563	电压依赖性钙通道亚单位α-2\/δ-3
BE0000973	鞘磷脂磷酸二酯酶
BE0000012	电压依赖性T型钙通道亚单位α-1I
BE0009351	电压依赖性N型钙通道
BE0002705	肝羧酸酯酶1
BE0000497	阿米洛利敏感钠通道亚单位γ
BE0000190	阿米洛利敏感钠通道亚单位α
BE0000024	阿米洛利敏感钠通道亚单位β
BE0000495	阿米洛利敏感钠通道亚单位δ
BE0000507	甲状腺过氧化物酶
BE0000732	钠\/钾转运ATP酶亚单位α-1
BE0002357	电压依赖性L型钙通道亚单位α-1F
BE0002358	电压依赖性L型钙通道亚单位β-3
BE0002356	电压依赖性L型钙通道亚单位β-4
BE0000668	盐皮质激素受体
BE0002346	γ-氨基丁酸受体亚单位β-2
BE0003592	γ-氨基丁酸受体亚单位γ-2
BE0000634	丝氨酸\/苏氨酸蛋白激酶B-raf
BE0000036	丝氨酸蛋白\/原癌基因苏氨酸激酶
BE0000023	血管内皮生长因子受体3
BE0000369	血管内皮生长因子受体2
BE0000147	受体型酪氨酸蛋白激酶FLT3
BE0000453	肥大\/干细胞生长因子受体试剂盒
BE0002411	原癌基因酪氨酸蛋白激酶受体Ret
BE0000029	血管内皮生长因子受体1
BE0000283	蛋白
BE0004660	角蛋白，I型细胞骨架12
BE0000402	A型胆囊收缩素受体
BE0000280	抗凝血酶III
BE0000775	肝素辅因子2
BE0000804	异亮氨酸-tRNA连接酶
BE0004290	青霉素结合蛋白1A
BE0001018	溶质载体家族15成员1
BE0001134	溶质载体家族15成员2
BE0003379	血管生成素-1受体
BE0003618	MecA PBP2’（青霉素结合蛋白2’）
BE0001304	青霉素酰化酶
BE0000477	神经酰胺葡萄糖基转移酶
BE0003542	细胞色素P450 11B2，线粒体
BE0004887	3-氧代-5-α-类固醇4-脱氢酶
BE0001045	溶质载体家族2，促进葡萄糖转运蛋白成员2
BE0004258	O-GlcNAcase BT_4395
BE0005827	双功能蛋白NCOAT
BE0003686	青霉素结合蛋白1A
BE0003687	青霉素结合蛋白1B
BE0002344	γ-氨基丁酸受体亚单位β-1
BE0002345	γ-氨基丁酸受体亚单位β-3
BE0000129	γ-氨基丁酸受体亚单位rho-1
BE0003578	鸟苷酸环化酶可溶性亚单位α-2
BE0004778	金属硫蛋白-1A
BE0000693	吲哚胺2,3-双加氧酶1
BE0000419	溶质载体家族12成员3
BE0002204	黄嘌呤脱氢酶\/氧化酶
BE0002010	二氢叶酸还原酶
BE0000637	UMP-CMP激酶
BE0004650	50S核糖体蛋白L16
BE0001544	Dr血凝素结构亚单位
BE0000929	补体衰变加速因子
BE0003474	微管相关蛋白tau
BE0000279	30S核糖体蛋白S12
