C0000786	['流产（自然流产）']
C0161804	['其他指定移植器官的并发症']
C0161808	['手复位并发症']
C0161812	['下肢复位并发症（障碍）']
C0161815	['中枢神经系统并发症（诊断）']
C0161816	['心脏并发症（疾病）']
C0161818	['难题；呼吸的']
C0161819	['难题；胃肠道']
C0161820	['泌尿系统并发症（紊乱）']
C0161823	['外伤性神经瘤（疾病）']
C0161824	['截肢残端慢性感染（诊断）']
C0161834	['其他未分类程序的其他指定并发症']
C0161836	['医疗护理并发症（疾病）']
C0161837	['作为医疗护理并发症的空气栓塞（疾病）']
C0161840	['血清引起的过敏性休克（紊乱）']
C0161842	['不相容；反应，相对湿度（因子）（输液）（输液）']
C0161843	['其他输血反应']
C0161972	['产褥期并发症（疾病）']
C0162154	['萎缩性瘢痕（诊断）']
C0162285	['眼睑水肿']
C0162291	['视网膜缺血']
C0162297	['停止呼吸']
C0162351	['接触性超敏反应']
C0162482	['子宫内翻']
C0162633	['脱落病毒']
C0162812	['坏死性疾病']
C0162834	['皮肤色素沉着']
C0178259	['其他代谢和免疫障碍']
C0178292	['妊娠、分娩和\\/或产褥期并发症（疾病）']
C0178295	['主要与怀孕有关的并发症']
C0178309	['源自围产期的其他情况']
C0178335	['SNOMEDCT手术和医疗护理NEC的并发症']
C0178359	['在治疗使用中造成不良影响的药物、药物和生物物质']
C0178554	['辅癌原']
C0178721	['刺激物']
C0178824	['充血反应性']
C0205339	['再感染']
C0206068	['副囊泡（诊断）']
C0206226	['牙患传播']
C0206227	['感染传播，医生和病人']
C0206228	['疾病传播，专业患者']
C0206229	['疾病传播，专业患者']
C0206231	['骨排列不良']
C0206277	['致命后果']
C0206306	['缺陷、分叉']
C0206366	['后纵韧带钙化']
C0220787	['气管内抽吸（限定值）']
C0220887	['其他产后即时出血']
C0220981	['代谢性酸中毒']
C0220982	['酮症酸中毒']
C0221082	['手术引起的不良反应']
C0221103	['双目视觉抑制（诊断）']
C0221123	['溶血性输血反应']
C0221143	['红细胞生成障碍（发现）']
C0221144	['粒细胞生成异常（发现）']
C0221146	['血小板生成异常（发现）']
C0221204	['骨损伤']
C0221223	['粘连性胎盘（诊断）']
C0221242	['固定性药疹']
C0221255	['钙化转移']
C0221379	['couvelaire子宫（诊断）']
C0221394	['萎缩大脑，受限制的']
C0221434	['骨硬化（形态异常）']
C0221707	['乳房出血']
C0221714	['感染注射部位']
C0231176	['急性衰竭（发现）']
C0231177	['亚急性故障（查找）']
C0231178	['慢性衰竭（发现）']
C0231181	['急性肺功能不全（发现）']
C0231182	['亚急性功能不全（发现）']
C0231183	['慢性肾功能不全（发现）']
C0231189	['无能']
C0231274	['过热']
C0231302	['身体压力（发现）']
C0231339	['年龄问题']
C0231446	['连枷肢（发现）']
C0231972	['肺泡毛细血管阻塞（诊断）']
C0232018	['肺顺应性降低（发现）']
C0232100	['失血性出血']
C0232171	['心脏运动障碍（发现）']
C0232172	['心壁运动减退（发现）']
C0232176	['心脏起搏器引起的机电分离（发现）']
C0232195	['人工起搏的心室节律（发现）']
C0232196	['心脏起搏器故障']
C0232206	['左心房节律（发现）']
C0232208	['房室交界性心律（诊断）']
C0232213	['德莱斯勒节拍']
C0232215	['室性副收缩管']
C0232216	['心室逃逸节律']
C0232219	['心脏传导异常（发现）']
C0232340	['异常血流']
C0232342	['血流量减少']
C0232352	['血管功能不全']
C0232354	['慢性血管功能不全（疾病）']
C0232355	['血瘀（失调）']
C0232483	['回流']
C0232503	['脐出血']
C0232519	['异常吞咽（发现）']
C0232544	['胃分泌调节异常（发现）']
C0232595	['胃电活动异常（发现）']
C0232614	['小肠分泌异常（发现）']
C0232658	['碳水化合物肠道吸收障碍']
C0232841	['膀胱功能障碍（发现）']
C0232870	['运动性蛋白尿']
C0232910	['畸形发生']
C0232933	['月经周期异常']
C0232941	['病理性闭经（发现）']
C0232944	['充血性痛经']
C0232945	['机械性痛经（失调）']
C0232977	['精液泄漏']
C0232981	['精子发生停滞']
C0233084	['拘捕劳工']
C0233086	['劳动错过']
C0233105	['完全流产']
C0233143	['子宫易激惹']
C0233320	['新生儿四胞胎早产（发现）']
C0233333	['成年男性死产（2500克或以上）（发现）']
C0233334	['成年女性死产（2500克或以上）（发现）']
C0233335	['早产男性死产（1000-2499克）（调查结果）']
C0233336	['早产女性死产（1000-2499克）（调查结果）']
C0233337	['未成熟男性死产（500-999克）（调查结果）']
C0233338	['未成年女性死产（500-999克）（调查结果）']
C0233339	['未成熟胎儿死产，性别待定（500-999克）（调查结果）']
C0233340	['子宫内未交付胎儿死亡（发现）']
C0233342	['死胎双胞胎足月出生（发现）']
C0233344	['异卵双胞胎足月出生，均为死胎（发现）']
C0233345	['异卵双胞胎足月出生，一个存活，一个死胎（发现）']
C0233347	['同卵双胞胎足月出生，均为死胎（发现）']
C0233348	['同卵双胞胎足月出生，一个存活，一个死胎（发现）']
C0233349	['死胎双胞胎早产（发现）']
C0233350	['异卵双胞胎早产，均存活（发现）']
C0233351	['异卵双胞胎早产，均为死胎（发现）']
C0233352	['异卵双胞胎早产，一个存活，一个死胎（发现）']
C0233353	['同卵双胞胎的早产，均存活（发现）']
C0233354	['同卵双胞胎早产，均为死胎（发现）']
C0233355	['同卵双胞胎早产，一对存活，一对死胎（发现）']
C0233356	['男性新生儿死亡（4周内，美利坚合众国）（事件）']
C0233357	['男性新生儿死亡（7天内，世卫组织）']
C0233358	['女性新生儿死亡（美国4周内）（事件）']
C0233359	['女性新生儿死亡（7天内，世卫组织）']
C0233370	['胎盘屏障功能缺乏（诊断）']
C0233372	['胎盘内分泌功能缺乏（诊断）']
C0234047	['延迟射精']
C0234220	['缺乏姿势感（发现）']
C0234439	['精神状态，半瘤']
C0234527	['运动性失用症']
C0234540	['惊厥尿毒症']
C0234547	['抽搐停药']
C0234568	['脑脊液溶质交换异常（发现）']
C0234669	['瞳孔反射减弱（发现）']
C0234927	['皮脂腺过度活跃']
C0234936	['应用部位水肿']
C0234943	['麻醉应用部位']
C0234944	['麻醉注射部位']
C0235007	['多动反应']
C0235029	['神经系统并发症']
C0235063	['肺功能下降']
C0235064	['新生儿呼吸抑制（障碍）']
C0235065	['逮捕新生儿呼吸系统']
C0235091	['逼尿肌轻瘫（紊乱）']
C0235097	['停药']
C0235213	['射精减少']
C0235214	['射精抑制']
C0235280	['耳毒性']
C0235304	['酸消化不良']
C0235325	['胃出血']
C0235342	['口腔坏死']
C0235395	['液体损失（可观察实体）']
C0235432	['氮滞留']
C0235436	['腹膜后水肿']
C0235437	['依赖性水肿']
C0235438	['水肿；神圣的']
C0235439	['踝关节水肿（发现）']
C0235487	['肢体栓塞']
C0235490	['周围性缺血']
C0235504	['腿血栓性静脉炎']
C0235508	['多发性血栓性静脉炎']
C0235509	['多发性深静脉血栓性静脉炎']
C0235510	['盆腔静脉血栓性静脉炎（诊断）']
C0235511	['浅静脉血栓']
C0235513	['腔静脉血栓性静脉炎（疾病）']
C0235515	['腋动脉血栓形成']
C0235516	['肱动脉血栓形成（疾病）']
C0235518	['a、 髂骨；血栓形成']
C0235519	['胫骨动脉血栓形成']
C0235520	['股动脉血栓形成']
C0235531	['新生儿循环衰竭']
C0235533	['手臂深部血栓性静脉炎']
C0235535	['新生儿窒息']
C0235536	['新生儿窒息苍白']
C0235551	['喉气管水肿']
C0235552	['声门下水肿']
C0235560	['气道出血']
C0235620	['尿路出血']
C0235649	['乳房水肿']
C0235656	['宫颈病变（体格检查）']
C0235661	['诱发泌乳']
C0235665	['流出']
C0235723	['发热反应']
C0235746	['唾液改变']
C0235768	['a、 视网膜；血栓形成']
C0235772	['新生儿运动障碍']
C0235774	['新生儿嗜睡（疾病）']
C0235779	['新生儿肝脾肿大']
C0235781	['新生儿血栓性静脉炎']
C0235795	['新生儿肝细胞损伤']
C0235802	['瞳孔反射受损（发现）']
C0235810	['先天性痉挛']
C0235834	['运动神经元损伤']
C0235835	['锥体束病变']
C0235879	['颅神经病变']
C0235883	['子宫炎症']
C0235886	['腿部水肿']
C0235895	['植入物并发症（疾病）']
C0235912	['肝出血']
C0235919	['神经根损伤']
C0235957	['肌肉坏死']
C0235984	['唾液管阻塞']
C0236001	['牙龈萎缩']
C0236003	['粘膜肿胀']
C0236013	['高渗状态']
C0236024	['咽部水肿（诊断）']
C0236065	['口腔水肿']
C0236068	['舌肿']
C0236069	['色素沉淀']
C0236072	['支气管痉挛']
C0236108	['NOS类皮肤肿瘤']
C0236113	['肼嗪-LE型反应']
C0236115	['LE型反应']
C0236163	['新生儿呼吸道出血']
C0236167	['并发症宫内节育器']
C0236178	['腹部出血']
C0236964	['注意力缺陷与破坏性行为障碍']
C0237648	['听力受损（部分）']
C0237653	['过敏（免疫）']
C0237873	['生理性性障碍']
C0238094	['隐源性水肿']
C0238154	['颅硬膜外血肿']
C0238194	['肠道淋巴增生']
C0238199	['小肠扭转']
C0238217	['急性同种异体移植肾病']
C0238345	['腮腺脓肿（诊断）']
C0238442	['耻骨联合分离']
C0239062	['口周水肿']
C0239086	['结膜脓肿（诊断）']
C0239189	['双糖不耐受']
C0239281	['会厌水肿']
C0239293	['食管出血']
C0239340	['下肢水肿']
C0239647	['足部肌肉萎缩']
C0239942	['痔疮；脱垂']
C0240059	['脑室出血']
C0240159	['喉血肿']
C0240278	['淋巴阻塞']
C0240412	['肌肉血肿']
C0240546	['鼻蜂窝织炎（物理检查）']
C0240555	['鼻子里沸腾']
C0240621	['上颚水肿（物理检查）']
C0240769	['出血胎盘']
C0240772	['足底水肿']
C0240820	['假性骨折']
C0240821	['假膜（形态异常）']
C0241216	['脐尿管炎']
C0241292	['甲下出血']
C0241558	['尿道出血（发现）']
C0241593	['粘附；子宫']
C0241742	['伤口出血（物理检查）']
C0241760	['手腕肿胀（物理检查）']
C0241799	['脑动静脉畸形破裂']
C0241816	['弥漫性脑萎缩']
C0241829	['产后盆腔蜂窝组织炎（诊断）']
C0241938	['低渗']
C0242184	['氧气供应减少']
C0242420	['视网膜水肿']
C0242648	['垂直感染传播']
C0242649	['感染的水平传播']
C0242656	['病程']
C0242698	['左心室功能异常']
C0242707	['右心室功能障碍']
C0242781	['传染病传播']
C0242785	['药物-食物相互作用']
C0242786	['临床发现妊娠高危']
C0242973	['心室功能障碍']
C0243065	['再生障碍（形态异常）']
C0243069	['细胞减退']
C0243082	['相关条件']
C0243083	['相关疾病']
C0243085	['并存疾病']
C0243087	['伴随疾病']
C0243088	['后遗症方面']
C0259768	['爆裂伤']
C0259772	['液体和气体渗出（形态异常）']
C0260335	['堕胎是非法的，没有并发症']
C0261577	['导致患者异常反应或后期并发症的外科手术和其他外科手术，但未提及手术时的意外事件']
C0261755	['意外中毒（紊乱）引起的紊乱']
C0261756	['意外坠落（障碍）的后期影响']
C0261757	['火灾事故的后期影响（无序）']
C0261758	['自然和环境因素造成的事故后期影响（无序）']
C0261773	['抗感染药物磺胺类药物的不良反应']
C0261780	['抗病毒药物的副作用（诊断）']
C0261794	['全身性药物治疗的不良反应']
C0261795	['治疗性使用抗过敏和止吐药物的不良反应']
C0261803	['主要影响血液成分的药物在治疗中的副作用']
C0261811	['天然血液和血液制品的不良反应（诊断）']
C0261816	['美沙酮类似物不良反应（紊乱）']
C0261863	['治疗性使用止痛药的副作用']
C0261873	['心血管药物的副作用（诊断）']
C0261889	['消化液的不良反应（诊断）']
C0261891	['药物治疗的不良反应']
C0261903	['主要作用于平滑肌、骨骼肌和呼吸系统的药物在治疗中的副作用']
C0261908	['呼吸系统药物治疗镇咳药的不良反应（诊断）']
C0261915	['止痒药的副作用（诊断）']
C0261921	['局部应用牙科药物治疗性使用的不良反应']
C0261926	['药物治疗的副作用-促脂药物']
C0261928	['酒精阻滞剂治疗性使用中的副作用']
C0261929	['药物治疗的副作用药物辅料']
C0261933	['细菌性伤寒和副伤寒疫苗的副作用']
C0261938	['百日咳疫苗治疗性使用的副作用，包括与百日咳成分的组合']
C0261940	['混合细菌疫苗治疗性使用的不良反应，与百日咳成分的组合除外']
C0261950	['治疗性使用其他和未指明的疫苗和生物物质的不良影响']
C0262431	['脊柱压缩骨折']
C0262508	['接触性肝炎']
C0262627	['血清瘤（诊断）']
C0263081	['肛门沸腾']
C0263111	['会阴脓肿（疾病）']
C0263474	['汗臭（诊断）']
C0263586	['药物引起的光敏性']
C0263590	['食物引起的光敏性（失调）']
C0263591	['药物诱导的结缔组织红斑狼疮疾病']
C0263622	['皮肤淀粉肉芽肿（疾病）']
C0263807	['盆腔病理性脱位（疾病）']
C0263810	['病理性踝关节和\\/或足部脱位（疾病）']
C0263812	['多部位病理性关节脱位']
C0263820	['踝关节和足关节复发性脱位']
C0263833	['髋关节积液']
C0263838	['盆腔和大腿血栓症']
C0263845	['关节钙化']
C0263904	['不稳定；骶髂关节']
C0263985	['肌软化症（紊乱）']
C0263986	['肌纤维化（疾病）']
C0264006	['肌肉脂肪变性（紊乱）']
C0264115	['药物性骨质疏松症']
C0264124	['逮捕骨骺的']
C0264129	['出血骨膜下']
C0264276	['出血性鼻涕']
C0264292	['咽脓肿（疾病）']
C0264306	['喉梗阻（诊断）']
C0264314	['声带脉络膜炎（诊断）']
C0264316	['声门上水肿']
C0264328	['气管造口出血']
C0264332	['食管气管；气管造口瘘']
C0264672	['乳头肌功能不全（紊乱）']
C0264735	['耳廓扩张（紊乱）']
C0264879	['心脏瓣膜功能不全']
C0264897	['加速房室传导（紊乱）']
C0264940	['血管破裂']
C0264956	['动脉粥样硬化（形态异常）']
C0264969	['腹腔动脉瘤（诊断）']
C0264978	['栓塞性梗死（疾病）']
C0264984	['动脉血栓形成（四肢）']
C0264995	['动脉血流阻塞']
C0265016	['主动脉胸椎血栓形成']
C0265024	['毛细血管出血']
C0265031	['痔疮出血']
C0265049	['腔静脉栓塞（诊断）']
C0265076	['出血；脑膜的']
C0265083	['基底动脉出血']
C0265084	['脑网膜出血']
C0265085	['皮质出血']
C0265086	['内囊出血']
C0265087	['皮质下出血']
C0265088	['脑桥出血']
C0265100	['a、 基底动脉；栓塞']
C0265104	['a、 椎骨；闭塞']
C0265106	['a、 椎骨；栓塞']
C0266648	['无胚妊娠']
C0266664	['异位胎儿组织']
C0266746	['畸形；胎盘']
C0266762	['边缘前置胎盘']
C0266763	['完全性前置胎盘（体格检查）']
C0266764	['不完全性前置胎盘（诊断）']
C0266765	['胎盘植入']
C0266766	['胎盘']
C0266770	['环瓦拉塔；胎盘']
C0266792	['脐带并发症-血管异常']
C0266808	['慢性胃肠道出血']
C0266809	['急性上消化道出血']
C0266810	['慢性上消化道出血']
C0266811	['急性下消化道出血']
C0266812	['慢性下消化道出血']
C0266815	['牛奶过敏']
C0266841	['高输出量胃肠外瘘（紊乱）']
C0266872	['楔状缺损牙齿磨损（诊断）']
C0267018	['口腔粘膜刺激性增生（诊断）']
C0267042	['叶状乳头肥大（诊断）']
