C0000742	阿贝尔森白血病病毒###ET###MSH [SEP] 阿贝尔森白血病病毒###PT###CSP [SEP] 阿贝尔森小鼠白血病病毒###EQ###NCBI [SEP] 阿贝尔森小鼠白血病病毒###ET###CSP [SEP] 阿贝尔森小鼠白血病病毒###MH###MSH [SEP] 阿贝尔森小鼠白血病病毒###PT###NCI [SEP] 阿贝尔森小鼠白血病病毒###SCN###NCBI [SEP] 阿贝尔森病毒###ET###CSP [SEP] 白血病病毒###PM###MSH [SEP] 阿贝尔森白血病病毒###PM###MSH
C0006861	犬α疱疹病毒1###SCN###NCBI [SEP] 犬α疱疹病毒1型###EQ###NCBI [SEP] 犬疱疹病毒1（有机体）###FN###SNOMEDCT_US [SEP] 犬疱疹病毒1###EQ###NCBI [SEP] 犬疱疹病毒1###ET###MSH [SEP] 犬疱疹病毒1###PN###MTH [SEP] 犬疱疹病毒1###PT###SNOMEDCT_US [SEP] 犬疱疹病毒1###EQ###NCBI [SEP] 犬疱疹病毒1###ET###MSH [SEP] 犬疱疹病毒###EQ###NCBI [SEP] 犬疱疹病毒###EQ###NCBI [SEP] 犬疱疹病毒###ET###CSP [SEP] 犬疱疹病毒###LPDN###LNC [SEP] 犬疱疹病毒###LPN###LNC [SEP] 犬疱疹病毒###PT###CHV [SEP] 犬疱疹病毒###SY###SNOMEDCT_US [SEP] 犬气管支气管炎病毒###ET###MSH [SEP] 犬气管支气管炎病毒###PM###MSH [SEP] 犬疱疹病毒1型###ET###MSH [SEP] 犬疱疹病毒1###MH###MSH [SEP] 犬疱疹病毒1###PM###MSH [SEP] 犬气管支气管支气管炎病毒###PM###MSH [SEP] 犬气管支气管支气管炎病毒###PM###MSH
C0007456	卡图病毒（有机体）###FN###SNOMEDCT_US [SEP] 卡图病毒###PEP###MSH [SEP] 卡图病毒###PT###SNOMEDCT_US
C0007949	Changuinola病毒（有机体）###FN###SNOMEDCT_US [SEP] 昌吉诺拉病毒群###EQ###NCBI [SEP] 昌吉诺拉病毒###ET###CSP [SEP] 昌吉诺拉病毒###PEP###MSH [SEP] 昌吉诺拉病毒###PT###SNOMEDCT_US [SEP] 昌吉诺拉病毒###SCN###NCBI
C0008028	切努达复合体###EQ###NCBI [SEP] 切努达病毒（有机体）###FN###SNOMEDCT_US [SEP] 切努达病毒###PEP###MSH [SEP] 切努达病毒###PT###SNOMEDCT_US [SEP] 切努达病毒###SCN###NCBI
C0008047	禽肉瘤病毒B77###ET###MSH [SEP] 鸡肉瘤病毒B77###PEP###MSH
C0008056	基孔肯亚病毒（生物体）###FN###SNOMEDCT_US [SEP] 基孔肯亚病毒###ET###CSP [SEP] 基孔肯亚病毒###LG###LNC [SEP] 基孔肯亚病毒###LPDN###LNC [SEP] 基孔肯亚病毒###LPN###LNC [SEP] 基孔肯亚病毒###MH###MSH [SEP] 基孔肯亚病毒###PN###MTH [SEP] 基孔肯亚病毒###PT###NCI [SEP] 基孔肯亚病毒###PT###NCI_CDISC [SEP] 基孔肯亚病毒###PT###SNOMEDCT_US [SEP] 基孔肯亚病毒###SCN###NCBI [SEP] 基孔肯亚病毒###SY###NCI_caDSR
C0008112	黑猩猩科里扎特工###PEP###MSH [SEP] 黑猩猩科里扎特工###PM###MSH [SEP] 科里扎黑猩猩特工###ET###CSP [SEP] 科里扎探员黑猩猩###PM###MSH [SEP] 科里扎特工黑猩猩###PM###MSH
C0008113	黑猩猩逆转录病毒###PM###MSH [SEP] 黑猩猩逆转录病毒###PEP###MSH [SEP] 逆转录病毒，黑猩猩###PM###MSH [SEP] 逆转录病毒，黑猩猩###PM###MSH
C0008147	巴泰病毒（生物体）###FN###SNOMEDCT_US [SEP] 巴泰病毒###PEP###MSH [SEP] 巴泰病毒###PT###SNOMEDCT_US [SEP] 卡洛沃病毒（生物体）###FN###SNOMEDCT_US [SEP] 卡洛沃病毒###ET###MSH [SEP] 卡洛沃病毒###PT###SNOMEDCT_US [SEP] 卡洛沃病毒###SCN###NCBI [SEP] 奇托病毒###ET###MSH
C0009311	大肠杆菌噬菌体###PM###MSH [SEP] 大肠杆菌噬菌体###PT###CSP [SEP] 大肠杆菌噬菌体###SY###CHV [SEP] 大肠杆菌噬菌体###MH###MSH [SEP] 大肠杆菌噬菌体###PT###CHV [SEP] 大肠杆菌噬菌体###PM###MSH [SEP] 大肠杆菌噬菌体###ET###MSH [SEP] 噬菌体，大肠杆菌###PM###MSH [SEP] 噬菌体，大肠杆菌###PM###MSH
C0009401	科罗拉多蜱虫热病毒（生物体）###FN###SNOMEDCT_US [SEP] 科罗拉多蜱虫热病毒亚群###SY###SNOMEDCT_US [SEP] 科罗拉多蜱虫热病毒###ET###CSP [SEP] 科罗拉多蜱虫热病毒###LPDN###LNC [SEP] 科罗拉多蜱虫热病毒###LPN###LNC [SEP] 科罗拉多蜱虫热病毒###MH###MSH [SEP] 科罗拉多蜱虫热病毒###PT###CHV [SEP] 科罗拉多蜱虫热病毒###PT###NCI [SEP] 科罗拉多蜱虫热病毒###PT###NCI_CDISC [SEP] 科罗拉多蜱虫热病毒###PT###SNOMEDCT_US [SEP] CTFV###SY###NCI_CDISC
C0009419	哥伦比亚SK病毒###ET###CSP [SEP] 哥伦比亚SK病毒###MH###MSH [SEP] 哥伦比亚SK病毒###PM###MSH [SEP] 哥伦比亚SK病毒###ET###MSH [SEP] 哥伦比亚SK病毒###PM###MSH
C0009743	CCHF-克里米亚-刚果出血热病毒###SYGB###SNOMEDCT_US [SEP] CCHF-克里米亚-刚果出血热病毒###SY###SNOMEDCT_US [SEP] CCHF病毒###SY###SNOMEDCT_US [SEP] 刚果出血热病毒###SYGB###SNOMEDCT_US [SEP] 刚果出血热病毒###ET###CSP [SEP] 刚果出血热病毒###SY###SNOMEDCT_US [SEP] 刚果病毒###ET###MSH [SEP] 克里米亚刚果出血热病毒###PM###MSH [SEP] 克里米亚刚果出血热病毒###PT###CSP [SEP] 克里米亚出血热病毒###SYGB###SNOMEDCT_US [SEP] 克里米亚出血热病毒###ET###CSP [SEP] 克里米亚出血热病毒###SY###SNOMEDCT_US [SEP] 刚果出血热病毒###EQ###NCBI [SEP] 刚果出血热病毒###PTGB###SNOMEDCT_US [SEP] 克里米亚-刚果出血热奈罗病毒###EQ###NCBI [SEP] 克里米亚-刚果出血热正奈罗病毒###SCN###NCBI [SEP] 克里米亚-刚果出血热病毒（生物体）###FN###SNOMEDCT_US [SEP] 克里米亚刚果出血热病毒###ET###MSH [SEP] 克里米亚刚果出血热病毒###LPDN###LNC [SEP] 克里米亚刚果出血热病毒###LPN###LNC [SEP] 克里米亚刚果出血热病毒###PT###SNOMEDCT_US [SEP] 克里米亚刚果出血热病毒###SY###NCBI [SEP] 克里米亚刚果出血病毒###EQ###NCBI [SEP] 克里米亚-刚果出血热病毒###PM###MSH [SEP] 克里米亚出血热病毒###ET###MSH [SEP] 克里米亚-刚果出血热病毒###MH###MSH
C0010076	冠状病毒科###MH###MSH [SEP] 冠状病毒科###PN###MTH [SEP] 冠状病毒科###PT###CHV [SEP] 冠状病毒科###PT###CSP [SEP] 冠状病毒科###PT###NCI [SEP] 冠状病毒科###PT###NCI_CDISC [SEP] 冠状病毒科###SCN###NCBI [SEP] 冠状病毒科###SY###SNOMEDCT_US [SEP] 冠状病毒群###SY###SNOMEDCT_US [SEP] 冠状病毒科（生物）###FN###SNOMEDCT_US [SEP] 冠状病毒科###PT###SNOMEDCT_US
C0010233	牛痘病毒###ET###MSH [SEP] 牛痘病毒###PM###MSH [SEP] 牛痘病毒（有机体）###FN###SNOMEDCT_US [SEP] 牛痘病毒###ET###CSP [SEP] 牛痘病毒###MH###MSH [SEP] 牛痘病毒###PN###MTH [SEP] 牛痘病毒###PT###CHV [SEP] 牛痘病毒###PT###SNOMEDCT_US [SEP] 牛痘病毒###SCN###NCBI [SEP] 牛痘病毒###PM###MSH [SEP] 马痘病毒###SY###SNOMEDCT_US [SEP] 牛痘病毒###SY###CHV
C0010242	A9病毒，柯萨奇病毒###PM###MSH [SEP] 柯萨奇A9病毒###ET###MSH [SEP] 柯萨奇A9病毒###PM###MSH [SEP] 柯萨奇病毒A9###LPDN###LNC [SEP] 柯萨奇病毒A9###LPN###LNC [SEP] 柯萨奇病毒A9，人类###ET###MSH [SEP] 人类柯萨奇病毒A9（有机体）###FN###SNOMEDCT_US [SEP] 人类柯萨奇病毒A9###PEP###MSH [SEP] 人类柯萨奇病毒A9###PN###MTH [SEP] 人类柯萨奇病毒A9###PT###SNOMEDCT_US [SEP] 柯萨奇A9病毒###PM###MSH [SEP] 柯萨奇A9病毒###PM###MSH
C0010243	柯萨奇B病毒###PM###MSH [SEP] 柯萨奇B病毒###PT###NCI [SEP] 柯萨奇B病毒###PT###NCI_CDISC [SEP] 柯萨奇B病毒###ET###MSH [SEP] 柯萨奇B型病毒###SY###NCI_CDISC [SEP] 柯萨奇B病毒###LPDN###LNC [SEP] 柯萨奇B病毒###LPN###LNC [SEP] 柯萨奇B病毒###IN###RXNORM [SEP] 柯萨奇B病毒###PEP###MSH [SEP] 柯萨奇B病毒###PN###MTH [SEP] 肠病毒B###SY###NCI [SEP] 肠病毒EV-B###SY###NCI [SEP] 人肠病毒B###SY###NCI [SEP] 柯萨奇B型病毒###PM###MSH
C0010247	柯萨奇病毒###ET###CSP [SEP] 柯萨奇病毒###PT###CHV [SEP] 柯萨奇病毒###ET###MSH [SEP] 柯萨奇病毒###PN###MTH [SEP] 柯萨奇病毒###SY###CHV [SEP] 柯萨奇病毒###LPDN###LNC [SEP] 柯萨奇病毒###LPN###LNC [SEP] 柯萨奇病毒###PT###CSP [SEP] 柯萨奇病毒###SCN###NCBI [SEP] 柯萨奇病毒###SY###CHV [SEP] 柯萨奇病毒###PEP###MSH [SEP] 柯萨奇病毒###SY###CHV [SEP] 柯萨奇病毒###SY###CHV
C0010825	巨细胞病毒###SY###CHV [SEP] 巨细胞病毒###ET###CSP [SEP] 巨细胞病毒###PT###NCI_NCI-GLOSS [SEP] 巨细胞病毒###SY###CHV [SEP] 巨细胞病毒###SY###NCI_FDA [SEP] 巨细胞病毒（CMV）###PT###CHV [SEP] 巨细胞病毒组###ET###CSP [SEP] 巨细胞病毒种类###SY###SNOMEDCT_US [SEP] 巨细胞病毒###CN###LNC [SEP] 巨细胞病毒###DN###NCI_CTRP [SEP] 巨细胞病毒###LA###LNC [SEP] 巨细胞病毒###LPDN###LNC [SEP] 巨细胞病毒###LPN###LNC [SEP] 巨细胞病毒###MH###MSH [SEP] 巨细胞病毒###PN###MTH [SEP] 巨细胞病毒###PT###CSP [SEP] 巨细胞病毒###PT###NCI [SEP] 巨细胞病毒###PT###NCI_CDISC [SEP] 巨细胞病毒###PT###NCI_NCI-GLOSS [SEP] 巨细胞病毒###PT###SNOMEDCT_US [SEP] 巨细胞病毒###SCN###NCBI [SEP] 巨细胞病毒###SY###CHV [SEP] 巨细胞病毒###SY###NCI_caDSR [SEP] 巨细胞病毒###PM###MSH [SEP] 巨细胞病毒###PT###LCH_NW [SEP] 巨细胞病毒属（有机体）###FN###SNOMEDCT_US [SEP] 巨细胞病毒属###SY###SNOMEDCT_US [SEP] 唾液腺病毒###ET###CSP [SEP] 唾液腺病毒###PM###MSH [SEP] 唾液腺病毒###SY###CHV [SEP] 唾液腺病毒###SY###SNOMEDCT_US [SEP] 唾液腺病毒###ET###MSH [SEP] 唾液腺病毒###SY###CHV [SEP] 唾液腺病毒###PM###MSH [SEP] 唾液腺病毒###PM###MSH
C0011139	缺陷杂种###PM###MSH [SEP] 缺陷杂种###ET###MSH [SEP] 缺陷病毒###PM###MSH [SEP] 缺陷病毒###PT###CSP [SEP] 缺陷病毒###MH###MSH [SEP] 混合的，有缺陷的###PM###MSH [SEP] 混合动力车，有缺陷###PM###MSH [SEP] 不完全病毒###PM###MSH [SEP] 不完全病毒###ET###MSH [SEP] 病毒，有缺陷###PM###MSH [SEP] 病毒，不完整###PM###MSH [SEP] 病毒，有缺陷###PM###MSH [SEP] 病毒，不完整###PM###MSH
C0011220	三角洲特工###ET###CSP [SEP] 三角洲特工###ET###MSH [SEP] 三角洲特工###SY###CHV [SEP] 三角洲特工###SY###NCI [SEP] 三角洲特工###SY###SNOMEDCT_US [SEP] 三角洲特工###PM###MSH [SEP] 三角洲肝炎病毒制剂###SY###SNOMEDCT_US [SEP] 三角洲肝炎病毒###SY###CHV [SEP] 三角洲病毒###ET###MSH [SEP] 三角洲病毒，肝炎###PM###MSH [SEP] 三角洲病毒###PM###MSH [SEP] 三角洲病毒，肝炎###PM###MSH [SEP] HDV-丁型肝炎病毒###SY###SNOMEDCT_US [SEP] HDV###SY###NCI_CDISC [SEP] 丁型肝炎病毒（机体）###FN###SNOMEDCT_US [SEP] 丁型肝炎病毒###EQ###NCBI [SEP] 丁型肝炎病毒###ET###MSH [SEP] 丁型肝炎病毒###LPDN###LNC [SEP] 丁型肝炎病毒###LPN###LNC [SEP] 丁型肝炎病毒###PT###CHV [SEP] 丁型肝炎病毒###PT###CSP [SEP] 丁型肝炎病毒###PT###NCI [SEP] 丁型肝炎病毒###PT###NCI_CDISC [SEP] 丁型肝炎病毒###PT###NCI_NCI-GLOSS [SEP] 丁型肝炎病毒###PT###SNOMEDCT_US [SEP] 丁型肝炎病毒###PM###MSH [SEP] 三角型肝炎病毒###EQ###NCBI [SEP] 三角型肝炎病毒###ET###CSP [SEP] 三角型肝炎病毒###MH###MSH [SEP] 三角型肝炎病毒###PN###MTH [SEP] 三角型肝炎病毒###PT###NCI_NCI-GLOSS [SEP] 三角型肝炎病毒###SCN###NCBI [SEP] 三角型肝炎病毒###SY###CHV [SEP] 三角型肝炎病毒###SY###NCI [SEP] 三角型肝炎病毒###PM###MSH
C0011313	DEN-1###SY###NCI_CDISC [SEP] 登革热病毒1###LPDN###LNC [SEP] 登革热病毒1###LPN###LNC [SEP] 登革热病毒1###PT###NCI [SEP] 登革热病毒1###PT###NCI_CDISC [SEP] 登革热病毒1型###SY###NCI_CDISC [SEP] 登革热病毒1型（有机体）###FN###SNOMEDCT_US [SEP] 登革热病毒，1型###PT###SNOMEDCT_US [SEP] DENV-1###SY###NCI_CDISC
C0011315	碎骨热病毒###ET###MSH [SEP] 碎骨热病毒###PM###MSH [SEP] 登革热病毒（有机体）###FN###SNOMEDCT_US [SEP] 登革热病毒###LA###LNC [SEP] 登革热病毒###LG###LNC [SEP] 登革热病毒###LPDN###LNC [SEP] 登革热病毒###LPN###LNC [SEP] 登革热病毒###MH###MSH [SEP] 登革热病毒###PN###MTH [SEP] 登革热病毒###PT###CHV [SEP] 登革热病毒###PT###CSP [SEP] 登革热病毒###PT###NCI [SEP] 登革热病毒###PT###NCI_CDISC [SEP] 登革热病毒###PT###SNOMEDCT_US [SEP] 登革热病毒###SCN###NCBI [SEP] 登革热病毒###PM###MSH [SEP] 登革热病毒###PT###LCH_NW [SEP] 破骨热病毒###PM###MSH [SEP] 发烧病毒###PM###MSH [SEP] 破骨热病毒###PM###MSH [SEP] 登革热病毒###PM###MSH [SEP] 病毒，骨折热###PM###MSH [SEP] 登革热病毒###PM###MSH
C0012755	犬瘟热病毒（有机体）###FN###SNOMEDCT_US [SEP] 犬瘟热病毒###EQ###NCBI [SEP] 犬瘟热病毒###EQ###NCBI [SEP] 犬瘟热病毒###ET###CSP [SEP] 犬瘟热病毒###ET###MSH [SEP] 犬瘟热病毒###LPDN###LNC [SEP] 犬瘟热病毒###LPN###LNC [SEP] 犬瘟热病毒###PT###CHV [SEP] 犬瘟热病毒###PT###LCH_NW [SEP] 犬瘟热病毒###PT###SNOMEDCT_US [SEP] 犬瘟热病毒###PM###MSH [SEP] 犬麻疹病毒###SCN###NCBI [SEP] 犬瘟热病毒###MH###MSH [SEP] 犬瘟热病毒###PM###MSH
C0012917	DNA肿瘤病毒###PM###MSH [SEP] DNA肿瘤病毒###PT###NCI [SEP] DNA肿瘤病毒###MH###MSH [SEP] 肿瘤病毒###PM###MSH [SEP] 肿瘤病毒###PM###MSH [SEP] 病毒，DNA肿瘤###PM###MSH [SEP] 病毒，DNA肿瘤###PM###MSH
C0012923	脱氧核糖核酸病毒（有机体）###FN###SNOMEDCT_US [SEP] 脱氧核糖核酸病毒###SY###SNOMEDCT_US [SEP] DNA病毒###PM###MSH [SEP] dna病毒###PT###CHV [SEP] DNA病毒###PT###CSP [SEP] DNA病毒###PT###NCI [SEP] DNA病毒###PT###SNOMEDCT_US [SEP] DNA病毒###SY###SNOMEDCT_US [SEP] DNA病毒###MH###MSH [SEP] DNA病毒###PT###LCH_NW [SEP] dna病毒###SY###CHV [SEP] 病毒，DNA###PM###MSH [SEP] 病毒，DNA###SY###NCI [SEP] 病毒DNA###SY###NCI [SEP] 病毒，DNA###PM###MSH [SEP] 病毒，DNA###SY###NCI
C0013480	埃博拉病毒###EQ###NCBI [SEP] 埃博拉病毒。###SCN###NCBI [SEP] 埃博拉病毒###LPDN###LNC [SEP] 埃博拉病毒###LPN###LNC [SEP] 埃博拉病毒###PN###MTH [SEP] 埃博拉病毒###PT###CHV [SEP] 埃博拉病毒###PT###CSP [SEP] 不明埃博拉病毒###EQ###NCBI [SEP] 埃博拉病毒###SY###CHV
C0013531	伯吉斯病毒###ET###MSH [SEP] 回声病毒6###ET###MSH [SEP] 伊科病毒第6型###ET###MSH [SEP] 伊科病毒第6型###LPDN###LNC [SEP] 伊科病毒第6型###LPN###LNC [SEP] 艾可病毒6型, 人###MH###MSH [SEP] 人类回声病毒6（有机体）###FN###SNOMEDCT_US [SEP] 人类回声病毒6###ET###MSH [SEP] 人类回声病毒6###PT###SNOMEDCT_US [SEP] 病毒，伯吉斯###PM###MSH
C0013532	回声病毒9###ET###MSH [SEP] 回声病毒9###ET###CSP [SEP] 艾可病毒9型###LPDN###LNC [SEP] 艾可病毒9型###LPN###LNC [SEP] 艾可病毒9型###MH###MSH [SEP] 回声病毒9，人类###ET###MSH [SEP] 人类柯萨奇病毒A23###SY###SNOMEDCT_US [SEP] 人类柯萨奇病毒A23###SY###SNOMEDCT_US [SEP] 人类柯萨奇病毒A23型###SY###SNOMEDCT_US [SEP] 人类回声病毒9（有机体）###FN###SNOMEDCT_US [SEP] 人类回声病毒9###ET###MSH [SEP] 人类回声病毒9###PT###SNOMEDCT_US [SEP] 人echovirus血清型9###SY###SNOMEDCT_US
C0013534	回声病毒###ET###CSP [SEP] 回声病毒###PM###MSH [SEP] 回声病毒###PT###CHV [SEP] 回声病毒###ET###MSH [SEP] 回声病毒###PT###LCH_NW [SEP] 回声病毒###SY###CHV [SEP] 回声病毒###LPDN###LNC [SEP] 回声病毒###LPN###LNC [SEP] 回声病毒###ET###CSP [SEP] 回声病毒###LPDN###LNC [SEP] 回声病毒###LPN###LNC [SEP] 回声病毒###PM###MSH [SEP] 回声病毒###PN###MTH [SEP] 回声病毒###PT###NCI [SEP] 回声病毒###PT###NCI_CDISC [SEP] 回声病毒###SCN###NCBI [SEP] 回声病毒###SY###CHV [SEP] 伊科病毒###PEP###MSH [SEP] 人类回声病毒（生物体）###FN###SNOMEDCT_US [SEP] 人类回声病毒###PT###SNOMEDCT_US [SEP] 人类回声病毒###SCN###NCBI
C0013590	鼠痘病毒###EQ###NCBI [SEP] 大肠杆菌病毒（有机体）###FN###SNOMEDCT_US [SEP] 泪囊炎病毒###ET###CSP [SEP] 泪囊炎病毒###MH###MSH [SEP] 泪囊炎病毒###PT###SNOMEDCT_US [SEP] 泪囊炎病毒###SCN###NCBI [SEP] 泪囊炎病毒###PM###MSH [SEP] 鼠痘病毒###ET###MSH [SEP] 鼠痘病毒###PN###MTH [SEP] 鼠痘病毒###PM###MSH [SEP] 鼠痘病毒###EQ###NCBI [SEP] 鼠痘病毒###ET###CSP [SEP] 鼠痘病毒###ET###MSH [SEP] 鼠痘病毒###SY###SNOMEDCT_VET [SEP] 鼠痘病毒###PM###MSH [SEP] 鼠标垫###EQ###NCBI [SEP] 鼠标垫###SY###SNOMEDCT_US [SEP] 鼠痘病毒###ET###MSH
C0014045	中欧脑炎病毒###SY###SNOMEDCT_US [SEP] 欧洲蜱传脑炎病毒###LPDN###LNC [SEP] 欧洲蜱传脑炎病毒###LPN###LNC [SEP] 欧洲蜱传脑炎病毒（生物体）###FN###SNOMEDCT_US [SEP] 欧洲蜱传脑炎病毒###PT###SNOMEDCT_US [SEP] 西方脑炎病毒###SY###SNOMEDCT_US
C0014046	东部马脑炎病毒（有机体）###FN###SNOMEDCT_US [SEP] 东部马脑炎病毒###ET###MSH [SEP] 东部马脑炎病毒###LG###LNC [SEP] 东部马脑炎病毒###LPDN###LNC [SEP] 东部马脑炎病毒###LPN###LNC [SEP] 东部马脑炎病毒###PT###CSP [SEP] 东部马脑炎病毒###PT###SNOMEDCT_US [SEP] 东部马脑炎病毒###SCN###NCBI [SEP] 东部马脑脊髓炎###EQ###NCBI [SEP] 东部马脑脊髓炎病毒###EQ###NCBI [SEP] 东部马脑脊髓炎病毒###EQ###NCBI [SEP] 东部马脑脊髓炎病毒###ET###CSP [SEP] 东部马脑脊髓炎病毒###ET###MSH [SEP] 东部马脑脊髓炎病毒###LPDN###LNC [SEP] 东部马脑脊髓炎病毒###LPN###LNC [SEP] 东部马脑脊髓炎病毒###SY###SNOMEDCT_US [SEP] EEE病毒###ET###CSP [SEP] EEE病毒###ET###MSH [SEP] EEE病毒###PM###MSH [SEP] 东部马脑炎病毒###MH###MSH [SEP] 东部马脑脊髓炎病毒###ET###MSH
C0014047	日本脑炎病毒###MH###MSH [SEP] 日本乙型脑炎病毒###ET###MSH [SEP] 日本乙型脑炎病毒###SY###SNOMEDCT_US [SEP] 日本乙型病毒性脑炎###LLT###MDR [SEP] 日本脑炎病毒###EQ###NCBI [SEP] 日本脑炎病毒（有机体）###FN###SNOMEDCT_US [SEP] 日本脑炎病毒###EQ###NCBI [SEP] 日本脑炎病毒###EQ###NCBI [SEP] 日本脑炎病毒###ET###MSH [SEP] 日本脑炎病毒###IN###RXNORM [SEP] 日本脑炎病毒###LPDN###LNC [SEP] 日本脑炎病毒###LPN###LNC [SEP] 日本脑炎病毒###PN###MTH [SEP] 日本脑炎病毒###PT###CSP [SEP] 日本脑炎病毒###PT###SNOMEDCT_US [SEP] 日本脑炎病毒###SCN###NCBI [SEP] 日本脑炎病毒###SU###MTHSPL [SEP] 日本脑炎病毒###ET###MSH
C0014048	脑炎病毒，圣路易斯###MH###MSH [SEP] 脑炎病毒，圣路易斯###ET###MSH [SEP] 圣路易斯脑炎病毒（有机体）###FN###SNOMEDCT_US [SEP] 圣路易斯脑炎病毒###CN###LNC [SEP] 圣路易斯脑炎病毒###ET###MSH [SEP] 圣路易斯脑炎病毒###LG###LNC [SEP] 圣路易斯脑炎病毒###LPDN###LNC [SEP] 圣路易斯脑炎病毒###LPN###LNC [SEP] 圣路易斯脑炎病毒###SCN###NCBI [SEP] 圣路易斯脑炎病毒###SY###SNOMEDCT_US [SEP] 圣路易脑炎病毒###SY###SNOMEDCT_US [SEP] 圣路易斯脑炎病毒###EQ###NCBI [SEP] 圣路易斯脑炎病毒###ET###MSH [SEP] 圣路易斯脑炎病毒###PT###SNOMEDCT_US [SEP] 圣路易斯脑炎病毒###ET###MSH [SEP] 病毒，圣路易斯脑炎###ET###MSH [SEP] 病毒，圣路易斯脑炎###ET###MSH
C0014049	委内瑞拉马脑炎病毒###MH###MSH [SEP] 委内瑞拉马脑炎病毒###ET###MSH [SEP] 委内瑞拉马脑脊髓炎病毒###ET###MSH [SEP] VEE病毒###ET###CSP [SEP] V型###SY###SNOMEDCT_US [SEP] 委内瑞拉马脑炎###EQ###NCBI [SEP] 委内瑞拉马脑炎病毒###EQ###NCBI [SEP] 委内瑞拉马脑炎病毒###ET###MSH [SEP] 委内瑞拉马脑炎病毒###LPDN###LNC [SEP] 委内瑞拉马脑炎病毒###LPN###LNC [SEP] 委内瑞拉马脑炎病毒###PN###MTH [SEP] 委内瑞拉马脑炎病毒###PT###CSP [SEP] 委内瑞拉马脑炎病毒###SCN###NCBI [SEP] 委内瑞拉马脑炎病毒###SY###SNOMEDCT_US [SEP] 委内瑞拉马脑炎病毒###ET###MSH [SEP] 委内瑞拉马脑脊髓炎病毒（有机体）###FN###SNOMEDCT_US [SEP] 委内瑞拉马脑脊髓炎病毒###EQ###NCBI [SEP] 委内瑞拉马脑脊髓炎病毒###ET###CSP [SEP] 委内瑞拉马脑脊髓炎病毒###PT###SNOMEDCT_US [SEP] 病毒，委内瑞拉马脑炎###ET###MSH [SEP] 病毒，委内瑞拉马脑炎###ET###MSH
C0014050	西部马脑炎病毒###MH###MSH [SEP] 西部马脑炎病毒###ET###MSH [SEP] 西马脑脊髓炎病毒###ET###MSH [SEP] 病毒，西部马脑炎###ET###MSH [SEP] 病毒，西方马脑炎###ET###MSH [SEP] WEE病毒###ET###CSP [SEP] WEE病毒###ET###MSH [SEP] 小病毒###PM###MSH [SEP] 西部马脑炎病毒###ET###MSH [SEP] 西部马脑炎病毒###LG###LNC [SEP] 西部马脑炎病毒###LPDN###LNC [SEP] 西部马脑炎病毒###LPN###LNC [SEP] 西部马脑炎病毒###PT###CSP [SEP] 西部马脑炎病毒###SCN###NCBI [SEP] 西部马脑炎病毒###SY###SNOMEDCT_US [SEP] 西方马脑炎病毒###ET###MSH [SEP] 西方马脑脊髓炎病毒（有机体）###FN###SNOMEDCT_US [SEP] 西方马脑脊髓炎病毒###ET###CSP [SEP] 西方马脑脊髓炎病毒###PT###SNOMEDCT_US [SEP] 西方马脑脊髓炎病毒###SY###NCBI
C0014051	脑炎病毒###ET###MSH [SEP] 脑炎病毒###PT###CHV [SEP] 脑炎病毒###PT###CSP [SEP] 脑炎病毒###MH###MSH [SEP] 病毒性脑炎###SY###CHV [SEP] 病毒性脑炎###ET###MSH [SEP] 病毒性脑炎###SY###CHV [SEP] 病毒、脑炎###ET###MSH
C0014052	蜱传脑炎病毒###PM###MSH [SEP] 蜱传脑炎病毒###ET###MSH [SEP] 蜱传脑炎病毒###PM###MSH [SEP] 蜱传脑炎病毒###MH###MSH [SEP] 蜱传脑炎病毒###PM###MSH [SEP] 蜱传脑炎病毒###PM###MSH [SEP] 蜱传脑炎病毒组###SCN###NCBI [SEP] 蜱传脑炎病毒###ET###MSH [SEP] 蜱传脑炎病毒###EQ###NCBI [SEP] 蜱传脑炎病毒###ET###MSH [SEP] 蜱传脑炎病毒###PN###MTH [SEP] 蜱传脑炎病毒###PT###LCH_NW [SEP] 病毒、蜱传脑炎###ET###MSH
C0014080	EMC病毒###ET###CSP [SEP] EMC病毒###SY###SNOMEDCT_US [SEP] EMCV###ET###MSH [SEP] emcv###SY###CHV [SEP] 脑心肌炎病毒（有机体）###FN###SNOMEDCT_US [SEP] 脑心肌炎病毒###CN###LNC [SEP] 脑心肌炎病毒###LPDN###LNC [SEP] 脑心肌炎病毒###LPN###LNC [SEP] 脑心肌炎病毒###MH###MSH [SEP] 脑心肌炎病毒###PN###MTH [SEP] 脑心肌炎病毒###PT###CHV [SEP] 脑心肌炎病毒###PT###CSP [SEP] 脑心肌炎病毒###PT###SNOMEDCT_US
