C0003074	['Anion Gap']
C0364100	[]
C0364101	['Bilirubin.direct [Mass/volume] in Serum or Plasma']
C0364102	[]
C0364103	[]
C0364104	['Bilirubin.indirect [Mass/volume] in Serum or Plasma']
C0364105	[]
C0364106	[]
C0364108	['Bilirubin.total [Mass/volume] in Serum or Plasma']
C0364109	[]
C0364110	[]
C0364111	[]
C0364112	[]
C0364113	[]
C0364114	[]
C0364115	[]
C0364116	[]
C0364117	[]
C0364118	[]
C0364119	['C peptide:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364120	[]
C0364121	[]
C0364122	['Calcidiol [Mass/volume] in Serum or Plasma']
C0364123	[]
C0364124	[]
C0364125	[]
C0364126	[]
C0364127	[]
C0364128	[]
C0364129	[]
C0364130	[]
C0364131	[]
C0364132	[]
C0364133	[]
C0364134	[]
C0364135	[]
C0364136	[]
C0364137	['Calcium:SCnc:Pt:Urine:Ord']
C0364138	[]
C0364139	[]
C0364140	[]
C0364141	['Deprecated Cancer Antigen 19-5:Arbitrary Concentration:Point in time:Serum/Plasma:Ordinal']
C0364142	['Cancer Antigen 19-9:Arbitrary Concentration:Point in time:Serum/Plasma:Ordinal']
C0364143	[]
C0364144	[]
C0364145	[]
C0364146	[]
C0364147	[]
C0364148	[]
C0364149	[]
C0364150	[]
C0364151	[]
C0364152	[]
C0364153	[]
C0364154	[]
C0364155	[]
C0364156	[]
C0364157	[]
C0364158	[]
C0364159	[]
C0364160	[]
C0364162	[]
C0364163	[]
C0364164	[]
C0364165	[]
C0364166	[]
C0364167	[]
C0364168	[]
C0364169	[]
C0364170	[]
C0364171	[]
C0364172	[]
C0364173	[]
C0364174	[]
C0364175	[]
C0364176	[]
C0364177	[]
C0364178	[]
C0364179	[]
C0364180	[]
C0364181	[]
C0364182	[]
C0364183	[]
C0364184	[]
C0364185	[]
C0364186	[]
C0364187	[]
C0364188	[]
C0364189	[]
C0364190	[]
C0364191	['Cerebroside sulfatase:Arbitrary Concentration:Point in time:Serum/Plasma:Ordinal']
C0364192	['Arylsulfatase A Tissue-cCnt']
C0364193	[]
C0364194	[]
C0364195	[]
C0364196	[]
C0364197	[]
C0364198	[]
C0364199	[]
C0364200	[]
C0364201	[]
C0364202	[]
C0364203	['Chloride:Substance Concentration:Point in time:Dialysis fluid:Quantitative']
C0364204	[]
C0364205	[]
C0364206	[]
C0364207	[]
C0364208	[]
C0364209	[]
C0364210	[]
C0364211	[]
C0364212	[]
C0364213	[]
C0364214	[]
C0364215	[]
C0364216	[]
C0364217	[]
C0364218	[]
C0364219	[]
C0364221	['Cholesterol.in HDL [Mass/volume] in Serum or Plasma']
C0364223	['Cholesterol.in IDL:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364225	['Cholesterol.in LDL:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364227	['Cholesterol.in VLDL [Mass/volume] in Serum or Plasma']
C0364229	[]
C0364230	[]
C0364231	[]
C0364232	[]
C0364233	[]
C0364234	[]
C0364235	[]
C0364236	[]
C0364237	[]
C0364238	[]
C0364239	[]
C0364240	[]
C0364241	[]
C0364242	[]
C0364243	[]
C0364244	[]
C0364245	[]
C0364246	[]
C0364247	[]
C0364248	[]
C0364249	[]
C0364250	[]
C0364251	[]
C0364252	[]
C0364253	[]
C0364254	[]
C0364255	[]
C0364256	[]
C0364257	[]
C0364258	[]
C0364259	[]
C0364260	[]
C0364261	[]
C0364262	[]
C0364263	[]
C0364264	['Cobalamin [Mass/volume] in Serum']
C0364265	[]
C0364266	[]
C0364267	['Coproporphyrin:Mass Rate:24 hours:Stool = Fecal:Quantitative']
C0364268	[]
C0364269	[]
C0364270	[]
C0364271	[]
C0364272	[]
C0364273	['Corticotropin [Mass/volume] in Plasma']
C0364274	[]
C0364275	['Cortisol [Mass/volume] in Serum or Plasma']
C0364276	[]
C0364278	['Cortisol.free:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364279	[]
C0364280	[]
C0364281	[]
C0364282	[]
C0364283	[]
C0364284	['Creatine kinase isoenzymes:Impression/interpretation of study:Point in time:Serum/Plasma:Nominal']
C0364285	[]
C0364286	[]
C0364287	[]
C0364288	[]
C0364289	[]
C0364290	[]
C0364291	[]
C0364292	[]
C0364293	['Creatinine [Mass/volume] in Dialysis fluid']
C0364294	['Creatinine [Mass/volume] in Serum or Plasma']
C0364295	['Creatinine [Mass/volume] in Urine']
C0364296	['Creatinine [Mass/time] in 24 hour Urine']
C0364297	[]
C0364298	[]
C0364299	[]
C0364300	[]
C0364301	[]
C0364302	[]
C0364303	[]
C0364304	['Deprecated Cobalamin [Mass/volume] in Serum']
C0364305	[]
C0364306	[]
C0364307	[]
C0364308	[]
C0364309	[]
C0364310	[]
C0364311	[]
C0364312	[]
C0364313	[]
C0364314	[]
C0364315	[]
C0364316	[]
C0364317	[]
C0364318	[]
C0364319	[]
C0364320	[]
C0364321	[]
C0364322	[]
C0364323	[]
C0364324	[]
C0364325	['Dehydroepiandrosterone sulfate [Mass/volume] in Serum or Plasma']
C0364326	[]
C0364327	['Dehydroepiandrosterone [Mass/volume] in Serum or Plasma']
C0364328	[]
C0364329	[]
C0364330	['Dehydroepiandrosterone.unconjugated:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364331	[]
C0364332	[]
C0364333	[]
C0364334	[]
C0364335	[]
C0364336	[]
C0364337	[]
C0364338	[]
C0364339	[]
C0364340	[]
C0364341	[]
C0364342	[]
C0364343	[]
C0364344	[]
C0364345	[]
C0364346	[]
C0364347	[]
C0364348	[]
C0364349	[]
C0364350	[]
C0364351	[]
C0364352	[]
C0364353	[]
C0364354	[]
C0364355	[]
C0364356	[]
C0364357	[]
C0364358	[]
C0364359	[]
C0364360	[]
C0364361	[]
C0364362	[]
C0364363	[]
C0364364	[]
C0364365	[]
C0364366	[]
C0364367	[]
C0364368	[]
C0364369	[]
C0364370	[]
C0364371	[]
C0364372	[]
C0364374	[]
C0364375	['Estradiol.free:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364376	[]
C0364377	['Deprecated Estradiol Free [Mass/volume] in Serum or Plasma']
C0364378	['Estradiol (E2) [Mass/volume] in Serum or Plasma']
C0364379	['Estradiol Saliva-mCnc']
C0364380	[]
C0364381	[]
C0364382	[]
C0364383	[]
C0364384	[]
C0364385	[]
C0364386	[]
C0364387	[]
C0364388	[]
C0364389	[]
C0364390	[]
C0364391	[]
C0364392	[]
C0364393	['Estrone (E1) [Mass/volume] in Serum or Plasma']
C0364394	[]
C0364395	[]
C0364396	[]
C0364397	[]
C0364398	[]
C0364399	[]
C0364400	[]
C0364401	[]
C0364402	[]
C0364403	[]
C0364404	[]
C0364405	[]
C0364406	[]
C0364407	[]
C0364408	[]
C0364409	['Deprecated Fatty acids.nonesterified:Mass Concentration:Point in time:Plasma:Quantitative']
C0364410	[]
C0364411	['Ferritin [Mass/volume] in Serum or Plasma']
C0364412	[]
C0364413	[]
C0364414	[]
C0364415	[]
C0364416	[]
C0364417	[]
C0364418	[]
C0364419	['Folate [Mass/volume] in Serum or Plasma']
C0364420	[]
C0364421	[]
C0364422	[]
C0364423	[]
C0364424	[]
C0364425	[]
C0364426	[]
C0364427	[]
C0364428	[]
C0364429	[]
C0364430	[]
C0364431	[]
C0364432	[]
C0364435	[]
C0364436	[]
C0364437	[]
C0364438	[]
C0364439	[]
C0364440	[]
C0364441	[]
C0364442	[]
C0364443	[]
C0364444	[]
C0364445	[]
C0364446	[]
C0364447	[]
C0364448	[]
C0364449	[]
C0364450	[]
C0364451	[]
C0364452	['Gamma aminobutyrate:Arbitrary Concentration:Point in time:Serum/Plasma:Ordinal']
C0364453	['Gamma aminobutyrate:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364454	['Gamma aminobutyrate:Mass Concentration:Point in time:Urine:Quantitative']
C0364455	[]
C0364456	[]
C0364457	[]
C0364458	[]
C0364459	[]
C0364460	[]
C0364461	[]
C0364462	[]
C0364463	[]
C0364464	[]
C0364465	[]
C0364466	[]
C0364467	[]
C0364468	[]
C0364469	[]
C0364470	[]
C0364471	['Gastrin:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364472	[]
C0364473	[]
C0364474	[]
C0364475	[]
C0364476	['Glucagon [Mass/volume] in Serum or Plasma']
C0364477	[]
C0364478	[]
C0364479	[]
C0364480	[]
C0364481	[]
C0364482	[]
C0364483	[]
C0364484	[]
C0364486	[]
C0364487	[]
C0364488	[]
C0364489	[]
C0364490	['Glucose [Mass/volume] in Urine']
C0364491	[]
C0364492	['Glucose CSF/Glucose plas:Relative Mass Concentration:Point in time:Plasma+Cerebral spinal fluid:Quantitative']
C0364493	['GPI Ser-cCnc']
C0364494	[]
C0364495	[]
C0364496	[]
C0364497	[]
C0364498	[]
C0364499	[]
C0364500	[]
C0364501	[]
C0364502	[]
C0364503	[]
C0364504	[]
C0364505	[]
C0364506	[]
C0364507	[]
C0364508	[]
C0364509	[]
C0364510	[]
C0364511	[]
C0364512	[]
C0364513	[]
C0364514	[]
C0364515	[]
C0364516	[]
C0364517	[]
C0364518	[]
C0364519	[]
C0364520	[]
C0364521	[]
C0364522	[]
C0364523	[]
C0364524	[]
C0364525	[]
C0364526	[]
C0364527	[]
C0364528	[]
C0364529	[]
C0364530	[]
C0364531	[]
C0364532	[]
C0364533	[]
C0364534	[]
C0364535	[]
C0364536	[]
C0364537	[]
C0364538	[]
C0364539	[]
C0364540	[]
C0364541	[]
C0364542	[]
C0364543	[]
C0364545	[]
C0364546	[]
C0364547	[]
C0364548	[]
C0364549	[]
C0364550	[]
C0364551	[]
C0364552	[]
C0364553	[]
C0364554	[]
C0364555	[]
C0364556	[]
C0364557	['Histamine [Mass/volume] in Serum or Plasma']
C0364558	[]
C0364559	[]
C0364560	[]
C0364561	[]
C0364562	[]
C0364563	[]
C0364564	[]
C0364565	[]
C0364566	[]
C0364567	[]
C0364568	[]
C0364569	[]
C0364570	[]
C0364571	[]
C0364572	[]
C0364573	[]
C0364574	[]
C0364575	[]
C0364576	[]
C0364577	[]
C0364578	['Hydrogen sulfide:MCnc:Pt:Bld:Ord']
C0364579	[]
C0364580	[]
C0364581	[]
C0364582	[]
C0364583	[]
C0364584	[]
C0364585	[]
C0364586	[]
C0364588	[]
C0364589	[]
C0364590	[]
C0364591	['Hydroxyproline:Mass Concentration:Point in time:Urine:Quantitative']
C0364592	[]
C0364593	[]
C0364594	[]
C0364595	[]
C0364596	[]
C0364597	[]
C0364598	[]
C0364599	[]
C0364600	[]
C0364601	[]
C0364602	[]
C0364603	[]
C0364604	[]
C0364605	[]
C0364606	[]
C0364607	[]
C0364608	[]
C0364609	[]
C0364610	[]
C0364611	[]
C0364612	[]
C0364613	[]
C0364614	[]
C0364615	[]
C0364616	[]
C0364617	[]
C0364618	[]
C0364619	[]
C0364620	[]
C0364621	[]
C0364622	[]
C0364623	[]
C0364624	[]
C0364625	[]
C0364626	['Insulin-Like growth factor-I [Mass/volume] in Serum or Plasma']
C0364627	[]
C0364628	[]
C0364629	[]
C0364630	[]
C0364631	[]
C0364632	[]
C0364633	[]
C0364634	[]
C0364635	[]
C0364636	[]
C0364637	[]
C0364638	[]
C0364639	['Iron [Mass/volume] in Serum or Plasma']
C0364640	[]
C0364641	['Iron binding capacity [Mass/volume] in Serum or Plasma']
C0364642	['Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma']
C0364643	[]
C0364644	[]
C0364645	[]
C0364646	[]
C0364647	[]
C0364648	[]
C0364649	[]
C0364650	[]
C0364651	[]
C0364652	[]
C0364653	[]
C0364654	[]
C0364655	[]
C0364656	[]
C0364657	[]
C0364658	[]
C0364659	[]
C0364660	[]
C0364661	[]
C0364662	[]
C0364663	[]
C0364664	[]
C0364665	[]
C0364666	[]
C0364667	[]
C0364668	[]
C0364669	[]
C0364670	[]
C0364671	[]
C0364672	[]
C0364673	[]
C0364674	[]
C0364675	[]
C0364676	[]
C0364677	['Lactate dehydrogenase isoenzymes:Impression/interpretation of study:Point in time:Serum/Plasma:Nominal']
C0364678	[]
C0364679	[]
C0364680	[]
C0364681	[]
C0364682	[]
C0364683	[]
C0364684	[]
C0364685	[]
C0364686	[]
C0364687	[]
C0364688	[]
C0364689	[]
C0364690	[]
C0364691	[]
C0364692	[]
C0364693	[]
C0364694	[]
C0364695	[]
C0364696	[]
C0364697	[]
C0364698	['Lead:MCnc:Pt:Dial fld:Qn']
C0364699	[]
C0364700	[]
C0364701	['Deprecated Leucine']
C0364702	[]
C0364703	[]
C0364704	[]
C0364705	[]
C0364706	[]
C0364707	[]
C0364708	['Cholesterol:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364709	['Fatty acids.nonesterified:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364710	[]
C0364712	[]
C0364713	[]
C0364714	['Triglyceride [Mass/volume] in Serum or Plasma']
C0364715	['Lipoprotein pattern:Impression/interpretation of study:Point in time:Serum/Plasma:Nominal']
C0364716	[]
C0364717	[]
C0364718	[]
C0364719	[]
C0364720	[]
C0364721	[]
C0364722	[]
C0364723	[]
C0364724	[]
C0364725	[]
C0364726	[]
C0364727	[]
C0364728	[]
C0364729	[]
C0364730	[]
C0364731	[]
C0364732	[]
C0364733	[]
C0364734	[]
C0364735	[]
C0364736	[]
C0364737	[]
C0364738	[]
C0364739	[]
C0364740	[]
C0364741	[]
C0364742	[]
C0364743	[]
C0364744	[]
C0364745	['Magnesium:Substance Concentration:Point in time:Serum/Plasma:Quantitative']
C0364746	[]
C0364747	[]
C0364748	[]
C0364749	[]
C0364750	[]
C0364751	[]
C0364752	[]
C0364753	[]
C0364756	[]
C0364757	[]
C0364758	[]
C0364759	[]
C0364760	[]
C0364761	[]
C0364762	[]
C0364763	[]
C0364764	[]
C0364765	[]
C0364766	[]
C0364767	[]
C0364768	[]
C0364769	[]
C0364770	[]
C0364771	[]
C0364772	[]
C0364773	[]
C0364774	[]
C0364775	[]
C0364776	[]
C0364777	[]
C0364778	[]
C0364779	[]
C0364780	[]
C0364781	[]
C0364782	[]
C0364783	[]
C0364784	[]
C0364785	[]
C0364786	[]
C0364787	[]
C0364788	[]
C0364789	[]
C0364790	[]
C0364791	[]
C0364792	[]
C0364793	[]
C0364794	[]
C0364795	[]
C0364796	[]
C0364797	[]
C0364798	[]
C0364799	[]
C0364800	[]
C0364801	[]
C0364802	[]
C0364805	[]
C0364806	[]
C0364807	[]
C0364808	[]
C0364809	['Deprecated Nitrogen 24H Stl Qn']
C0364810	[]
C0364811	[]
C0364812	[]
C0364813	[]
C0364814	[]
C0364815	[]
C0364816	[]
C0364817	[]
C0364818	[]
C0364819	[]
C0364820	[]
C0364821	[]
C0364822	[]
C0364823	[]
C0364824	[]
C0364825	[]
C0364826	[]
C0364827	[]
C0364828	[]
C0364829	[]
C0364830	[]
C0364831	[]
C0364832	[]
C0364833	[]
C0364834	[]
C0364835	[]
C0364836	[]
C0364837	[]
C0364838	[]
C0364839	[]
C0364840	['Osteocalcin [Mass/volume] in Serum or Plasma']
C0364841	[]
C0364842	[]
C0364843	[]
C0364844	[]
C0364845	[]
C0364846	[]
C0364847	[]
C0364848	[]
C0364849	[]
C0364850	[]
C0364851	[]
C0364852	[]
C0364854	[]
C0364855	[]
C0364856	[]
C0364857	['Oxyhemoglobin/Hemoglobin.total:Mass Fraction:Point in time:Blood arterial:Quantitative']
C0364858	[]
C0364859	[]
C0364860	[]
C0364861	[]
C0364862	[]
C0364863	[]
C0364864	[]
C0364865	[]
C0364867	[]
C0364868	[]
C0364869	[]
C0364870	[]
C0364871	[]
C0364872	[]
C0364873	[]
C0364874	['Parathyrin.intact [Mass/volume] in Serum or Plasma']
C0364875	[]
C0364876	[]
C0364877	[]
C0364878	[]
C0364879	[]
C0364880	[]
C0364881	[]
C0364882	[]
C0364883	[]
C0364884	[]
C0364885	['ACE SerPl-cCnc']
C0364886	[]
C0364887	[]
C0364888	['pH:Log substance concentration:Point in time:Blood capillary:Quantitative']
C0364889	[]
C0364890	['pH:Log substance concentration:Point in time:Cerebral spinal fluid:Quantitative']
C0364891	[]
C0364892	['pH:Log substance concentration:Point in time:Gastric fluid/contents:Quantitative']
C0364893	[]
C0364894	[]
C0364895	[]
C0364896	['pH:LsCnc:Pt:Ser/Plas:Qn']
C0364897	[]
C0364898	['pH:Log substance concentration:Point in time:Stool = Fecal:Quantitative']
C0364899	[]
C0364900	[]
C0364901	[]
C0364902	[]
C0364903	[]
C0364904	[]
C0364905	[]
C0364906	[]
C0364907	[]
C0364908	[]
C0364909	[]
C0364910	[]
C0364911	[]
C0364912	[]
C0364913	[]
C0364914	[]
C0364915	[]
C0364916	[]
C0364917	['Phosphate [Mass/volume] in Dialysis fluid']
C0364918	[]
C0364922	[]
C0364923	['Phosphate [Mass/volume] in Urine']
C0364924	['Phosphate:Mass Rate:24 hours:Urine:Quantitative']
C0364925	[]
C0364926	[]
C0364927	[]
C0364928	[]
C0364929	[]
C0364930	[]
C0364931	[]
C0364932	[]
C0364933	[]
C0364934	[]
C0364935	[]
C0364936	[]
C0364937	[]
C0364938	[]
C0364939	[]
C0364940	[]
C0364941	[]
C0364942	['Deprecated Glucose phosphate isomerase [Enzymatic activity/volume] in Serum']
C0364943	['Phospholipid:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364944	[]
C0364945	['Phytanate:Mass Concentration:Point in time:Serum/Plasma:Quantitative']
C0364947	[]
C0364948	[]
C0364949	[]
C0364950	[]
C0364951	[]
C0364952	[]
C0364953	[]
C0364954	[]
C0364955	[]
C0364956	[]
C0364957	[]
C0364958	[]
C0364959	[]
C0364960	[]
C0364961	[]
C0364962	[]
C0364963	['Potassium:Substance Concentration:Point in time:Dialysis fluid:Quantitative']
C0364964	[]
C0364965	[]
C0364966	[]
C0364967	[]
C0364968	[]
C0364969	[]
C0364970	[]
C0364971	[]
C0364972	[]
C0364973	[]
C0364974	[]
C0364975	[]
C0364976	[]
C0364977	[]
C0364978	[]
C0364979	[]
C0364980	[]
C0364981	[]
C0364982	['Progesterone [Mass/volume] in Serum or Plasma']
C0364983	[]
C0364986	[]
C0364987	[]
C0364988	[]
C0364989	[]
C0364990	[]
C0364991	[]
C0364992	[]
C0364993	[]
C0364994	[]
C0364995	[]
C0364996	[]
C0364997	[]
C0364998	[]
C0364999	[]
C0365000	[]
C0365001	['Protein.CSF/Protein.serum:Relative Mass Concentration:Point in time:Serum+Cerebral spinal fluid:Quantitative']
C0365002	[]
C0365003	[]
C0365004	[]
C0365005	[]
C0365006	[]
C0365007	[]
C0365008	[]
C0365009	[]
C0365010	[]
C0365011	[]
C0365012	[]
C0365013	[]
C0365014	[]
C0365015	[]
C0365016	[]
C0365017	[]
C0365018	[]
C0365019	[]
C0365020	[]
C0365021	[]
C0365022	[]
C0365023	[]
C0365024	[]
C0365025	[]
C0365026	[]
C0365027	[]
C0365028	[]
C0365029	[]
C0365030	[]
C0365031	[]
C0365032	[]
C0365033	[]
C0365034	[]
C0365035	[]
C0365036	[]
C0365037	[]
C0365038	[]
C0365039	[]
C0365040	[]
C0365041	[]
C0365042	[]
C0365043	[]
C0365044	[]
C0365045	[]
C0365046	[]
C0365047	[]
C0365048	[]
C0365049	[]
C0365050	[]
C0365051	[]
C0365052	[]
C0365053	[]
C0365054	[]
C0365055	[]
C0365056	[]
C0365057	[]
C0365058	[]
C0365059	[]
C0365060	[]
C0365061	[]
C0365062	[]
C0365063	[]
C0365064	[]
C0365065	[]
C0365066	[]
C0365067	[]
C0365068	[]
C0365069	[]
C0365070	[]
C0365071	[]
C0365072	['Beta fructofuranosidase:Catalytic Concentration:Point in time:Erythrocytes:Quantitative']
C0365073	[]
C0365074	[]
C0365075	[]
C0365076	[]
C0365077	[]
C0365078	[]
C0365079	[]
C0365080	[]
C0365081	[]
C0365082	[]
C0365083	[]
C0365084	[]
C0365085	[]
C0365086	[]
C0365087	[]
C0365088	[]
C0365089	[]
C0365090	[]
C0365091	[]
C0365092	[]
C0365093	['Sodium:Substance Concentration:Point in time:Dialysis fluid:Quantitative']
C0365094	[]
C0365095	[]
C0365096	[]
C0365097	[]
C0365098	[]
C0365099	[]
C0365100	[]
C0365101	[]
C0365102	[]
C0365103	[]
C0365104	[]
C0365105	[]
C0365106	[]
C0365107	[]
C0365108	[]
C0365109	[]
C0365110	[]
C0365111	['Specific gravity:Relative Density:Point in time:Urine:Quantitative']
C0365112	[]
C0365113	[]
C0365114	[]
C0365115	[]
C0365116	[]
C0365117	[]
C0365118	[]
C0365119	[]
C0365120	[]
C0365121	[]
C0365122	[]
C0365123	[]
C0365124	[]
C0365125	[]
C0365126	[]
C0365127	[]
C0365128	[]
C0365129	[]
C0365131	[]
C0365132	[]
C0365133	[]
C0365134	[]
C0365135	['Testosterone Free [Mass/volume] in Serum or Plasma']
C0365136	[]
C0365137	['Testosterone [Mass/volume] in Serum or Plasma']
C0365138	['Deprecated Testosterone Free [Mass/volume] in Serum or Plasma']
C0365139	[]
C0365140	[]
C0365141	[]
C0365142	[]
C0365143	[]
C0365144	[]
C0365145	[]
C0365146	[]
C0365147	[]
C0365148	[]
C0365149	[]
C0365150	[]
C0365151	[]
C0365152	[]
C0365153	[]
C0365154	[]
C0365155	[]
C0365156	[]
C0365157	[]
C0365158	[]
C0365159	[]
C0365160	[]
C0365161	[]
C0365162	[]
C0365163	[]
C0365164	[]
C0365165	['Thyroxine binding globulin [Mass/volume] in Serum or Plasma']
C0365166	[]
C0365167	[]
C0365168	['Thyroxine Free [Mass/volume] in Serum or Plasma']
C0365169	[]
C0365170	['Thyroxine [Mass/volume] in Serum or Plasma']
C0365171	[]
C0365172	[]
C0365173	[]
C0365174	[]
C0365175	[]
C0365176	[]
C0365177	[]
C0365178	['Transferrin [Mass/volume] in Serum or Plasma']
C0365179	[]
C0365180	[]
C0365181	[]
C0365182	[]
C0365183	[]
C0365184	[]
C0365185	[]
C0365187	[]
C0365188	[]
C0365189	[]
C0365190	[]
C0365191	[]
C0365192	[]
C0365193	[]
C0365194	['Triiodothyronine resin uptake (T3RU):NFr:Pt:Ser/Plas:Qn']
C0365195	['Triiodothyronine Free [Mass/volume] in Serum or Plasma']
C0365196	[]
C0365197	['Triiodothyronine [Mass/volume] in Serum or Plasma']
C0365198	[]
C0365199	[]
C0365200	[]
C0365201	[]
C0365202	[]
C0365203	[]
C0365204	[]
C0365205	[]
C0365206	['Deprecated Trypsin [Presence] in Stool']
C0365207	[]
C0365208	[]
C0365209	[]
C0365210	[]
C0365211	[]
C0365212	[]
C0365213	[]
C0365214	[]
C0365215	[]
C0365216	[]
C0365217	[]
C0365218	['A-Tumor Necrosis Fact SerPl-mCnc']
C0365219	[]
C0365220	[]
C0365221	[]
C0365222	[]
C0365223	[]
C0365224	[]
C0365225	[]
C0365226	[]
C0365227	[]
C0365228	['Urate [Mass/volume] in Serum or Plasma']
C0365229	[]
C0365230	['Urate [Mass/volume] in Urine']
C0365231	[]
C0365232	[]
C0365233	[]
C0365234	[]
C0365235	['Urea [Mass/volume] in Serum or Plasma']
C0365236	[]
C0365237	[]
C0365238	['Urea nitrogen [Mass/volume] in Dialysis fluid']
C0365239	[]
C0365240	['Urea nitrogen [Mass/volume] in Serum or Plasma']
C0365241	['Urea nitrogen [Mass/volume] in Urine']
C0365242	[]
C0365243	[]
C0365244	['Urea renal clearance:Volume Rate:24 hours:Urine+Serum/Plasma:Quantitative']
C0365245	[]
C0365246	[]
C0365247	[]
C0365248	[]
C0365249	[]
C0365250	[]
C0365251	[]
C0365252	[]
C0365253	['Urobilinogen [Mass/volume] in Urine']
C0365254	[]
C0365255	[]
C0365256	[]
C0365257	[]
C0365258	[]
C0365259	[]
C0365260	[]
C0365261	[]
C0365262	[]
C0365263	[]
C0365264	[]
C0365265	[]
C0365266	[]
C0365267	[]
C0365268	[]
C0365269	[]
C0365270	['VMA/creat Urine-mRto']
C0365271	[]
C0365272	[]
C0365273	[]
C0365274	['Viscosity:Viscosity:Point in time:Serum:Quantitative']
C0365275	[]
C0365276	[]
C0365277	[]
C0365278	[]
C0365279	[]
C0365280	[]
C0365281	[]
C0365282	[]
C0365283	[]
C0365284	[]
C0365285	[]
C0365286	[]
C0365287	[]
C0365288	['Donor relation to patient:Type:Point in time:^Patient:Nominal']
C0365289	[]
C0365291	['Menstrual status:Type:Point in time:^Patient:Nominal:Stated']
C0365293	[]
C0365294	[]
C0365295	['Oxygen inhaled:Volume Fraction:Point in time:Inhaled Gas:Quantitative']
C0365296	['Oxygen inhaled:Volume Rate:Point in time:Inhaled Gas:Quantitative']
C0365297	[]
C0365298	[]
C0365299	[]
C0365300	[]
C0365301	[]
C0365302	[]
C0365303	[]
C0365304	[]
C0365305	[]
C0365306	[]
C0365307	[]
C0365308	[]
C0365309	[]
C0365310	[]
C0365311	[]
C0365312	[]
C0365313	[]
C0365314	[]
C0365315	[]
C0365316	[]
C0365317	[]
C0365322	['Bleeding time:Time:Point in time:^Patient:Quantitative:Duke']
C0365323	['Bleeding time:Time:Point in time:^Patient:Quantitative:Ivy']
C0365324	[]
C0365325	['Cardiolipin Antibody.immunoglobulin G:Arbitrary Concentration:Point in time:Serum:Quantitative:ENZYME IMMUNOASSAY']
C0365326	['Cardiolipin Antibody.immunoglobulin M:Arbitrary Concentration:Point in time:Serum:Quantitative:ENZYME IMMUNOASSAY']
C0365327	[]
C0365329	['Coagulation dilute Russell viper venom induced:Time:Point in time:Platelet poor plasma:Quantitative:COAGULATION ASSAY']
C0365392	[]
C0365393	[]
C0365405	[]
C0365422	[]
C0365429	[]
C0365431	[]
C0365444	[]
C0365449	[]
C0365452	[]
C0365457	[]
C0365462	[]
C0365463	[]
C0365464	[]
C0365471	[]
C0365475	[]
C0365485	[]
C0365492	[]
C0365493	[]
C0365494	[]
C0365495	[]
C0365496	[]
C0365497	[]
C0365498	[]
C0365499	[]
C0365500	[]
C0365516	['Deprecated Protein S:Arbitrary Concentration:Point in time:Plasma:Quantitative:COAGULATION ASSAY']
C0365519	[]
C0365524	[]
C0365525	[]
C0365526	[]
C0365527	[]
C0365528	[]
C0365529	[]
C0365530	[]
C0365531	[]
C0365532	[]
C0365533	[]
C0365534	[]
C0365535	[]
C0365536	[]
C0365537	[]
C0365538	[]
C0365539	[]
C0365540	[]
C0365541	[]
C0365542	[]
C0365543	[]
C0365544	[]
C0365545	[]
C0365547	[]
C0365548	[]
C0365549	[]
C0365550	[]
C0365551	[]
C0365552	[]
C0365553	[]
C0365554	[]
C0365555	[]
C0365556	[]
C0365557	[]
C0365558	[]
C0365559	[]
C0365560	[]
C0365562	[]
C0365563	[]
C0365564	[]
C0365565	[]
C0365566	[]
C0365567	[]
C0365568	[]
C0365569	[]
C0365570	[]
C0365571	[]
C0365572	[]
C0365573	[]
C0365574	[]
C0365575	[]
C0365576	[]
C0365577	[]
C0365578	[]
C0365579	[]
C0365580	[]
C0365581	[]
C0365582	[]
C0365583	[]
C0365584	[]
C0365585	[]
C0365586	[]
C0365587	[]
C0365588	[]
C0365589	[]
C0365590	[]
C0365591	[]
C0365592	[]
C0365593	[]
C0365594	[]
C0365595	[]
C0365596	[]
C0365597	[]
C0365598	[]
