C0000727	['急腹症']
C0235006	['过敏性皮肤']
C0235014	['颏膨出']
C0235018	['局部麻木']
C0235031	['神经系统症状']
C0235044	['远端感觉异常']
C0235045	['粘膜感觉异常']
C0235046	['皮肤感觉异常']
C0235049	['粘膜刺痛']
C0235050	['有刺痛感']
C0235053	['皮肤刺痛感']
C0235055	['骨骼肌麻痹']
C0235056	['全身骨骼肌麻痹']
C0235057	['局部骨骼肌麻痹']
C0235060	['下运动神经元型麻痹']
C0235068	['飞盲点']
C0235076	['舌头迟钝']
C0235078	['口周震颤']
C0235081	['四肢不由自主地颤抖']
C0235082	['肌肉震颤（发现）']
C0235083	['神经震颤']
C0235088	['阵挛性痉挛']
C0235108	['感到紧张（发现）']
C0235127	['感觉超脱']
C0235130	['感觉失重吗']
C0235131	['感觉漂浮']
C0235134	['沮丧情绪']
C0235135	['抑郁反应']
C0235150	['冷感']
C0235153	['感官幻觉']
C0235160	['不安的睡眠（发现）']
C0235162	['睡眠困难']
C0235169	['兴奋性（发现）']
C0235218	['皮肤充血']
C0235234	['咽干（体格检查）']
C0235239	['振作的心']
C0235240	['心跳']
C0235242	['努力晕厥（发现）']
C0235250	['呕吐（紊乱）']
C0235263	['结膜充血']
C0235267	['眼红']
C0235282	['耳鸣']
C0235283	['嗡嗡的耳朵']
C0235284	['裂开耳朵']
C0235285	['耳边嘶嘶声']
C0235293	['味道特别']
C0235295	['腹痛']
C0235296	['上腹部疼痛与食物无关']
C0235299	['右上腹部腹痛（RUQ）']
C0235307	['上腹部食物相关疼痛']
C0235309	['胃痛']
C0235318	['腹胀']
C0235338	['唾液腺疼痛']
C0235477	['二联脉（发现）']
C0235496	['口腔粘膜瘀点']
C0235524	['痛脉']
C0235568	['支气管出血（发现）']
C0235612	['排尿时尿道灼烧']
C0235632	['腰痛（发现）']
C0235633	['输尿管疼痛']
C0235634	['肋椎角压痛（体格检查）']
C0235641	['女性会阴疼痛']
C0235642	['外生殖器疼痛']
C0235644	['漏诊停药出血（发现）']
C0235678	['阴道气味']
C0235698	['腹胀（气态）']
C0235706	['背部不适']
C0235707	['腰骶部疼痛']
C0235708	['骶髂痛']
C0235710	['胸部不适（发现）']
C0235711	['胸痛']
C0235712	['胸闷']
C0235716	['烧伤性胸痛']
C0235721	['四肢沉重']
C0235777	['新生儿发绀']
C0235778	['新生儿运动障碍']
C0235792	['乳房疼痛男性']
C0235808	['男性会阴疼痛']
C0235843	['新生儿震颤']
C0235876	['加重抑郁症']
C0235956	['缺席']
C0235998	['骨神经痛']
C0235999	['颈痛肩痛']
C0236000	['颌骨疼痛']
C0236027	['男性生殖器疹']
C0236040	['小腿疼痛']
C0236054	['麻醉口']
C0236055	['麻醉唇']
C0236056	['口腔粘膜麻醉']
C0236057	['麻醉舌']
C0236075	['更年期症状（发现）']
C0236078	['阴囊疼痛（发现）']
C0236080	['阴道不适']
C0236081	['阴道压力']
C0236082	['阴道疼痛']
C0236083	['燃烧；阴道']
C0236085	['女性生殖器疹']
C0236116	['系统性红斑狼疮样症状']
C0237088	['精神和行为体征和症状']
C0237089	['身体症状\\/体征']
C0237322	['皮肤肿胀减少（发现）']
C0237326	['大便疼痛']
C0238551	['左下腹腹痛（LLQ）']
C0238552	['左上腹部腹痛（LUQ）']
C0238566	['左上腹部压痛']
C0238570	['右下腹压痛']
C0238571	['右上腹部压痛']
C0238637	['肛门疼痛（发现）']
C0238656	['踝关节痛']
C0238659	['脚踝皮疹']
C0238738	['背部肌肉痉挛']
C0238740	['背痛严重']
C0238741	['上背痛']
C0238742	['背部感觉异常']
C0238745	['背痛']
C0238774	['膀胱充盈感']
C0238807	['骨压痛（发现）']
C0238973	['颊部疼痛']
C0238977	['口腔肿胀']
C0238995	['胸痛尖锐']
C0238997	['胸部因撞击而变钝（发现）']
C0239181	['间歇性腹泻']
C0239182	['水样腹泻']
C0239206	['噼啪作响的耳朵']
C0239223	['外耳疼痛（症状）']
C0239233	['早期饱腹感（发现）']
C0239266	['肘部疼痛']
C0239272	['肘关节僵硬（症状）']
C0239278	['附睾疼痛（发现）']
C0239279	['附睾压痛']
C0239280	['上腹部压痛']
C0239313	['运动诱发']
C0239325	['肢体伸肌僵硬（发现）']
C0239333	['四肢阵挛']
C0239375	['四肢麻木']
C0239376	['四肢下肢疼痛']
C0239377	['手臂疼痛']
C0239385	['四肢感觉异常']
C0239408	['肢体压痛（发现）']
C0239430	['眼动痛']
C0239431	['眼睛疼痛严重']
C0239435	['眼痛']
C0239451	['眼睑灼烧感']
C0239454	['眼睑红斑']
C0239470	['眼睑压痛']
C0239511	['面部麻木']
C0239512	['面部疼痛只发生在一侧']
C0239517	['面部感觉异常']
C0239532	['面部压痛（发现）']
C0239549	['脂肪不耐受']
C0239575	['发烧宽容的']
C0239589	['手指疼痛']
C0239591	['手指感觉异常']
C0239596	['手指僵硬']
C0239605	['指甲痛']
C0239649	['脚麻木']
C0239653	['痒脚']
C0239667	['前臂疼痛（症状）']
C0239724	['生殖器麻木']
C0239725	['生殖器疼痛']
C0239739	['酸痛口香糖']
C0239749	['阴茎头疼痛']
C0239779	['做鬼脸']
C0239783	['腹股沟疼痛（症状）']
C0239814	['手灼烧感']
C0239819	['手水肿']
C0239832	['手麻木']
C0239833	['手部疼痛（发现）']
C0239836	['手感觉异常']
C0239842	['手抖']
C0239882	['头部震颤（发现）']
C0239886	['前额头痛']
C0239888	['头痛复发']
C0239889	['极度头痛“我有过最糟糕的”']
C0239957	['髋关节僵硬（症状）']
C0240007	['腹股沟肿块']
C0240011	['脚背痛']
C0240033	['指间关节肿胀']
C0240094	['联合投标']
C0240101	['库斯马尔征']
C0240122	['后膝痛']
C0240129	['膝关节僵硬']
C0240135	['膝盖疼痛']
C0240194	['蓝唇']
C0240204	['唇感觉异常']
C0240211	['嘴唇肿胀（发现）']
C0240273	['腺体柔软']
C0240311	['上颌疼痛（症状）']
C0240325	['掌指关节痛']
C0240327	['金属味（发现）']
C0240330	['跖趾关节僵硬（发现）']
C0240352	['早晨恶心（症状）']
C0240382	['嘴肿']
C0240419	['肌肉柔软']
C0240444	['指甲增厚']
C0240515	['乳头过敏']
C0240521	['乳头柔软']
C0240544	['鼻烧灼感（发现）']
C0240557	['鼻刺激']
C0240564	['鼻痛']
C0240578	['鼻子触痛（发现）']
C0240608	['节点奥斯勒']
C0240715	['会阴肿块（发现）']
C0240717	['会阴疼痛']
C0240724	['眶周皮疹']
C0240777	['足底疼痛']
C0240805	['先兆症状']
C0240813	['前列腺压痛（发现）']
C0240841	['压力脉冲展宽']
C0240877	['直肠压痛（体格检查）']
C0240920	['剑心（失调）']
C0240928	['渴望盐']
C0240936	['头皮过敏']
C0240940	['头皮疼痛（症状）']
C0240941	['头皮瘙痒']
C0240942	['头皮疹（疾病）']
C0240958	['坐骨神经痛']
C0240959	['坐骨神经压痛（物理检查）']
C0240991	['感觉性共济失调']
C0241032	['胫骨疼痛']
C0241037	['肩并肩']
C0241039	['左肩疼痛']
C0241040	['右肩疼痛']
C0241042	['肩关节僵硬（症状）']
C0241050	['坐痛']
C0241057	['皮肤灼伤']
C0241136	['皮肤疼痛（发现）']
C0241144	['瘀点']
C0241164	['皮肤柔嫩']
C0241219	['疼痛精索']
C0241229	['脾嫩（发现）']
C0241235	['化脓性痰（发现）']
C0241237	['站立困难']
C0241310	['耻骨上腹痛（耻骨上）']
C0241364	['大腿烧灼感']
C0241372	['大腿麻木']
C0241374	['大腿四肢疼痛']
C0241379	['增加口渴']
C0241381	['喉咙烧灼感']
C0241394	['拇指疼痛（发现）']
C0241413	['脚趾烧灼感（症状）']
C0241416	['四肢疼痛脚趾']
C0241439	['舌感觉异常']
C0241457	['牙齿对寒冷敏感（症状）']
C0241462	['牙齿对热敏感（症状）']
C0241538	['上肢麻木']
C0241540	['左上肢疼痛']
C0241550	['上肢压痛']
C0241562	['尿道口疼痛（发现）']
C0241656	['输精管压痛（发现）']
C0241660	['静脉烧灼感']
C0241705	['排尿困难']
C0241709	['外阴烧灼感（发现）']
C0241727	['疼痛行走']
C0241745	['疼痛伤口']
C0241759	['手腕僵硬']
C0241898	['全身疲劳']
C0241902	['咕哝']
C0242030	['进食疼痛']
C0242036	['共济失调性截瘫']
C0242155	['尿路疼痛']
C0242429	['福西蒂斯']
C0242453	['前列腺疾病']
C0242706	['高氧（紊乱）']
C0242843	['英国出汗病']
C0259813	['“放弃”攻击']
C0260078	['一般疾病的口腔表现']
C0260238	['一般疾病的皮肤表现']
C0262384	['非典型胸痛（诊断）']
C0262397	['乳房柔软']
C0262451	['听力减退']
C0262471	['ENT问题']
C0262527	['间歇性腹痛']
C0262578	['与休息相关的小腿抽筋（发现）']
C0262977	['皮肤色盲（疾病）']
C0263355	['猩红热样红斑（紊乱）']
C0263531	['剥落的指甲']
C0263534	['美女系列']
C0263538	['梅花钉']
C0263571	['妊娠黄褐斑']
C0263629	['皮肤肿瘤样病变（导航概念）']
C0263634	['异常肉芽组织（紊乱）']
C0264272	['含脓的鼻涕（化脓性）']
C0264274	['卡他性鼻涕（紊乱）']
C0264345	['香烟咳嗽']
C0264598	['痉挛性失音']
C0264599	['麻痹性失音（障碍）']
C0264601	['松弛性发音困难（障碍）']
C0264602	['痉挛性假性延髓发音困难（障碍）']
C0264609	['原发性震颤发音困难']
C0266836	['绞痛婴儿']
C0266996	['涎管扩张']
C0267028	['唇痛（诊断）']
C0267169	['胃鼓室（发现）']
C0267633	['阑尾绞痛（诊断）']
C0268988	['阴茎瘙痒']
C0269268	['乳房外观硬结（毫米）']
C0269671	['无高血压的妊娠水肿（疾病）']
C0269678	['怀孕期间的疲劳（疾病）']
C0270261	['新生儿水肿']
C0270272	['食物新生儿反流']
C0270273	['新生儿缓慢喂养（诊断）']
C0270274	['新生儿呕吐（诊断）']
C0270541	['失眠、反弹']
C0270697	['硬膜穿刺后头痛']
C0270790	['四肢瘫痪']
C0270795	['单方']
C0270996	['眼睛\\/视力发现眼部结构肿胀']
C0271050	['局限性视网膜水肿']
C0271052	['周围性视网膜水肿（诊断）']
C0271185	['扭曲的视力']
C0271186	['屈光性复视']
C0271188	['光环']
C0271276	['哈德逊-斯塔利线']
C0271397	['假性眼肌麻痹（病症）']
C0271411	['耳痛转介']
C0272401	['锁骨上结节扩大伴Virchow氏结节（物理发现）']
C0277788	['病理症状（发现）']
C0277792	['病理征象（发现）']
C0277794	['极度疲惫']
C0277820	['扣刀状音调增加（发现）']
C0277821	['锥体外系僵硬']
C0277823	['查理马']
C0277829	['听得见关节震颤']
C0277830	['直腿抬高加强试验']
C0277831	['德米安诺夫征']
C0277834	['凯尔符号']
C0277836	['桡旋前肌反射（可观察实体）']
C0277837	['尺反射（可观察实体）']
C0277845	['反搏（发现）']
C0277848	['胡佛标志']
C0277849	['腰肌征（发现）']
C0277852	['麻醉袜']
C0277856	['呼气困难（发现）']
C0277863	['肺不张性罗音（发现）']
C0277864	['哮喘样喘息（发现）']
C0277873	['鼻翼，鼻翼']
C0277876	['肺部体征和\\/或症状（发现）']
C0277927	['穆塞特征']
C0277928	['恶魔之声']
C0277930	['眼眶杂音（发现）']
C0277938	['口周皱纹（发现）']
C0277941	['漂白皮肤']
C0277943	['皮肤浮肿（发现）']
C0277945	['大腿围增加（发现）']
C0277946	['小牛腰围增加']
C0277952	['指甲外观的变化（发现）']
C0277953	['指甲纹理的变化（发现）']
C0277956	['乌苏雷德昂格勒']
C0277962	['奥斯皮茨征']
C0277965	['异常食欲（发现）']
C0277966	['阿尔及利亚失语症（发现）']
C0277967	['Adipsia（发现）']
C0277969	['腹痛']
C0277970	['运动时腹痛加重（发现）']
C0277972	['腹部自愿监护（发现）']
C0277974	['麦氏征']
C0277976	['罗夫辛征']
C0277977	['腹部墨菲征']
C0277978	['闭孔征（发现）']
C0277980	['洋葱呼吸（发现）']
C0277981	['呼吸大蒜']
C0277984	['土星石斑鱼']
C0277990	['咳出醋栗果冻痰（症状）']
C0277997	['腭反射（可观察实体）']
C0277998	['腭反射缺失（发现）']
C0278007	['正常排便习惯（发现）']
C0278008	['肠功能改变（发现）']
C0278009	['腹泻如“米水”（症状）']
C0278010	['假腹泻（发现）']
C0278012	['红便']
C0278013	['大便口径变化（发现）']
C0278014	['大便口径减少（发现）']
C0278015	['大便稠度变化（症状）']
C0278018	['肛门反射（可观察实体）']
C0278020	['消化腺症状或体征（发现）']
C0278021	['Courvoisier征']
C0278028	['泌尿系统的症状或体征（发现）']
C0278053	['阴道异味（发现）']
C0278107	['射精痛']
C0278114	['大脑性截瘫（障碍）']
C0278115	['脊髓性截瘫']
C0278118	['大脑性瘫痪（障碍）']
C0278119	['脊髓性副瘫']
C0278125	['交叉伸肌反射（可观察实体）']
C0278126	['平衡损失']
C0278127	['隆伯格征']
C0278134	['感觉缺失（发现）']
C0278139	['中度疼痛（发现）']
C0278141	['极度疼痛（发现）']
C0278143	['极度疼痛（发现）']
C0278144	['隐痛（发现）']
C0278145	['针状疼痛']
C0278146	['闪电般的疼痛']
C0278147	['神经痛根']
C0278148	['疼痛悸动（症状）']
C0278154	['假性耳鸣']
C0278155	['味觉盲']
C0278217	['格雷夫征']
C0278218	['科赫征']
C0278225	['罗森巴赫征']
C0278230	['视网膜发现（发现）']
C0278234	['樱桃红斑疹']
C0278248	['巴拉尼标志']
C0279456	['发烧、出汗和潮热']
C0281856	['疼痛概括的']
C0282005	['阴囊肿胀（症状）']
C0282666	['出生体重很低']
C0302310	['家族性环状红斑（疾病）']
C0302355	['耐多药性胸痛']
C0302539	['拼写']
C0302540	['全身腹部压痛']
C0302807	['精神激动']
C0302851	['铜结石']
C0311222	['关节疼痛性肿胀（发现）']
C0312414	['月经定位（发现）']
C0312416	['晨吐（发现）']
C0312422	['停电']
C0314719	['干眼症']
C0332544	['体重异常增加']
C0332566	['斑丘疹（形态异常）']
C0332600	['腺样体相（发现）']
C0332601	['库欣古德相（发现）']
C0332602	['希波克拉底相（发现）']
C0332604	['安东尼娜相（发现）']
C0332605	['舟状骨相（发现）']
C0332606	['精灵般的容貌']
C0332607	['波维纳相（发现）']
C0332608	['基路伯相（发现）']
C0332609	['Corvisart岩相']
C0332610	['二尖瓣相']
C0332611	['猎犬相（发现）']
C0332612	['Hurloid岩相（发现）']
C0332614	['肌无力相（发现）']
C0333228	['液体紊乱（形态异常）']
C0333240	['急性水肿（发现）']
C0333243	['水肿坑']
C0333244	['短暂性水肿']
C0333245	['大量水肿（形态异常）']
C0333246	['气态水肿（形态异常）']
C0333247	['蓝色水肿（形态异常）']
C0333248	['肌肉水肿（发现）']
C0333249	['表皮下水肿（形态异常）']
C0333252	['硬水肿（形态异常）']
C0333255	['粪便溢出']
C0333272	['带血排出（形态异常）']
C0333274	['脓性分泌物（形态异常）']
C0333370	['硫磺颗粒（形态异常）']
C0333410	['假性类风湿结节（形态异常）']
C0333422	['树胶瘤']
C0333648	['肩胛骨萎缩']
C0337210	['步态蹒跚']
C0339205	['全巩膜扩张']
C0339250	['角膜黑色素沉着（紊乱）']
C0339251	['角膜血色素沉着（疾病）']
C0339257	['角膜黄斑变性（诊断）']
C0339259	['眼角膜铁质沉着症']
C0339667	['眼球震颤']
C0339780	['切分音眩晕（紊乱）']
C0340979	['冷球蛋白血症性紫癜']
C0341742	['急性尿潴留（疾病）']
C0341865	['更年期头痛']
C0341866	['更年期失眠']
C0343211	['多发性疼痛（诊断）']
C0343494	['扭曲的笑容']
C0343731	['阴茎疣（症状）']
C0344239	['混合性眼球震颤（紊乱）']
C0344240	['不规则性眼球震颤（紊乱）']
C0344241	['微囊藻（可观察实体）']
C0344242	['单眼眼球震颤']
C0344244	['凝视麻痹性眼球震颤（诊断）']
C0344246	['姿势性眼球震颤（障碍）']
C0344304	['腹部疼痛，将军']
C0344306	['肋间神经痛（发现）']
C0344365	['膀胱排空不全']
C0344370	['负鼠']
C0344374	['粪便溢出']
C0344375	['抽筋；胃']
C0345246	['大肠运动异常（发现）']
C0348588	['其他和未指明的心绞痛']
C0349410	['衰竭器官']
C0349681	['自发性眼球震颤（诊断）']
C0349684	['颈部位置性眼球震颤（紊乱）']
C0362040	['下颌下淋巴结肿大（疾病）']
C0375208	['影响优势侧的弛缓性偏瘫和偏瘫']
C0375209	['影响非优势侧的弛缓性偏瘫和偏瘫']
C0375211	['影响优势侧的痉挛性偏瘫和偏瘫']
C0375212	['痉挛性偏瘫和偏瘫影响非优势侧']
C0375213	['其他特定偏瘫']
C0375214	['其他指定偏瘫和偏瘫影响未指定侧']
C0375215	['影响优势侧的其他特定偏瘫和偏瘫']
C0375216	['影响非优势侧的其他特定偏瘫和偏瘫']
C0375218	['偏瘫，未指定影响未指定侧']
C0375219	['偏瘫，未指明，影响主导侧']
C0375220	['偏瘫，未指明，影响非优势侧']
C0375223	['其他四肢瘫痪和四肢轻瘫']
C0375224	['影响未指明侧的下肢单瘫']
C0375229	['上肢单瘫影响非显性sde']
C0375478	['产褥期不明原因发热，分娩，并提及产后并发症']
