C0000742	['阿贝尔森白血病病毒']
C0318583	['牛鼻病毒（有机体）']
C0318584	['牛鼻病毒1']
C0318585	['牛鼻炎B病毒']
C0318586	['口疮病毒0']
C0318587	['口蹄疫病毒A']
C0318588	['口疮病毒SAT 1']
C0318589	['口疮病毒SAT 2']
C0318590	['口疮病毒SAT 3']
C0318591	['失语症病毒1型']
C0318593	['蟋蟀麻痹病毒（生物体）']
C0318594	['果蝇C病毒（有机体）']
C0318595	['弓形虫病毒（有机体）']
C0318596	['A型猪病毒水泡疹（有机体）']
C0318597	['Amyelois慢性发育迟缓病毒（生物体）']
C0318598	['港灯']
C0318599	['佩克']
C0318600	['牛肠道杯状病毒（有机体）']
C0318601	['犬肠道杯状病毒（有机体）']
C0318602	['AEC-禽肠道杯状病毒']
C0318604	['犬呼肠孤病毒（有机体）']
C0318609	['禽正呼肠孤病毒（有机体）']
C0318610	['禽正呼肠孤病毒Crawley（有机体）']
C0318611	['纳尔逊湾禽正呼肠孤病毒（有机体）']
C0318612	['Eubenangee病毒亚群（生物体）']
C0318613	['尤本南基病毒（有机体）']
C0318614	['帕塔病毒（生物体）']
C0318615	['Tilligery病毒（生物体）']
C0318616	['科里帕塔病毒亚群（生物体）']
C0318617	['阿卡多病毒（生物体）']
C0318618	['班巴里病毒（生物体）']
C0318619	['科里帕塔病毒（有机体）']
C0318620	['贾卡病毒（生物体）']
C0318621	['Changuinola病毒亚群（生物体）']
C0318622	['Be Ar 35646病毒（生物体）']
C0318623	['Be Ar 41067病毒（生物体）']
C0318624	['Be Ar 54342病毒（生物体）']
C0318625	['虹膜病毒（生物体）']
C0318627	['埃亚奇病毒（生物体）']
C0318628	['凯梅罗沃病毒亚群（生物体）']
C0318629	['巴库病毒（生物体）']
C0318630	['鲍林病毒（有机体）']
C0318631	['海角愤怒病毒（有机体）']
C0318633	['大岛病毒（GIV）']
C0318634	['华乔病毒（有机体）']
C0318635	['基奈病毒（有机体）']
C0318636	['利波夫尼克病毒（有机体）']
C0318637	['单湖病毒（有机体）']
C0318638	['麦肯尼斯病毒（生物体）']
C0318639	['金块病毒（生物体）']
C0318640	['奥霍茨基病毒（有机体）']
C0318641	['普沃特病毒（有机体）']
C0318642	['塞利塔病毒（有机体）']
C0318643	['六枪市病毒（有机体）']
C0318644	['Tindholmur病毒（生物体）']
C0318645	['特里贝克病毒（生物体）']
C0318646	['瓦德梅达尼复合体']
C0318647	['亚奎纳头部病毒（有机体）']
C0318648	['帕利亚姆病毒亚群（生物体）']
C0318649	['阿巴迪纳病毒（生物体）']
C0318650	["D'Aguilar病毒（生物体）"]
C0318651	['楚赞病毒']
C0318652	['尼亚贝拉病毒（生物体）']
C0318653	['维洛病毒（生物体）']
C0318655	['EHD，新泽西州病毒']
C0318656	['EHD，艾伯塔病毒']
C0318659	['茨城病毒（生物体）']
C0318660	['沃里戈病毒亚群（生物体）']
C0318661	['米切尔河病毒（有机体）']
C0318662	['沃伦戈病毒（有机体）']
C0318663	['瓦拉尔病毒亚群（生物体）']
C0318664	['Mudginbarry病毒（生物体）']
C0318665	['瓦拉尔病毒（有机体）']
C0318666	['马脑病病毒（EEV）']
C0318667	['Ife病毒（生物体）']
C0318668	['日本病毒（有机体）']
C0318669	['Lebombo病毒（生物体）']
C0318670	['拉诺-塞科病毒（有机体）']
C0318672	['帕罗河病毒（生物体）']
C0318673	['T-50616病毒（生物体）']
C0318674	['乌马蒂拉病毒群']
C0318675	['兔合胞体病毒（机体）']
C0318677	['非洲马病病毒1（有机体）']
C0318678	['非洲马病病毒2（有机体）']
C0318679	['非洲马病病毒3（有机体）']
C0318680	['非洲马病病毒4（有机体）']
C0318681	['非洲马病病毒5（有机体）']
C0318682	['非洲马病病毒6（有机体）']
C0318683	['非洲马病病毒7（有机体）']
C0318684	['非洲马病病毒8（有机体）']
C0318685	['非洲马病病毒9（有机体）']
C0318687	['蓝舌病病毒1（有机体）']
C0318688	['蓝舌病病毒2（有机体）']
C0318689	['蓝舌病病毒3（有机体）']
C0318690	['蓝舌病病毒4（有机体）']
C0318691	['蓝舌病病毒5（有机体）']
C0318692	['蓝舌病病毒6（有机体）']
C0318693	['蓝舌病病毒7（有机体）']
C0318694	['蓝舌病病毒8（有机体）']
C0318695	['蓝舌病病毒9（有机体）']
C0318696	['蓝舌病病毒10（有机体）']
C0318697	['蓝舌病病毒11（有机体）']
C0318698	['蓝舌病病毒12（有机体）']
C0318699	['蓝舌病病毒13（生物体）']
C0318700	['蓝舌病病毒14（有机体）']
C0318701	['蓝舌病病毒15（生物体）']
C0318702	['蓝舌病病毒16（有机体）']
C0318703	['蓝舌病病毒17（有机体）']
C0318704	['蓝舌病病毒18（有机体）']
C0318705	['蓝舌病病毒19（有机体）']
C0318706	['蓝舌病病毒20（有机体）']
C0318707	['蓝舌病病毒21（有机体）']
C0318708	['蓝舌病病毒22（有机体）']
C0318709	['蓝舌病病毒23（有机体）']
C0318710	['蓝舌病病毒24（有机体）']
C0318711	['人类轮状病毒（有机体）']
C0318713	['猴轮状病毒SA-11（有机体）']
C0318714	['小鼠轮状病毒EDIM（有机体）']
C0318715	['NCDV']
C0318716	['猪轮状病毒（有机体）']
C0318717	['马轮状病毒（有机体）']
C0318718	['犬轮状病毒（有机体）']
C0318719	['猫轮状病毒（有机体）']
C0318720	['禽轮状病毒（有机体）']
C0318721	['绵羊轮状病毒（有机体）']
C0318722	['非A组轮状病毒（有机体）']
C0318723	['B组轮状病毒GBR']
C0318724	['C组轮状病毒']
C0318725	['D组轮状病毒']
C0318726	['轮状病毒E组（有机体）']
C0318727	['F组轮状病毒']
C0318728	['轮状病毒G组（生物体）']
C0318729	['非典型轮状病毒（有机体）']
C0318731	['奥拉病毒（有机体）']
C0318732	['贝巴鲁病毒（生物体）']
C0318733	['Bijou桥病毒（生物体）']
C0318734	['卡巴苏病毒（有机体）']
C0318735	['沼泽地病毒（生物）']
C0318736	['摩根堡病毒（有机体）']
C0318737	['Kyzylagch病毒（生物体）']
C0318738	['马亚罗病毒（生物体）']
C0318739	['米德尔堡病毒（生物体）']
C0318740	['Mucambo病毒（生物体）']
C0318741	['Ndumu病毒（有机体）']
C0318742	["Nyong病毒，O'Nyong"]
C0318743	['皮克斯纳病毒（生物体）']
C0318744	['矢山病毒（有机体）']
C0318745	['强直病毒（有机体）']
C0318746	['乌纳病毒（生物体）']
C0318747	['瓦塔罗病毒（生物体）']
C0318748	['阿尔福病毒（有机体）']
C0318749	['Apoi病毒（生物体）']
C0318750	['巴加扎病毒（生物体）']
C0318751	['班子病毒（生物体）']
C0318752	['巴图洞穴病毒（生物体）']
C0318753	['Bouboui病毒（生物体）']
C0318754	['布卡拉萨病毒（生物体）']
C0318755	['布苏夸拉病毒（生物体）']
C0318756	['凯里岛病毒（有机体）']
C0318757	['牛骨脊病毒（有机体）']
C0318758	['达喀尔蝙蝠病毒（有机体）']
C0318759	['DEN-2']
C0318760	['DEN-3']
C0318761	['DEN-4']
C0318762	['恩德培蝙蝠病毒（生物体）']
C0318763	['埃奇希尔病毒（有机体）']
C0318764	['伊勒豪斯病毒（有机体）']
C0318765	['以色列-土耳其脑膜脑炎病毒（有机体）']
C0318766	['Jugra病毒（生物体）']
C0318767	['Jutiapa病毒（生物体）']
C0318768	['卡丹病毒（生物体）']
C0318769	['卡什病毒（有机体）']
C0318770	['科贝拉病毒（生物体）']
C0318771	['库塔戈病毒（生物体）']
C0318772	['莫多克病毒（生物体）']
C0318773	['蒙大拿州肌炎白质脑炎病毒']
C0318774	['内岸病毒（有机体）']
C0318775	['Ntaya病毒（生物体）']
C0318776	['金边蝙蝠病毒（生物体）']
C0318777	['里约布拉沃病毒（生物体）']
C0318778	['罗西奥病毒（有机体）']
C0318779	['皇家农场病毒（有机体）']
C0318780	['萨博亚病毒（有机体）']
C0318782	['索马雷斯礁病毒（有机体）']
C0318783	['塞皮克病毒（有机体）']
C0318784	['索科鲁克病毒（有机体）']
C0318785	['海绵病毒（有机体）']
C0318786	['斯特拉特福德病毒（有机体）']
C0318787	['坦布苏病毒（生物体）']
C0318788	['俄罗斯东部蜱传脑炎病毒']
C0318789	['Tyuleniy病毒（生物体）']
C0318791	['臼上病毒（有机体）']
C0318792	['韦塞尔斯布伦病毒（有机体）']
C0318793	['寨卡病毒']
C0318795	['胡萝卜斑点病毒']
C0318796	['猴出血症病毒']
C0318798	['副粘病毒']
C0318800	['纳里瓦病毒（生物体）']
C0318806	['水泡性口炎病毒，阿根廷（有机体）']
C0318807	['水泡性口炎Alagoas病毒']
C0318809	['新泽西州水泡性口炎病毒（有机体）']
C0318810	['钱迪普拉病毒（有机体）']
C0318811	['伊斯法罕病毒（有机体）']
C0318812	['皮里水泡病毒']
C0318813	['杜文哈格溶血酶病毒']
C0318814	['Kotonkan病毒']
C0318815	['拉各斯蝙蝠利萨维鲁斯']
C0318816	['鄂博羌族病毒（有机体）']
C0318817	['巴伊亚格兰德病毒群（生物体）']
C0318818	['巴伊亚格兰德病毒（生物体）']
C0318819	['巴鲁病毒（生物体）']
C0318820	['是157575病毒（生物体）']
C0318821	['Be Ar 185559病毒']
C0318823	['查科病毒（有机体）']
C0318825	['佛兰德斯单病毒']
C0318826	['IHNV']
C0318827	['Joinjakaka病毒（生物体）']
C0318828	['卡迈泽病毒（有机体）']
C0318829	['克恩峡谷病毒（生物体）']
C0318830	['库拉利巴病毒（有机体）']
C0318831	['金伯利病毒（生物体）']
C0318832	['克拉马斯病毒（有机体）']
C0318833	['库努努拉病毒（生物体）']
C0318834	['夸塔病毒（生物体）']
C0318835	['马尔科病毒（生物体）']
C0318836	['摩苏尔病毒（有机体）']
C0318837	['埃尔贡山蝙蝠病毒（生物体）']
C0318838	['纳瓦罗病毒（有机体）']
C0318839	['新明托病毒（有机体）']
C0318840	['大田293病毒（生物体）']
C0318841	['帕里溪病毒（生物体）']
C0318842	['梭子鱼弹状病毒（有机体）']
C0318843	['蓝蟹弹状病毒（有机体）']
C0318844	['鳗鱼弹状病毒（生物体）']
C0318845	['内阿米巴弹状病毒（有机体）']
C0318846	['草鱼弹状病毒']
C0318847	['锯草病毒（生物体）']
C0318848	['西格玛弹状病毒']
C0318849	['鲤鱼活病毒']
C0318850	['S-1643病毒（生物体）']
C0318851	['Timbo病毒（生物体）']
C0318852	['雅塔病毒（有机体）']
C0318853	['埃格特维德病毒']
C0318855	['佩德夫']
C0318856	['猪呼吸道冠状病毒']
C0318860	['大鼠涎腺腺炎病毒（有机体）']
C0318861	['人类肠道冠状病毒（有机体）']
C0318863	['按蚊病毒（生物体）']
C0318864	['卢库尼病毒（有机体）']
C0318865	['Tacaiuma原布尼亚病毒']
C0318866	['维珍河病毒（有机体）']
C0318867	['按蚊B病毒（生物体）']
C0318868	['硼砂病毒（生物体）']
C0318869	['安亨比病毒（有机体）']
C0318871	['比劳病毒（生物体）']
C0318872	['Cache Valley病毒（生物体）']
C0318874	['瓜罗亚正布尼亚病毒']
C0318875	['伊莱沙病毒（有机体）']
C0318876	['凯里病毒（有机体）']
C0318877	['洛克恩病毒（生物体）']
C0318878	['马加里病毒（有机体）']
C0318879	['主要排水管病毒（有机体）']
C0318880	['诺思韦病毒（有机体）']
C0318881	['圣罗莎病毒（有机体）']
C0318882	['肖克韦病毒（有机体）']
C0318883	['索罗罗卡病毒（有机体）']
C0318884	['泰亚苏病毒（生物体）']
C0318885	['天梭病毒（有机体）']
C0318886	['特拉科塔潘病毒（生物体）']
C0318888	['5-Bwanba病毒组']
C0318889	['庞戈拉病毒（生物体）']
C0318890	['卡拉帕鲁病毒（生物体）']
C0318891	['秋葵边缘病毒（有机体）']
C0318892	['伊塔基病毒（有机体）']
C0318893	['马德里病毒（有机体）']
C0318894	['马里图巴病毒（生物体）']
C0318896	['尼布约病毒（有机体）']
C0318897	['奥里博卡病毒（有机体）']
C0318898	['奥萨病毒（生物体）']
C0318899	['雷斯坦病毒（有机体）']
C0318900	['因库病毒（有机体）']
C0318901	['杰里·斯洛病毒（有机体）']
C0318902	['Keystone病毒（有机体）']
C0318903	['麦劳病毒（生物体）']
C0318904	['圣安杰洛病毒（有机体）']
C0318905	['Serra do Navio病毒（生物体）']
C0318906	['雪鞋兔病毒（有机体）']
C0318907	['三维塔塔斯病毒（生物体）']
C0318908	['Acara病毒（生物体）']
C0318909	['Benevides病毒（生物体）']
C0318910	['本菲卡病毒（生物体）']
C0318911	['布什病毒（有机体）']
C0318912	['卡皮姆病毒（有机体）']
C0318913	['瓜贾拉正布尼亚病毒']
C0318914	['胡安·迪亚兹病毒（有机体）']
C0318915	['莫里奇病毒（有机体）']
C0318916	['甘博亚病毒（有机体）']
C0318917	['Ananindeua病毒（生物体）']
C0318918	['贝尔蒂奥加病毒（有机体）']
C0318919	['Bimiti病毒（生物体）']
C0318920	['瓜鲁巴病毒']
C0318921	['伊蒂米林病毒（有机体）']
C0318922	['红木吊床病毒（生物体）']
C0318923	['米里姆病毒（生物体）']
C0318924	['莫朱病毒（有机体）']
C0318925	['Timboteua病毒（生物体）']
C0318926	['库恩格尔病毒（生物体）']
C0318927	['旺格尔病毒（有机体）']
C0318928	['米纳蒂兰病毒（生物体）']
C0318929	['波比亚病毒（生物体）']
C0318930	['博坦比病毒（生物体）']
C0318931	['Olifantsvlei病毒（有机体）']
C0318932	['帕哈约基病毒（生物体）']
C0318933	['帕特瓦病毒（生物体）']
C0318934	['鲨鱼河病毒（有机体）']
C0318935	['泽格拉病毒（生物体）']
C0318936	['艾诺病毒（生物体）']
C0318937	['阿卡班病毒（生物体）']
C0318938	['巴顿威洛病毒（有机体）']
C0318939	['道格拉斯病毒（有机体）']
C0318940	['Ingwavuma病毒（生物体）']
C0318941	['伊尼尼病毒（有机体）']
C0318942	['凯卡鲁病毒（有机体）']
C0318943	['曼扎尼拉正布尼亚病毒']
C0318944	['梅尔米特病毒（梅尔米特病毒）']
C0318945	['诺拉病毒（生物体）']
C0318946	['口袋正布尼亚病毒']
C0318947	['泥炭病毒（生物体）']
C0318948	['Sathuperi原布尼亚病毒']
C0318949	['沙蒙达原布尼亚病毒']
C0318950	['舒尼正布尼亚病毒']
C0318952	['蒂米里原布尼亚病毒']
C0318953	['蒂纳罗病毒（生物体）']
C0318954	['Utinga病毒（生物体）']
C0318955	['感染性病毒（有机体）']
C0318956	['巴伊格病毒（生物体）']
C0318957	['巴塔马病毒（生物体）']
C0318958	['马特鲁病毒（有机体）']
C0318959	['泰特布尼亚病毒群']
C0318960	['恙虫病病毒（生物体）']
C0318961	["M'Poko原布尼亚病毒"]
C0318962	['图洛克布尼亚病毒性痛风']
C0318963	['暗带病毒（生物体）']
C0318964	['雅巴-1病毒（生物体）']
C0318965	['康奎病毒（生物体）']
C0318966	['CoAr-3624病毒（生物体）']
C0318967	['CoAr 1071病毒（生物体）']
C0318968	['CoAr 3627病毒（生物体）']
C0318969	['柯兰-57389病毒（生物体）']
C0318970	['SPAr 2317病毒（生物体）']
C0318971	['H-32580病毒（生物体）']
C0318972	['普拉亚斯病毒（生物体）']
C0318973	['CbaAr426病毒（生物体）']
C0318974	['布鲁科尼亚病毒（生物体）']
C0318975	['文斯病毒（生物体）']
C0318976	['63U-11病毒（生物体）']
C0318977	['腰病毒（生物体）']
C0318978	['南河病毒（有机体）']
C0318979	['GU71U-344病毒（生物体）']
C0318980	['阿拉胡埃拉病毒（生物体）']
C0318981	['Pueblo-Viejo病毒（生物体）']
C0318982	['圣胡安病毒（有机体）']
C0318983	['75V-2621病毒（生物体）']
C0318984	['24V-7841病毒']
C0318985	['75V-2374病毒（生物体）']
C0318986	['卡纳尼亚病毒（有机体）']
C0318987	['Palestina病毒（生物体）']
C0318988	['艾布拉斯病毒（生物体）']
C0318989	['巴巴霍亚病毒（生物体）']
C0318990	['费西围场病毒（有机体）']
C0318991	['雅巴-7病毒（生物体）']
C0318992	['莱德尼斯病毒（有机体）']
C0318993	['恩塞达病毒（有机体）']
C0318996	['Aguacate病毒（生物体）']
C0318997	['阿伦克尔病毒（有机体）']
C0318998	['安汉加病毒（生物体）']
C0318999	['阿鲁莫沃病毒（有机体）']
C0319000	['布埃纳文图拉病毒（生物体）']
C0319001	['布加鲁病毒（生物体）']
C0319002	['可可病毒（生物体）']
C0319003	['凯米托病毒（有机体）']
C0319005	['查格雷斯病毒（有机体）']
C0319006	['辣椒病毒（生物体）']
C0319007	['弗里约尔斯病毒（生物体）']
C0319008	['加贝克森林病毒（生物）']
C0319009	['戈地尔病毒（生物体）']
C0319010	['Icoraci病毒（有机体）']
C0319011	['伊塔伊图巴病毒（有机体）']
C0319012	['伊塔波兰加病毒（有机体）']
C0319013	['卡里马巴德病毒（有机体）']
C0319014	['尼克病毒（有机体）']
C0319015	['帕库伊病毒（生物体）']
C0319016	['蓬塔托罗静脉病毒']
C0319017	['格兰德河病毒（生物体）']
C0319018	['萨利哈巴德病毒']
C0319021	['德黑兰病毒（有机体）']
C0319022	['托斯卡纳病毒（有机体）']
C0319023	['乌鲁库里病毒（有机体）']
C0319024	['圣弗洛里斯病毒']
C0319026	['哈扎拉病毒（生物体）']
C0319027	['德拉·加齐·汗·纳罗维鲁斯']
C0319028	['阿布·哈马德病毒（生物体）']
C0319029	['阿布米纳病毒（生物体）']
C0319030	['高肖恩病毒（有机体）']
