C0000886	['棘细胞']
C0230905	['特殊细胞或组织的基膜或外层']
C0230911	['基膜锚定丝']
C0230912	['基底层包涵体']
C0230913	['基膜，包含细胞突起（细胞结构）']
C0230914	['基膜，包含致密沉积物（细胞结构）']
C0230915	['基膜，中央位置的内含物（细胞结构）']
C0230916	['基底层，包含在内皮下位置（细胞结构）']
C0230917	['基底层，包含在上皮下位置（细胞结构）']
C0230918	['系膜基质包涵体（细胞结构）']
C0230919	['原核细胞成分（细胞结构）']
C0230920	['原核细胞囊（细胞结构）']
C0230921	['大胶囊（细胞结构）']
C0230922	['微胶囊（细胞结构）']
C0230923	['细胞壁原核']
C0230924	['原核生物（革兰氏+细胞壁）']
C0230925	['细胞壁，原核，革兰氏阳性生物（细胞结构）']
C0230926	['细胞壁，原核细胞，隔膜（细胞结构）']
C0230927	['细胞壁的表面卷积（细胞结构）']
C0230928	['细菌鞭毛（细胞结构）']
C0230929	['鞭毛，细菌，轴（细胞结构）']
C0230930	['鞭毛，细菌，基本结构（细胞结构）']
C0230934	['原核细胞膜（细胞结构）']
C0230935	['原生质体膜（细胞结构）']
C0230936	['中胚体（细胞结构）']
C0230937	['原核细胞内容物（细胞结构）']
C0230938	['原核生物细胞质（细胞结构）']
C0230939	['原核材料（细胞结构）']
C0230940	['原核核糖体（细胞结构）']
C0230941	['颗粒包涵体，原核（细胞结构）']
C0230942	['孢子结构（细胞结构）']
C0230943	['前孢子膜（细胞结构）']
C0230944	['孢子外壳（细胞结构）']
C0230945	['孢子皮层（细胞结构）']
C0230946	['孢子内被（细胞结构）']
C0230947	['孢子细胞质膜（细胞结构）']
C0230948	['孢子细胞质（细胞结构）']
C0230949	['孢子晶体（细胞结构）']
C0230977	['脱落的胎儿细胞（细胞）']
C0231010	['穿透卵母细胞（细胞）']
C0231011	['Ootid（细胞）']
C0231044	['生殖细胞']
C0242245	['滤泡树突状细胞']
C0242277	['前成红细胞']
C0242351	['尸体，内格里']
C0242435	['细菌菌毛']
C0242436	['接合菌毛']
C0242598	['Cell，LLC-PK1']
C0242607	['微管组织中心']
C0242608	['中心体（细胞结构）']
C0242609	['动粒']
C0242629	['cd8细胞']
C0242632	['细胞，TH-1']
C0242633	['手机，T-Helper2']
C0242697	['纤维肌']
C0242873	['快速收缩肌纤维']
C0242874	['慢抽搐肌纤维']
C0242915	['棘体']
C0243092	['细胞成分']
C0260013	['纺锤装置']
C0260080	['乙醛酸']
C0282479	['红肌纤维']
C0282480	['白肌纤维']
C0282501	['细胞球体']
C0282542	['固定化细胞']
C0282549	['手机，HL60']
C0282560	['caco 2电池']
C0282639	['细胞，HT-29']
C0301864	['免疫反应靶细胞（发现）']
C0301867	['禁止克隆（细胞）']
C0301868	['提交单元（cell）']
C0312737	['细胞存储器']
C0312738	['B细胞，前体']
C0312739	['颗粒空细胞（细胞）']
C0312740	['效应细胞']
C0312864	['敏感电池']
C0312865	['敏感红细胞']
C0312866	['致敏白细胞']
C0312867	['致敏血小板']
C0314583	['首席财务官巴索']
C0314584	['菌落形成单位（细胞）']
C0314585	['CFU-D']
C0314586	['CFU Eos']
C0314587	['CFU-G']
C0314588	['CFU-GEMM']
C0314589	['通用汽车公司']
C0314591	['CFU-LM']
C0314592	['CFU-M']
C0314593	['CFU Mega']
C0314595	['CFU-NM']
C0314596	['造血干细胞']
C0333633	['细胞性心力衰竭']
C0333717	['异常细胞']
C0333718	['无核细胞（cell）']
C0333719	['无尾鳞片（细胞）']
C0333720	['糖原细胞']
C0333721	['梭形细胞']
C0333722	['蝌蚪细胞']
C0333723	['折叠细胞']
C0333724	['折叠核（形态异常）']
C0333725	['皱褶核（形态异常）']
C0333726	['裂核（形态异常）']
C0333727	['细胞环印']
C0333728	['舟形细胞']
C0333731	['罗森塔尔纤维（形态异常）']
C0333735	['双子细胞']
C0333736	['阿尔茨海默神经胶质变化']
C0333737	['Muciphage（细胞）']
C0333738	['富含脂肪的巨噬细胞（细胞）']
C0333739	['胞饮细胞']
C0333741	['土顿巨细胞']
C0333742	['合胞体细胞']
C0333743	['Corps ronds（形态学异常）']
C0333745	['议会议员']
C0333747	['软体动物体（形态异常）']
C0333748	['Guarnieri小体（形态异常）']
C0333749	['拉福拉尸体']
C0333763	['中央核心']
C0333765	['靶纤维（形态异常）']
C0333766	['虫蛀纤维（形态异常）']
C0333767	['分叶状纤维（形态异常）']
C0333769	['空泡化纤维（形态异常）']
C0333770	['环形光纤']
C0333771	['线圈\\/螺纹纤维（形态异常）']
C0333772	['肌浆团（形态异常）']
C0333774	['细胞质体（形态异常）']
C0333775	['杆体（形态异常）']
C0333777	['指纹体（形态异常）']
C0333778	['曲线体（形态异常）']
C0333779	['还原体（形态异常）']
C0333780	['肌浆体（形态异常）']
C0333781	['自噬体（形态异常）']
C0333783	['致密小管（形态异常）']
C0333784	['马洛里体状包裹体（形态异常）']
C0333785	['病毒样颗粒（形态异常）']
C0333786	['肌浆网肿胀（形态异常）']
C0333787	['三联体的复制（形态异常）']
C0333788	['蜂窝结构（形态异常）']
C0333789	['病毒细胞质包涵体（形态异常）']
C0333790	['病毒核包涵体（形态异常）']
C0333791	['巨细胞病毒包涵体']
C0333792	['单纯疱疹病毒核内包涵体（形态异常）']
C0333793	['异常造血细胞']
C0333794	['异常血细胞']
C0333798	['形状不规则的红细胞']
C0333799	['篮细胞红细胞']
C0333800	['泡状细胞']
C0333804	['红细胞气孔细胞']
C0333805	['大细胞']
C0333806	['大细胞常红细胞（细胞）']
C0333807	['大细胞深染红细胞（细胞）']
C0333809	['微细胞低色素红细胞（细胞）']
C0333810	['针状细胞']
C0333816	['高节段白细胞']
C0333817	['低节段白细胞']
C0333819	['May Hegglin包涵体（形态异常）']
C0333821	['微髓母细胞（形态异常）']
C0333822	['微淋巴母细胞（形态异常）']
C0333823	['污迹细胞（形态异常）']
C0333824	['煎饼细胞（形态异常）']
C0333825	['淋巴细胞浆细胞样']
C0333826	['非典型淋巴母细胞（形态异常）']
C0333827	['单核细胞']
C0333828	['奥尔体']
C0333829	['嗜蓝颗粒']
C0333830	['阿马托身体']
C0333831	['赖利体（形态异常）']
C0333832	['酸细胞（形态异常）']
C0333833	['RA细胞']
C0333835	['夏考特莱登水晶']
C0333836	['“海蓝色”细胞']
C0333837	['细胞高切']
C0333838	['高切样细胞']
C0333839	['脂质组织细胞（细胞）']
C0333840	['非脂质组织细胞（细胞）']
C0333841	['Hunter-Hurler牢房（牢房）']
C0333842	['尼曼拾取单元（单元）']
C0333843	['骨髓细胞瘤']
C0333844	['燃烧浆细胞']
C0333845	['多倍体浆细胞（细胞）']
C0333846	['双核浆母细胞（形态学异常）']
C0333847	['莫特浆细胞']
C0333849	['苏木精体']
C0333850	['毛细胞']
C0333851	['脑样淋巴细胞']
C0333852	['土耳其人']
C0333853	['分裂细胞']
C0333854	['大分裂细胞']
C0333855	['小细胞分裂']
C0333856	['非分裂细胞']
C0333857	['大的非分裂细胞（细胞）']
C0333858	['小的非分裂细胞（细胞）']
C0333859	['卷积细胞']
C0333862	['巨核细胞']
C0333863	['发育不良血小板（形态异常）']
C0333900	['核周晕（形态异常）']
C0334140	['杆状小胶质细胞（细胞）']
C0334227	['癌细胞']
C0338063	['糖原液泡（细胞结构）']
C0368761	['母细胞']
C0369602	['白细胞其他']
C0369668	['红细胞微细胞']
C0369715	['骨髓细胞']
C0369738	['带状中性粒细胞']
C0376351	['脊椎动物感光细胞']
C0376448	['牢房，Jurkat']
C0376604	['嗜铬细胞']
C0376702	['手机，因为']
C0391864	['巨细胞性细胞']
C0392915	['染色体对23（细胞结构）']
C0392916	['细胞内铁蛋白（细胞结构）']
C0393073	['自体EB病毒特异性细胞毒性T淋巴细胞（细胞）']
C0427526	['颗粒大淋巴细胞']
C0427527	['分裂淋巴细胞（细胞）']
C0427528	['非典型单核细胞']
C0427529	['细胞涂片']
C0427530	['淋巴肉瘤细胞']
C0427532	['高粒白细胞']
C0427533	['粒下白细胞']
C0427534	['无颗粒白细胞']
C0427536	['白血型']
C0427566	['大血小板']
C0427567	['微血栓细胞（细胞结构）']
C0427568	['血小板卫星']
C0427889	['阴道上皮细胞']
C0427890	['尿上皮细胞']
C0431085	['肿瘤细胞']
C0432608	['环状铁粒体']
C0432610	['巨骨髓母细胞（细胞）']
C0432613	['嗜酸性骨髓母细胞（细胞）']
C0440740	['粒细胞特异性（限定值）']
C0440745	['细胞色素']
C0440752	['炎症细胞']
C0443611	['脂肪球（限定值）']
C0443777	['中性粒细胞包涵体（细胞结构）']
C0443778	['红细胞基质（细胞结构）']
C0443779	['微希细胞（细胞）']
C0444241	['遗传样本（样本）']
C0444242	['羊膜细胞样本（标本）']
C0444245	['脱氧核糖核酸样品（样本）']
C0444247	['极体样本（样本）']
C0444248	['成纤维细胞样本']
C0444641	['滑液细胞（标本）']
C0444746	['内分泌学（限定值）']
C0457309	['短臂染色体']
C0483181	['CD10+CD20+']
C0483182	['CD16+CD56+CD3-']
C0483183	['CD16-CD57-']
C0483184	['CD16+CD57+']
C0483186	['CD19+SmIg kappa+']
C0483187	['CD19+SmIg lambda+']
C0483188	['CD22+CD19+']
C0483189	['CD3+DR+']
C0483190	['CD34+DR+']
C0483191	['cd4和cd8+']
C0483192	['CD5+CD2-']
C0483193	['CD7+CD3-']
C0486534	['精子以外的细胞']
C0486825	['生殖细胞。幼稚的']
C0487022	['不规则收缩的细胞']
C0487156	['CD5+CD19+细胞']
C0487179	['卵圆形大细胞']
C0487470	['圆形细胞']
C0487770	['CD16+CD57-淋巴细胞']
C0501409	['无髓神经纤维']
C0501410	['躯体传出神经纤维']
C0501411	['躯体传入神经纤维']
C0501412	['鳃传出神经纤维']
C0501413	['鳃传入神经纤维']
C0501414	['内脏传出神经纤维']
C0506994	['细胞高脚杯']
C0521060	['阿西']
C0521119	['（限定符值）']
C0521176	['Flexner-Wintersteiner玫瑰花结（形态异常）']
C0521177	['荷马·赖特玫瑰花结（形态异常）']
C0521178	['平野尸体']
C0521179	['布尼纳体（形态异常）']
C0521180	['Marinesco身体（形态异常）']
C0521182	['欧帕尔斯基细胞（细胞）']
C0521183	['热电池']
C0521184	['ASC-US']
C0521391	['中枢运动神经元（细胞）']
C0521392	['外周运动神经元（细胞）']
C0521449	['细胞质']
C0524455	['宫颈外上皮细胞']
C0524456	['宫颈腺细胞']
C0524457	['子宫内膜腺细胞']
C0524458	['上运动神经元']
C0524459	['下运动神经元（细胞）']
C0524970	['古细菌染色体']
C0524977	['肠L细胞']
C0524978	['肠分泌素细胞']
C0524979	['胃肠内分泌细胞']
C0524980	['ECL电池']
C0524983	['分泌胃泌素的细胞']
C0524984	['d区']
C0524987	['胃发酵细胞']
C0525009	['周质']
C0544923	['管状结构']
C0544949	['溶酶体碎片（形态异常）']
C0544960	['质膜蛋白涂层（形态异常）']
C0544978	['胞浆内纤毛（形态异常）']
C0544979	['胞浆内微绒毛（形态异常）']
C0552337	['膀胱细胞']
C0552639	['管状细胞']
C0553257	['细胞肾']
C0581780	['干细胞集落形成单位（细胞）']
C0584646	['肌腱连接']
C0596030	['腺泡细胞']
C0596108	['抗体依赖性杀伤细胞']
C0596119	['顶膜']
C0596142	['常染色体']
C0596155	['基底细胞']
C0596156	['基底外侧膜']
C0596208	['脑细胞']
C0596291	['细胞基质']
C0596293	['细胞水']
C0596508	['细胞胚胎干细胞']
C0596568	['细胞纤维']
C0596630	['颗粒细胞']
C0596632	['生长锥']
C0596698	['异核体']
C0596713	['水平单元']
C0596889	['毛特纳神经元']
C0596890	['细胞，MCF-7']
C0596901	['膜结构']
C0596945	['微绒毛致密体']
C0596952	['线粒体膜']
C0596975	['苔藓纤维']
C0596979	['牢房，穆勒']
C0596981	['细胞肌']
C0596993	['骨髓髓样干细胞']
C0596995	['胚胎肌细胞']
C0597032	['肿瘤细胞']
C0597055	['神经元成分']
C0597190	['膜']
C0597234	['光系统']
C0597407	['视网膜双极神经元']
C0597447	['Sf9细胞系']
C0597661	['视觉感光器']
C0597690	['WI 38细胞']
C0597694	['爪蟾卵母细胞']
C0597729	['身体，纺锤杆']
C0597895	['管腔膜']
C0597956	['细菌性囊肿']
C0598070	['质膜小泡']
C0598071	['细胞内小窝']
C0598088	['连续细胞系']
C0598089	['已建立的细胞系']
C0598090	['永久性细胞系']
C0598091	['稳定细胞系']
C0598099	['细胞膜']
C0598102	['极化电池']
C0598117	['星状细胞']
C0598170	['黑素细胞']
C0598171	['核仁组织区']
C0598180	['刷毛坑']
C0598267	['外质']
C0598268	['内质']
C0598269	['细胞内基质']
C0598315	['DNA复制起始位点']
C0598536	['滤泡上皮细胞']
C0598592	['异染色体']
C0598613	['HTC电池']
C0598625	['骨髓瘤与脾细胞杂交']
C0598718	['原生质膜']
C0598786	['毛玻璃电池']
C0598800	['外膜细胞']
C0598828	['颗粒细胞（结缔组织）']
C0598829	['细胞，MDCK']
C0598988	['孔雀鱼']
C0599131	['光系统I']
C0599132	['光系统II']
C0599229	['细胞壁缺陷型微生物']
C0599376	['阀瓣（杆外段）']
C0599409	['感觉传感器细胞']
C0599415	['甜菜夜蛾细胞系']
C0599444	['身体细胞']
C0599455	['蛋白质精子']
C0599757	['细胞m']
C0599819	['外周血淋巴细胞']
C0599856	['蜂窝卫星']
C0600314	['轴足']
C0600315	['丝状足']
C0600316	['大眼']
C0600317	['网状足']
C0600432	['细胞，K562']
C0600496	['细菌染色体']
C0600531	['手机，U937']
C0600532	['尸体，韦伯宫殿']
C0677626	['肝癌细胞']
C0677646	['细胞隐窝']
C0677856	['自体淋巴细胞']
C0682523	['人类细胞系']
C0682529	['生物膜']
C0682537	['核质']
C0682540	['细胞纺锤体']
C0682545	['嗜碱性细胞']
C0682546	['嗜酸细胞']
C0682547	['嗜酸性细胞']
C0682548	['嗜两性']
C0682551	['嗜银细胞']
C0682552	['薄壁细胞']
C0682566	['肌细胞浆']
C0682610	['肠细胞']
C0682634	['白细胞前体']
C0682638	['B细胞，记忆']
C0682639	['记忆T淋巴细胞']
C0682649	['本体感觉神经元']
C0682650	['肠感受器']
C0682678	['神经元结构']
C0682685	['突触裂']
C0682693	['自主神经节细胞']
C0682694	['抑制性中间神经元']
C0682695	['牢房，伦肖']
C0682696	['高尔基I型神经元']
C0682697	['高尔基II型神经元']
C0682698	['投射神经元']
C0682700	['外周神经元']
C0682701	['中枢神经元']
C0682702	['小脑神经元']
C0683191	['卵母细胞']
C0683194	['雄性生殖细胞']
C0684118	['早期成红细胞（细胞）']
C0684123	['红细胞晚期']
C0684215	['铁饼夹层']
C0699040	['细胞相关']
C0729605	['细胞内结构']
C0729606	['染色体组织']
C0734999	['胰岛细胞']
C0751960	['类囊体膜']
C0751961	['类囊体（细胞成分）']
C0751972	['卡哈尔附体']
C0752063	['过氧化物酶体']
C0752265	['延伸纤维']
C0772149	['脱水红细胞']
C0796362	['5q31']
C0796363	['7q31']
C0796364	['17p12']
C0796365	['8p22']
C0796367	['11q23']
C0805525	['细胞分数']
C0805579	['脑室衬里细胞']
C0806036	['上皮细胞。肾的']
C0806987	['单核细胞']
C0807107	['中性粒细胞。空泡的']
C0808143	['滑膜衬里细胞']
C0814005	['神经母细胞']
C0814995	['细胞皮肤']
C0814996	['细胞胃']
C0814997	['肠细胞']
C0814999	['胸腺淋巴细胞（细胞）']
C0815002	['牢房，加巴']
C0815004	['神经嵴细胞聚集']
C0871657	['听觉神经元']
C0872076	['多能干细胞']
C0872268	['自我更新细胞']
C0872341	['树突棘']
C0872357	['卵形细胞']
C0872362	['原始细胞']
C0872372	['全能干细胞']
C0879357	['疫苗致敏引流淋巴结细胞']
C0879438	['异基因淋巴细胞']
C0879593	['ADC']
C0882768	['CD1细胞']
C0882784	['CD11c细胞']
C0882791	['CD13细胞']
C0882793	['CD14+CD16+CD59+细胞']
C0882795	['CD15细胞']
C0882801	['细胞。CD16+CD57+\\/100个细胞']
C0882804	['CD16C+CD56+细胞']
C0882808	['CD19细胞']
C0882814	['CD2细胞']
C0882818	['CD20细胞']
C0882819	['CD22细胞']
C0882828	['CD3细胞']
C0882831	['CD3+CD26+细胞']
C0882833	['CD3+CD4+（T4辅助）细胞']
C0882836	['CD3+CD8+（T8抑制细胞）细胞']
C0882840	['CD3-CD16+细胞（实验室测试）']
C0882842	['CD3-CD19+细胞']
C0882846	['CD33细胞']
C0882849	['自体外周血来源的CD34+细胞']
C0882860	['CD4+CD25+细胞']
C0882865	['CD4+HLA-DR+细胞']
C0882871	['CD41细胞']
C0882892	['CD5细胞']
C0882894	['CD5+CD20+细胞']
C0882903	['CD56细胞']
C0882904	['CD57细胞']
C0882908	['CD61细胞']
C0882920	['CD7细胞']
C0882931	['CD8+CD25+细胞']
C0882932	['CD8+CD28+细胞']
C0882934	['CD8+CD38+细胞']
C0882937	['CD8+CD57+细胞']
C0882939	['CD8+HLA-DR+细胞']
C0883208	['细胞淋巴瘤']
C0883467	['CD11+CD20+细胞']
C0883468	['CD16+CD56+细胞']
