C0000005	['(131)I-MAA', '(131)I-Macroaggregated Albumin']
C0010192	['1-24-ACTH', '1-24-Corticotropin', 'ACTH (1-24)', 'ACTH 1-24', 'ACTH, Synthetic', 'adrenocorticotropic hormone 1-24', 'Adrenocorticotropic hormone fragment 1-24 human, rat', 'alpha(1-24)-corticotrophin', 'alpha1-24-Corticotropin', 'ATCH (1-24)', 'beta(1-24)-corticotrophin', 'Corticotropin (1-24)-Peptide', 'Corticotropin (1-24)-Tetracosapeptide', 'Corticotropin tetracosapeptide', 'corticotropin-(1-24) tetracosapeptide', 'corticotropin-(1-24)', 'cosyntropin (medication)', 'Cosyntropin', 'cosyntropin', 'Cosyntropin', 'cosyntropin', 'cosyntropin', 'cosyntropin', 'Cosyntropin', 'COSYNTROPIN', 'Cosyntropin', 'cosyntropin', 'cosyntropin', 'cosyntropin', 'Cosyntropin', 'COSYNTROPIN', 'Cosyntropin', 'COSYNTROPIN', 'Cosyntropin', 'Cosyntropin-containing product', 'Product containing tetracosactide (medicinal product)', 'Synthetic ACTH', 'Tetracosactida', 'Tetracosactide (substance)', 'Tetracosactide', 'tetracosactide', 'Tetracosactide', 'tetracosactide', 'tetracosactide', 'Tetracosactide', 'Tetracosactide-containing product', 'Tetracosactin', 'Tetracosactrin', 'tetracosactrin', 'Tetracosactrin', 'Tetracosactrin', 'Tetracosapeptide', 'α1-24-corticotrophin', 'β1-24-corticotrophin']
C0010360	['Bifunctional Reagent', 'Bifunctional Reagents', 'Cross Linking Reagent', 'Cross Linking Reagents', 'Cross-Linking Reagents', 'Crosslinking Reagent', 'Crosslinking Reagents', 'Linking Reagent, Cross', 'Linking Reagents, Cross', 'Reagent, Bifunctional', 'Reagent, Cross Linking', 'Reagent, Crosslinking', 'Reagents, Bifunctional', 'Reagents, Cross Linking', 'Reagents, Cross-Linking', 'Reagents, Crosslinking']
C0010454	['culture media', 'Culture Media', 'Culture Media', 'culture media', 'Culture Media', 'Culture media', 'culture medias', 'Culture medium (substance)', 'Culture medium', 'Culture medium', 'Culture medium', 'Culture medium', 'culture medium', 'Culture Medium', 'culture mediums', 'growth media', 'growth media', 'Growth Medium', 'Media', 'Media, Culture', 'Medium']
C0010460	['Biscyclohexanone Oxaldihydrazone', 'Cuprizone', 'Ethanedioic acid, bis(cyclohexylidenehydrazide)', 'Oxaldihydrazone, Biscyclohexanone']
C0010467	['(E,E)-1,7-Bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione', '(E,E)-1,7-Bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione', '1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (E,E)-', 'C.I. Natural Yellow 3', 'C.I. Natural Yellow 3', 'CU', 'Curcumin (medication)', 'Curcumin Phytosome', 'Curcumin stain (substance)', 'Curcumin stain', 'Curcumin', 'Curcumin', 'Curcumin', 'curcumin', 'curcumin', 'Curcumin', 'curcumin', 'curcumin', 'Curcumin', 'Curcumin', 'Curcumin', 'CURCUMIN', 'curcumin', 'curcumin', 'Curcumin', 'Curcumin', 'Curcumin', 'Diferuloylmethane', 'diferuloylmethane', 'Diferuloylmethane', 'Diferuloylmethane', 'herbal medicines curcumin', 'Phytosome, Curcumin', 'tumeric', 'Turmeric Yellow', 'Turmeric Yellow', 'Turmeric Yellow', 'Yellow, Turmeric']
C0010511	['Bromide, Cyanogen', 'Bromine Cyanide', 'Bromocyanogen', 'CNBr', 'Cyanogen bromide ((CN)Br)', 'Cyanogen bromide (substance)', 'Cyanogen Bromide', 'cyanogen bromide', 'Cyanogen Bromide', 'CYANOGEN BROMIDE', 'Cyanogen bromide', 'Cyanogen bromide']
C0010558	['Cycloamylose', 'Cyclodextrin Derivatives', 'Cyclodextrin', 'cyclodextrin', 'cyclodextrin', 'cyclodextrin', 'Cyclodextrins', 'cyclodextrins', 'Cyclodextrins', 'cyclodextrins', 'Cyclodextrins', 'CYCLODEXTRINS', 'cyclodextrins', 'Cyclomaltooligosaccharides', 'Derivatives, Cyclodextrin']
C0010573	['Cyclohexylamine (substance)', 'Cyclohexylamine (substance)', 'cyclohexylamine', 'Cyclohexylamine', 'Cyclohexylamine']
C0010574	['Cyclohexylamine', 'Cyclohexylamines', 'Cyclohexylamines']
C0010974	['Compounds, Dansyl', 'Compounds, Dimethylaminonaphthalenesulfonyl', 'Dansyl Compounds', 'Dimethylaminonaphthalenesulfonyl Compounds']
C0011051	['DEAE Dextran', 'DEAE-Dextran', 'Dextran, 2-(diethylamino)ethyl ether', 'Diethylaminoethyldextran']
C0011145	['1-Amino-6,17-dihydroxy-7,10,18,21-tetraoxo-27-(n-acetylhydroxylamino)-6,11,17,22-tetraazaheptaeicosane', "Butanediamide, N'-(5-((4-((5-(acetylhydroxyamino)pentyl)amino)-1,4-dioxobutyl)hydroxyamino)pentyl)-N-(5-aminopentyl)-N-hydroxy-", 'Deferoxamin', 'Deferoxamina', 'Deferoxamine (substance)', 'Deferoxamine B', 'Deferoxamine B', 'Deferoxamine', 'Déferoxamine', 'deferoxamine', 'deferoxamine', 'Deferoxamine', 'Deferoxamine', 'deferoxamine', 'deferoxamine', 'DEFEROXAMINE', 'Deferoxamine', 'Deferoxamine', 'Deferoxamine', 'deferoxamine', 'deferoxamine', 'deferoxamine', 'Deferoxamine', 'Deferoxamine', 'DEFEROXAMINE', 'deferoxamine', 'Deferoxamine', 'DEFEROXAMINE', 'Deferoxamine-containing product', 'Deferoxaminum', 'Deferoximine', 'deferoximine', 'Deferrioxamine B', 'Deferrioxamine B', 'Deferrioxamine B', 'Deferrioxamine', 'Desferioximine', 'Desferrioxamine B', 'desferrioxamine', 'Desferrioxamine', 'desferrioxamine', 'Desferrioxamine', 'Desferrioxamine', 'Desferrioxamine', 'Desferrioxamine', 'Desferroxamine', 'desferroxamine', 'DFO', 'DFOA', 'DFOM', "N'-[5-[[4-[[5-(Acetylhydroxyamino)pentyl]amino]-1,4-dioxobutyl]hydroxyamino]pentyl]-N-(5-aminopentyl)-N-hydroxybutanediamide", "N'-[5-[[4-[[5-(Acetylhydroxyamino)pentyl]amino]-1,4-dioxobutyl]hydroxyamino]pentyl]-N-(5-aminopentyl)-N-hydroxybutanediamide", 'N-[5-[3-[(5-Aminopentyl)hydroxycarbamoyl]propionamido]pentyl]-3-[[5-(N-hydroxyacetamido)pentyl]carbamoyl]propionohydroxamic Acid', 'Product containing deferoxamine (medicinal product)']
C0011148	['Deferoxamine mesilate (substance)', 'Deferoxamine Mesilate', 'Deferoxamine mesilate', 'deferoxamine mesylate (medication)', 'Deferoxamine Mesylate', 'Deferoxamine Mesylate', 'Deferoxamine Mesylate', 'Deferoxamine Mesylate', 'deferoxamine mesylate', 'deferoxamine mesylate', 'Deferoxamine Mesylate', 'DEFEROXAMINE MESYLATE', 'deferoxamine mesylate', 'deferoxamine mesylate', 'deferoxamine mesylate', 'Deferoxamine Mesylate', 'DEFEROXAMINE MESYLATE', 'deferoxamine mesylate', 'Deferoxamine mesylate', 'DEFEROXAMINE MESYLATE', 'Deferoxamine mesylate', 'Deferoxamine Methanesulfonate', 'Deferoxamine Methanesulfonate', 'deferoxamine methanesulfonate', 'Desferrioxamine B Mesylate', 'Desferrioxamine mesilate', 'Desferrioxamine Mesylate', 'Desferrioxamine mesylate', 'DFM', 'Mesilate, Deferoxamine', 'Mesylate, Deferoxamine', 'Mesylate, Desferrioxamine B', 'Methanesulfonate, Deferoxamine']
C0011182	['(5beta)-3,7,12-Trioxocholan-24-oic Acid', '3,7,12-Triketo-5beta-cholanoic acid', '3,7,12-triketocholanic acid', '3,7,12-trioxo-5beta-cholanic acid', '3,7,12-trioxo-5β-cholanic acid', '3,7,12-trioxocholanic acid', 'Cholan-24-oic acid, 3,7,12-trioxo-, (5beta)-', 'choleretics dehydrocholic acid (hepahydrin)', 'dehydrocholic acid (Hepahydrin)', 'dehydrocholic acid (medication)', 'Dehydrocholic acid (substance)', 'dehydrocholic acid as laxative (medication)', 'dehydrocholic acid as laxative', 'Dehydrocholic Acid', 'dehydrocholic acid', 'Dehydrocholic acid', 'Dehydrocholic Acid', 'dehydrocholic acid', 'dehydrocholic acid', 'Dehydrocholic Acid', 'DEHYDROCHOLIC ACID', 'Dehydrocholic Acid', 'dehydrocholic acid', 'dehydrocholic acid', 'dehydrocholic acid', 'Dehydrocholic Acid', 'DEHYDROCHOLIC ACID', 'Dehydrocholic acid', 'Dehydrocholic acid-containing product', 'Ketocholanic Acid', 'ketocholanic acid', 'laxatives dehydrocholic acid', 'Product containing dehydrocholic acid (medicinal product)', 'Triketocholanic Acid']
C0011953	['Acid Bisdimethylamide, Diazodicarboxylic', 'Bisdimethylamide, Diazodicarboxylic Acid', 'Diamide', 'diamide', 'Diazenedicarboxamide, tetramethyl-', 'Diazodicarboxylic Acid Bis(N,N-dimethyl)amide', 'Diazodicarboxylic Acid Bisdimethylamide', 'Dizene Dicarboxylic Acid Bis(N,N-dimethylamide)', 'Dizenedicarboxylic Acid Bis(N,N-dimethylamide)', 'Tetramethylazoformamide']
C0012004	['Acide amidotrizoique', 'Acidum amidotrizoicum', 'Acidum diacetylaminotrijodbenzoicum', 'Amidotrezoate', 'Amidotrizoate (substance)', 'Amidotrizoate', 'amidotrizoate', 'Amidotrizoate', 'Amidotrizoate', 'Amidotrizoate-containing product', 'Benzoic acid, 3,5-bis(acetylamino)-2,4,6-triiodo-', 'diatrizoate', 'diatrizoate', 'Diatrizoate', 'Diatrizoate', 'diatrizoate', 'DIATRIZOATE', 'Diatrizoate', 'Diatrizoate', 'Diatrizoate', 'Diatrizoate', 'diatrizoate', 'diatrizoate', 'Diatrizoate', 'Diatrizoate', 'Diatrizoate', 'Diatrizoate-containing product', 'diatrizoates', 'Diatrizoesaure', 'Product containing amidotrizoate (medicinal product)']
C0012005	['1-Deoxy-1-(methylamino)-D-glucitol 3,5-diacetamido-2,4,6-triiodobenzoate (Salt)', 'Amidotrizoate, Meglumine', 'Benzoic Acid, 3,5-Bis(Acetylamino)-2,4,6-Triiodo-, Compd. With 1-Deoxy-1-(Methylamino)-D-Glucitol (1:1)', 'D-Glucitol, 1-deoxy-1-(methylamino)-, 3,5-bis(acetylamino)-2,4,6-triiodobenzoate (salt)', 'diatrizoate meglumine (procedure)', 'Diatrizoate Meglumine', 'Diatrizoate Meglumine', 'diatrizoate meglumine', 'diatrizoate meglumine', 'Diatrizoate Meglumine', 'DIATRIZOATE MEGLUMINE', 'Diatrizoate Meglumine', 'diatrizoate meglumine', 'diatrizoate meglumine', 'diatrizoate meglumine', 'diatrizoate meglumine', 'Diatrizoate Meglumine', 'DIATRIZOATE MEGLUMINE', 'diatrizoate meglumine', 'Diatrizoate meglumine', 'Diatrizoate Methylglucamine', 'Diatrizoate, Meglumine', 'Diatrizoate, Methylglucamine', 'Meglumine amidotrizoate (substance)', 'Meglumine Amidotrizoate', 'Meglumine Amidotrizoate', 'Meglumine amidotrizoate', 'Meglumine Diatrizoate', 'Meglumine diatrizoate', 'meglumine diatrizoate', 'Meglumine Diatrizoate', 'Meglumine, Diatrizoate', 'Methylglucamine Diatrizoate', 'Methylglucamine, Diatrizoate']
C0012007	['3,5-Diacetamido-2,4,6-triiodobenzoic Acid, Sodium Salt', 'diatrizoate sodium (procedure)', 'Diatrizoate Sodium', 'Diatrizoate Sodium', 'diatrizoate sodium', 'diatrizoate sodium', 'Diatrizoate Sodium', 'DIATRIZOATE SODIUM', 'diatrizoate sodium', 'diatrizoate sodium', 'diatrizoate sodium', 'diatrizoate sodium', 'Diatrizoate Sodium', 'DIATRIZOATE SODIUM', 'Diatrizoate Sodium', 'Diatrizoate, Sodium', 'Sodium amidotrizoate (substance)', 'Sodium amidotrizoate', 'Sodium Diatrizoate', 'Sodium diatrizoate', 'Urografic Acid Sodium Salt']
C0012018	['Diazirine', 'Diazomethane (substance)', 'Diazomethane', 'Diazomethane', 'Diazomethane', 'Diazomethane', 'Diazomethane', 'Diazomethane', 'Methane, diazo-']
C0012095	['Dicobalt EDTA', 'EDTA, Dicobalt']
C0012124	["Cyclohexanamine, N,N'-methanetetraylbis-", 'DCCD', 'Dicyclohexylcarbodiimide']
C0012256	['beta-D-Galactopyranoside, (2alpha,3beta,5alpha,15beta,25R)-2,15-dihydroxyspirostan-3-yl) O-beta-D-glucopyranosyl-(1-3)-O-beta-D-galactopyranosyl-(1-2)-O-(beta-D-xylopyranosyl-(1-3))-O-beta-D-glucopyranosyl-(1-4', 'Digitin', 'Digitonin', 'digitonin']
C0012398	['Adipimate, Dimethyl', 'Adipimidate, Dimethyl', 'Adipinamidate, Dimethyl', 'Dimethyl Adipimate', 'Dimethyl Adipimidate', 'Dimethyl Adipinamidate', 'Hexanediimidic acid, dimethyl ester']
C0012402	['Bismethyl Suberimidate', 'Dimethyl Suberimidate', 'Dimethylsuberimidate', 'Octanediimidic acid, dimethyl ester', 'Suberimidate, Bismethyl', 'Suberimidate, Dimethyl']
C0012426	['Dimethylformamide (substance)', 'Dimethylformamide', 'Dimethylformamide', 'Dimethylformamide', 'Dimethylformamide', 'Dimethylformamide', 'Dimethylformamide', 'Dimethylformamide', 'Formamide, N,N-dimethyl-', 'Formamide, N,N-dimethyl-', 'N,N Dimethylformamide', 'N,N-dimethylformamide (substance)', 'N,N-Dimethylformamide', 'N,N-Dimethylformamide', 'N,N-DIMETHYLFORMAMIDE', 'N,N-dimethylformamide', 'N-Formyldimethylamine']
C0012456	['(R)-(7-Myristoyl-4-oxido-10-oxo-3,5,9-trioxa-4-phosphatricosyl)trimethylammonium 4-oxide', '1,2 Dimyristoyl glycero 3 phosphorylcholine', '1,2 Ditetradecanoyl glycero 3 phosphocholine', '1,2 Ditetradecyl glycero 3 phosphocholine', '1,2-Dimyristoyl-glycero-3-phosphorylcholine', '1,2-dimyristoyl-sn-glycero-3-phosphocholine', '1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE', '1,2-Ditetradecanoyl-glycero-3-phosphocholine', '1,2-Ditetradecyl-glycero-3-phosphocholine', '3,5,9-Trioxa-4-phosphatricosan-1-aminium, 4-hydroxy-N,N,N-trimethyl-10-oxo-7-((1-oxotetradecyl)oxy)-, inner salt, 4-oxide', 'Dimyristoyl lecithin', 'Dimyristoyl Lecithin', 'Dimyristoyllecithin', 'Dimyristoyllecithin', 'dimyristoylphosphatidylcholine', 'Dimyristoylphosphatidylcholine', 'dimyristoylphosphatidylcholine', 'Dimyristoylphosphatidylcholine', 'DMCP', 'DMPC', 'DMPC']
C0012463	['1 Fluoro 2,4 dinitrobenzene', '1-Fluoro-2,4-dinitrobenzene', '1-FLUORO-2,4-DINITROBENZENE', '1-fluoro-2,4-dinitrobenzene', '1-Fluoro-2,4-dinitrobenzene', '2,4-dinitrobenzene fluoride', '2,4-nitrofluorobenzene', 'Benzene, 1-fluoro-2,4-dinitro-', 'Dinitrofluorobenzene', 'Dinitrofluorobenzene', 'dinitrofluorobenzene', 'Dinitrofluorobenzene', 'DNFB (dinitrofluorbenzene)', 'DNFB', 'DNFB', 'DNFB', 'DNFB', 'Fluorodinitrobenzene', "Sanger's Reagent"]
C0012531	['1,5 Diphenylcarbazide', '1,5-Diphenylcarbazide', "Carbonic dihydrazide, 2,2'-diphenyl-", 'Diphenylcarbazide', 'S Diphenylcarbazide', 'S-Diphenylcarbazide']
C0012533	['1,6 Diphenylhexatriene', '1,6-Diphenyl-1,3,5-hexatriene', '1,6-Diphenylhexatriene', "Benzene, 1,1'-(1,3,5-hexatriene-1,6-diyl)bis-", 'Diphenylhexatriene']
C0012584	['Bipyridyl']
C0012753	['Distannous EDTA', 'EDTA, Distannous']
C0012783	["3,3' Diethylthiadicarbocyanine", "3,3'-Diethylthiadicarbocyanine", 'Benzothiazolium, 3-ethyl-2-(5-(3-ethyl-2(3H)-benzothiazolylidene)-1,3-pentadienyl)-', 'Dithiazanine (substance)', 'dithiazanine', 'Dithiazanine', 'Dithiazanine', 'DITHIAZANINE', 'Dithiazanine']
C0012784	['Dithiazanine iodide (substance)', 'dithiazanine iodide', 'Dithiazanine Iodide', 'Dithiazanine Iodide', 'DITHIAZANINE IODIDE', 'Dithiazanine iodide', 'Iodide, Dithiazanine']
C0012786	['2,3-Butanediol, 1,4-dimercapto-, (R*,S*)-', 'Dithioerythreitol', 'Dithioerythritol']
C0012788	["5,5'-Dithiobis(2-nitrobenzoic Acid)", 'Acid, Dithionitrobenzoic', "Benzoic acid, 3,3'-dithiobis(6-nitro)-", 'dithionitrobenzoic acid (DTNB)', 'Dithionitrobenzoic Acid', 'Dithionitrobenzoic Acid', 'DTNB', 'dtnb', 'Ellman Reagent', "Ellman's Reagent", 'Ellmans Reagent', "Reagent, Ellman's"]
C0012790	['Diazenecarbothioic acid, phenyl-, 2-phenylhydrazide', 'Diphenylthiocarbazone', 'Dithizon', 'Dithizone']
C0012893	['DNA Hybridization Probe', 'DNA Hybridization Probes', 'DNA probe', 'DNA Probe', 'dna probe', 'DNA Probes', 'DNA Probes', 'DNA probes', 'DNA Probes', 'dna probes', 'Hybridization Probe, DNA', 'Hybridization Probes, DNA', 'probe dna', 'Probe, DNA Hybridization', 'Probe, DNA', 'Probes, DNA Hybridization', 'Probes, DNA', 'Probes, DNA', 'Reagents, Molecular Assay, Nucleic Acid Probe, DNA']
C0012894	['DNA Probes, Histocompatibility Antigen', 'DNA Probes, HLA', 'Histocompatibility Antigen DNA Probes', 'HLA DNA Probes', 'Human Leukocyte Antigen DNA Probes', 'Probes, HLA DNA']
C0012895	['DNA Probes, HPV', 'HPV DNA Probes', 'HPV DNA Probes', 'Human Papilloma Virus DNA Probes', 'Papilloma Virus DNA Probes', 'Probes, HPV DNA']
C0013254	['(Diethylenetriamine)pentaacetic acid', 'Detapac', 'DETAPAC', 'Detapac', 'Detapac', 'Diethylene triamine pentaacetic acid', 'Diethylenetriamine Pentaacetic Acid', 'DIETHYLENETRIAMINE PENTAACETIC ACID', 'Diethylenetriamine pentaacetic acid', 'Diethylenetriamine Pentaacetic Acid', "Diethylenetriamine-N,N,N',N'',N''-pentaacetic Acid", 'Diethylenetriaminepentaacetic acid', 'Diethylenetriaminepentaacetic acid', 'Diethylenetriaminepentaacetic acid', 'DTP-A', 'DTPA - Diethylenetriaminepentaacetic acid', 'DTPA', 'DTPA', 'DTPA', 'DTPA', 'dtpa', 'DTPA', 'Glycine, N,N-bis(2-(bis(carboxymethyl)amino)ethyl)-', 'Pentaacetic Acid, Diethylenetriamine', 'Pentaind', 'Pentetic acid (substance)', 'pentetic acid', 'pentetic acid', 'Pentetic acid', 'Pentetic Acid', 'pentetic acid', 'pentetic acid', 'Pentetic Acid', 'PENTETIC ACID', 'Pentetic Acid', 'pentetic acid', 'pentetic acid', 'pentetic acid', 'Pentetic Acid', 'PENTETIC ACID', 'pentetic acid', 'Pentetic acid', 'Pentetic Acid', 'Pentetic acid-containing product', 'Penthanil', 'Product containing pentetic acid (medicinal product)']
C0013343	['Color Additive', 'coloring agents', 'Dye (substance)', 'Dye', 'dye', 'dye', 'Dye', 'Dye', 'dye', 'Dyes', 'Dyes', 'Dyes', 'dyes']
C0013714	['(Ethylenebis(Oxyethylenenitrilo))Tetraacetic Acid', '6,9-Dioxa-3,12-Diazatetradecanedioic Acid, 3,12-Bis(Carboxymethyl)-', '6,9-Dioxa-3,12-diazatetradecanedioic acid, 3,12-bis(carboxymethyl)-', 'Acid, Egtazic', 'EGATA', 'EGTA', 'egta', 'egtazic acid (EGTA)', 'egtazic acid', 'Egtazic Acid', 'egtazic acid', 'Egtazic Acid', 'EGTAZIC ACID', 'egtazic acid', 'Ethylene Glycol Bis(2-aminoethyl ether)tetraacetic Acid', 'Ethylene Glycol Tetraacetic Acid', 'Ethylenebis(oxyethylenenitrile)tetraacetic Acid', 'GEDTA', "Glycoletherdiamine-N,N,N',N'-tetraacetic Acid"]
C0014129	['Endocistobil']
C0014163	['Endographin']
C0014444	['Enzyme, Immobilized', 'Enzymes, Immobilized', 'Immobilized Enzyme', 'immobilized enzyme', 'Immobilized Enzymes', 'Immobilized enzymes']
C0014639	['epsilon ATP', 'epsilon-ATP']
C0014824	["2',4',5',7'-Tetraiodofluorescein", "2',4',5',7'-Tetraiodofluorescein", "3',6'-Dihydroxy-2',4',5',7'-Tetraiodo-3H-Spiro(2-Benzofuran-1,9'-Xanthen)-3-One", 'Bluish erythrosin', 'Erythrosin B stain (substance)', 'Erythrosin B stain', 'Erythrosin B stain-containing product', 'Erythrosin B', 'ERYTHROSIN B', 'Erythrosin B', 'Erythrosin', 'Erythrosine Acid', 'Erythrosine B', 'Erythrosine B', 'Erythrosine B', 'Erythrosine J', 'erythrosine', 'Erythrosine', 'Erythrosine', 'Erythrosine', 'erythrosine', 'Erythrosine', 'F D & C #3', 'F D & C RED #3', 'F D & C Red #3', 'FD & C RED #3', 'FD & C Red No. 3', 'FD and C red 3', 'FD&C Red 3', 'FD&C Red No. 3', 'FD&C Red No. 3', 'FD&C RED NO. 3', 'FD&C Red NO. 3', 'FD&C red no. 3', 'FD&C Red No.3', 'FDC Red No. 3', 'Iodo-eosin', 'Product containing erythrosin B stain (medicinal product)', 'Solvent Red 140', "Spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, 3',6'-dihydroxy-2',4',5',7'-tetraiodo-, disodium salt", 'Tetra-iodofluorescein sodium salt']
C0014839	['2H-1-Benzopyran-2-one, 6-(beta-D-glucopyranosyloxy)-7-hydroxy-', '6,7-Dihydroxycoumarin 6-glucoside', '6,7-Dihydroxycoumarin-6-O-glucoside', '6,7-Dihydroxycoumarin-6-O-glucoside', '6-(beta-D-Glucopyranosyloxy)-7-hydroxy-2H-1-benzopyran-2-one', '6-(beta-D-Glucopyranosyloxy)-7-hydroxy-cumarin', 'Aesculin', 'aesculin', 'Aesculin', 'Aesculinum', 'Esculetin 6-O-glucoside', 'esculetin 6-β-D-glucoside', 'Esculin (substance)', 'Esculin', 'esculin', 'Esculin', 'esculin', 'Esculin', 'ESCULIN', 'Esculin', 'ESCULIN', 'esculin', 'Esculina', 'esculoside (esculin)', 'Esculoside', 'Esculoside', 'Venoplant']
C0014991	['Ethenoadenosine Triphosphate', 'Triphosphate, Ethenoadenosine']
C0015018	['Ethiodised oil', 'Ethiodised oil-containing product', 'Ethiodized Oil (Injection)', 'ethiodized oil (procedure)', 'Ethiodized oil (substance)', 'Ethiodized Oil', 'ethiodized oil', 'Ethiodized oil', 'Ethiodized oil', 'ethiodized oil', 'ethiodized oil', 'ethiodized oil', 'ETHIODIZED OIL', 'Ethiodized Oil', 'Ethiodized Oil', 'ethiodized oil', 'ethiodized oil', 'Ethiodized Oil', 'ETHIODIZED OIL', 'ethiodized oil', 'ethiodized oil', 'Ethiodized oil', 'ETHIODIZED OIL', 'Ethiodized oil-containing product', 'Ethiodized Oils', 'Oil, Ethiodized', 'Oils, Ethiodized', 'Product containing ethiodized oil (medicinal product)']
C0015051	['1,2-Dihydro-6-Ethoxy-2,2,4-Trimethylquinoline', '6-Ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline', '6-ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline', '6-ETMDQ', 'Ethoxyquin (substance)', 'ethoxyquin', 'Ethoxyquin', 'ethoxyquin', 'Ethoxyquin', 'Ethoxyquin', 'ETHOXYQUIN', 'Ethoxyquin', 'ETHOXYQUIN', 'Quinoline, 6-ethoxy-1,2-dihydro-2,2,4-trimethyl-']
C0015073	["1,3-Propanediamine, N'-(ethylcarbonimidoyl)-N,N-dimethyl-", '1-Ethyl-3-(3-Dimethylaminopropyl)Carbodiimide', '3-(3-Dimethylaminopropyl)-1-Ethylcarbodiimide', 'Carbodiimide, Ethyldimethylaminopropyl', 'EDAP Carbodiimide', 'EDAP-Carbodiimide', 'Ethyldimethylaminopropyl Carbodiimide']
C0015082	['Dichlorides, Ethylene', 'Dichloroethane (substance)', 'Dichloroethane', 'Dichloroethane', 'Dichloroethane', 'Dichloroethane', 'Dichloroethanes', 'Ethylene Dichlorides', 'Ethylene Dichlorides']
C0015101	['1H-Pyrrole-2,5-dione, 1-ethyl-', 'Ethylmaleimide', 'N Ethylmaleimide', 'N-Ethylmaleimide', 'NEM (N ethylmaleimide)']
C0015205	["1,3-Naphthalenedisulfonic acid, 6,6'-((3,3'-dimethyl(1,1'-biphenyl)-4,4'-diyl)bis(azo))bis(4-amino-5-hydroxy)-, tetrasodium salt", 'Azovan Blue', 'Blue, Azovan', "Blue, Evan's", 'Blue, Evans', 'Diazol pure blue', 'Direct blue 58', 'Evan Blue', "Evan's Blue", "evan's blue", 'Evans blue stain (substance)', 'Evans blue stain', 'Evans blue', 'Evans blue', 'EVANS BLUE', 'Evans Blue', 'Evans blue', 'evans blue', 'Evans blue', 'Evans Blue', 'EVANS BLUE', 'Evans blue']
C0015874	['Ferrihorseradish Peroxidase', 'Peroxidase, Ferrihorseradish']
C0015893	["Benzenesulfonic acid, 4,4'-(3-(2-pyridinyl)-1,2,4-triazine-5,6-diyl)bis-, disodium salt", 'Ferrozine']
C0016071	['alpha-D-Glucopyranoside, beta-D-fructofuranosyl, homopolymer', 'Ficoll', 'Ficoll']
C0016184	['Fixative', 'fixative', 'Fixative', 'Fixatives', 'Fixatives', 'Fixatives', 'fixatives', 'Reagents, Cytology/Histology, Fixative']
C0016312	['Fluorescamine', "Spiro(furan-2(3H),1'(3'H)-isobenzofuran)-3,3'-dione, 4-phenyl-"]
C0016314	['Fluoresceins']
C0016320	['Agents, Fluorescence', 'Agents, Fluorescent', 'Dyes, Fluorescent', 'Flourescent Agent', 'Fluorescence Agents', 'Fluorescent Agents', 'fluorescent dye', 'Fluorescent Dye', 'fluorescent dye', 'fluorescent dye/probe', 'Fluorescent Dyes', 'fluorescent dyes', 'Fluorochrome', 'Fluorochrome', 'Fluorochromes']
