C0002085	['等位基因', '等位基因', 'Allelomorph', '等位形']
C0525037	['CDKN2基因', 'CDKN2基因', 'CDKN2A基因', 'CDKN2A基因', '基因，CDKN2', '基因，CDKN2A', '基因，MTS1', '基因，p16', '基因，p16INK4', '基因，p16INK4A', 'MTS1基因', 'MTS1基因', 'p16基因', 'p16基因', 'p16INK4基因', 'p16INK4基因', 'p16INK4A基因', 'p16INK4A基因']
C0537026	[]
C0546917	[]
C0546918	[]
C0555908	[]
C0555909	[]
C0555910	[]
C0555911	[]
C0555912	[]
C0555913	[]
C0555914	[]
C0555915	[]
C0555916	[]
C0555917	[]
C0555918	[]
C0596123	[]
C0596223	[]
C0596707	[]
C0597336	['基因座，数量性状', '基因座，数量性状', '数量性状位点', '数量性状位点', '数量性状位点', '数量性状位点']
C0598034	['BRCA2基因', 'BRCA2基因', '基因，BRCA2', '基因，BRCA2']
C0598467	[]
C0598468	[]
C0598492	[]
C0598493	[]
C0598659	[]
C0598660	[]
C0598663	[]
C0598664	[]
C0598665	[]
C0598666	[]
C0599294	[]
C0599295	[]
C0599770	[]
C0599776	[]
C0599797	[]
C0599798	[]
C0599868	[]
C0599869	[]
C0599897	[]
C0599898	[]
C0599899	[]
C0599900	[]
C0599903	[]
C0600449	['必需基因', '基本基因', '基本基因', '基本基因']
C0600497	['重复基因', '重复基因', '基因，重复', '基因，重复']
C0677907	[]
C0678928	['基因，X染色体', 'X连锁基因', '基因，X染色体', 'X连锁基因', '基因，X染色体', 'X连锁基因', 'X染色体基因', 'X连锁基因', 'X染色体基因', 'X染色体基因', 'X连锁基因', 'X连锁基因']
C0678929	['基因，Y染色体', 'Y连锁基因', '基因，Y染色体', '基因，Y连锁', '基因，Y染色体', 'Y连锁基因', 'Y连锁基因', 'Y染色体基因', 'Y染色体基因', 'Y连锁基因', 'Y连锁基因']
C0678933	['遗传位点', '遗传位点', '基因座', '基因座']
C0678941	[]
C0683222	[]
C0683223	[]
C0694872	[]
C0694873	[]
C0694878	[]
C0694879	[]
C0694883	[]
C0694884	[]
C0694887	[]
C0694888	[]
C0694889	[]
C0694890	[]
C0694891	[]
C0694894	[]
C0694895	[]
C0694897	[]
C0694898	[]
C0694899	['基因，人类WT2', 'MTACR1基因', '基因，人类WT2', '基因，MTACR1', '基因，WT2肾母细胞瘤', '人WT2基因', '人类WT2基因', 'MTACR1基因', 'MTACR1基因', '多个肿瘤相关染色体1区基因', '多个肿瘤相关染色体1区基因', 'WT2基因，人类', 'WT2基因，人类']
C0702257	[]
C0702258	[]
C0702259	[]
C0702260	[]
C0751608	['cDNA文库', 'cDNA文库', '文库，cDNA', 'cDNA文库']
C0751993	['c-myb基因', 'c myb原癌基因', 'c-myb基因', 'c-myb基因', 'c-myb原癌基因', 'c-myb原癌基因', '基因，c-myb', '基因，c-myb', '原癌基因', '原癌基因']
C0751994	['基因，myb', '基因，myb', 'myb基因', 'myb基因']
C0751995	['c sis基因', '原癌基因', 'c-sis基因', 'c-sis基因', 'c-sis原癌基因', 'c-sis原癌基因', '基因，c-sis', '基因', '基因，c-sis', '基因', 'PDGFB基因', 'PDGFB基因', '原癌基因', '原癌基因']
C0751996	['吉恩，姐姐', '基因，sis', 'sis基因', 'sis基因']
C0751997	['c相关基因', 'c rel原癌基因', 'c-rel基因', 'c-rel基因', 'c-rel原癌基因', 'c-rel原癌基因', '基因，c-rel', '基因，c-rel', '原癌基因', '原癌基因']
C0751998	['基恩，雷尔', '基因', 'rel基因', 'rel基因']
C0752112	['古细菌基因组', '古细菌基因组', '古细菌基因组', '古细菌基因组']
C0796304	[]
C0796350	[]
C0796355	[]
C0796386	[]
C0796516	[]
C0796517	[]
C0796518	[]
C0796520	[]
C0796697	[]
C0796698	[]
C0805112	[]
C0805158	[]
C0805184	[]
C0805185	[]
C0805186	[]
C0805187	[]
C0805188	[]
C0805422	[]
C0805423	[]
C0805424	[]
C0805502	[]
C0805503	[]
C0805582	[]
C0806101	[]
C0806118	[]
C0806119	[]
C0806120	[]
C0806317	[]
C0806377	[]
C0806378	[]
C0807006	[]
C0807009	[]
C0807010	[]
C0807012	[]
C0807969	[]
C0807970	[]
C0808900	[]
C0808901	[]
C0809183	[]
C0809246	[]
C0812198	[]
C0812200	[]
C0812201	[]
C0812202	[]
C0812204	[]
C0812205	[]
C0812211	[]
C0812214	[]
C0812215	[]
C0812217	[]
C0812218	[]
C0812219	[]
C0812220	[]
C0812221	[]
C0812222	[]
C0812223	[]
C0812224	[]
C0812227	[]
C0812228	[]
C0812229	[]
C0812230	[]
C0812231	[]
C0812233	[]
C0812234	[]
C0812235	[]
C0812236	[]
C0812237	[]
C0812238	[]
C0812239	[]
C0812241	[]
C0812242	[]
C0812244	[]
C0812245	[]
C0812246	[]
C0812248	[]
C0812250	[]
C0812252	[]
C0812253	[]
C0812257	[]
C0812258	[]
C0812260	[]
C0812261	[]
C0812262	[]
C0812263	[]
C0812264	[]
C0812265	[]
C0812266	[]
C0812267	[]
C0812268	[]
C0812269	[]
C0812270	[]
C0812271	[]
C0812273	[]
C0812278	[]
C0812281	[]
C0812283	[]
C0812284	[]
C0812285	[]
C0812286	[]
C0812287	[]
C0812288	[]
C0812289	[]
C0812290	[]
C0812291	[]
C0812292	[]
C0812295	[]
C0812296	[]
C0812297	[]
C0812298	[]
C0812299	[]
C0812300	[]
C0812302	[]
C0812303	[]
C0812304	[]
C0812305	[]
C0812306	[]
C0812307	[]
C0812308	[]
C0812309	[]
C0812310	[]
C0812311	[]
C0812312	[]
C0812313	[]
C0812314	[]
C0812315	[]
C0812317	[]
C0812324	[]
C0812325	[]
C0812327	[]
C0812329	[]
C0812372	[]
C0812375	[]
C0812376	[]
C0812377	[]
C0812379	[]
C0812380	[]
C0812381	[]
C0812382	[]
C0812383	[]
C0812384	[]
C0812385	[]
C0812443	[]
C0812444	[]
C0812445	[]
C0812446	[]
C0812448	[]
C0813143	[]
C0872147	['脱氧核糖核酸库', 'DNA文库', '图书馆，DNA', '图书馆，DNA']
C0872189	[]
C0872331	[]
C0879290	[]
C0879338	[]
C0879389	[]
C0879390	[]
C0879391	[]
C0879392	[]
C0879393	[]
C0879468	['c-fms基因', 'c-fms原癌基因', 'c-fms基因', 'c-fms基因', 'c-fms原癌基因', 'c-fms原癌基因', '基因，c-fms', '基因，c-fms', '原癌基因', '原癌基因']
C0879590	[]
C0879609	[]
C0887817	['重组转基因', '重组转基因', '转基因，重组', '转基因，重组']
C0887860	['吉恩，自私', '自私的基因', '自私基因', '自私基因']
C0906566	[]
C0919336	[]
C0919338	[]
C0919420	[]
C0919425	[]
C0919426	[]
C0919427	[]
C0919428	[]
C0919429	[]
C0919430	[]
C0919432	[]
C0919435	[]
C0919437	['癌症基因', '癌症基因', '基因，癌症', '基因，癌症']
C0919441	[]
C0919442	[]
C0919445	[]
C0919447	[]
C0919449	[]
C0919451	[]
C0919453	[]
C0919455	[]
C0919457	[]
C0919458	[]
C0919463	[]
C0919466	[]
C0919472	[]
C0919476	[]
C0919477	[]
C0919478	[]
C0919479	[]
C0919481	[]
C0919487	[]
C0919490	[]
C0919496	[]
C0919499	[]
C0919505	[]
C0919506	[]
C0919507	[]
C0919508	[]
C0919509	[]
C0919511	[]
C0919516	[]
C0919521	[]
C0919524	[]
C0919528	[]
C0919533	[]
C0919534	[]
C0919538	[]
C0919539	[]
C0919542	[]
C0919550	[]
C0919551	[]
C0920268	[]
C0920270	[]
C0920274	[]
C0920288	[]
C0935660	[]
C0935661	[]
C0935881	[]
C0935995	[]
C0935996	[]
C0949485	['基因，生长抑制物', '基因，生长抑制物', '生长抑制基因', '生长抑制基因', '抑制基因，生长', '抑制基因，生长']
C0949486	['转移抑制基因', '基因，转移抑制因子', '转移抑制基因', '转移抑制基因', '抑制基因，转移', '抑制基因，转移']
C0949487	['琥珀抑制基因', '琥珀抑制基因', '琥珀抑制基因', '基因，琥珀抑制因子', '抑制基因', '抑制基因']
C0949488	['基因，无义突变抑制器', '无义突变抑制基因']
C0949489	['基因，WT1肾母细胞瘤', 'WT1基因，人类']
C0949545	['c erbB 3基因', 'c-erbB-3基因', 'c-erbB-3基因', '基因，c-erbB-3']
C0949635	['基因，性别决定区Y', '基因，性别决定区Y', '基因，与性别有关', '基因，sry', '与性别有关的基因', '与性别有关的基因', '基因，sry', 'Y染色体上的性别决定区基因', 'Y染色体上的性相关基因', 'Y染色体上的性别决定区基因', 'Y染色体上的性相关基因', '性相关Y基因', '性相关Y基因', 'sry基因', 'sry基因', 'Y基因，性别相关', 'Y基因，性别相关']
C0963396	[]
C0964742	[]
C0969653	['赭石抑制基因', '赭石抑制基因', '赭石抑制基因', '赭石抑制基因', '抑制基因', '抑制基因']
C0971864	['移码抑制基因', '移码抑制基因', '移码抑制基因', '基因，移码抑制器', '抑癌基因，移码', '抑制基因，移码']
C1134446	[]
C1134448	[]
C1134711	[]
C1135159	[]
C1135166	[]
C1136352	['遗传结构', '遗传结构', '遗传结构', '遗传结构']
C1136365	['成分，基因', '成分，基因', '基因成分', '基因成分']
C1136366	['组分，基因组', '成分，基因组', '基因组成分', '基因组成分']
C1136377	['数量性状基因座']
C1138393	['嵌套基因', '嵌套基因', '嵌套基因', '重叠基因']
C1141648	['细胞周期检查点基因', '检查点基因，细胞周期']
C1176140	[]
C1257744	['基因，转基因自杀', '基因，转基因自杀', '基因，转基因自杀', '基因，转基因自杀', '基因，转基因，自杀', '自杀基因，转基因', '自杀基因', '自杀基因，转基因', '自杀基因，转基因', '自杀转基因', '自杀转基因', '转导自杀基因', '转导的自杀基因', '转基因，自杀', '转基因，自杀', '转基因自杀基因', '转基因自杀基因']
C1257745	['基因，自杀，代谢，转基因', '转基因代谢自杀基因']
C1257769	['诱导凋亡的转基因', '凋亡诱导基因，转基因', '凋亡诱导基因，转基因', '诱导凋亡转基因', '诱导凋亡的转基因', '基因，转基因诱导细胞凋亡', '基因，转基因诱导细胞凋亡', '基因，转基因诱导细胞凋亡', '转基因，诱导凋亡', '转基因，诱导凋亡', '转基因凋亡诱导基因', '转基因凋亡诱导基因']
C1257902	['吉恩，跳', '基因，跳跃', '跳跃基因', '跳跃基因']
C1317410	[]
C1317721	[]
C1317751	[]
C1321760	[]
C1321914	[]
C1325331	[]
C1327768	[]
C1327771	[]
C1327772	[]
C1327773	[]
C1327780	[]
C1327784	[]
C1327810	[]
C1327811	[]
C1327812	[]
C1327882	[]
C1327938	[]
C1328027	[]
C1328030	[]
C1328053	[]
C1328912	[]
C1332001	[]
C1332002	[]
C1332005	[]
C1332008	[]
C1332009	[]
C1332010	[]
C1332011	[]
C1332012	[]
C1332013	[]
C1332015	[]
C1332017	[]
C1332018	[]
C1332020	[]
C1332022	[]
C1332025	[]
C1332026	[]
C1332027	[]
C1332028	[]
C1332029	[]
C1332030	[]
C1332034	[]
C1332036	[]
C1332065	[]
C1332070	[]
C1332071	[]
C1332072	[]
C1332073	[]
C1332074	[]
C1332075	[]
C1332076	[]
C1332077	[]
C1332080	[]
C1332082	[]
C1332083	[]
C1332084	[]
C1332086	[]
C1332088	[]
C1332089	[]
C1332090	[]
C1332091	[]
C1332093	[]
C1332095	[]
C1332096	[]
C1332098	[]
C1332100	[]
C1332101	[]
C1332102	[]
C1332104	[]
C1332105	[]
C1332109	[]
C1332110	[]
C1332111	[]
C1332112	[]
C1332114	[]
C1332115	[]
C1332116	[]
C1332117	[]
C1332118	[]
C1332119	[]
C1332120	[]
C1332121	[]
C1332122	[]
C1332123	[]
C1332124	[]
C1332125	[]
C1332126	[]
C1332127	[]
C1332163	[]
C1332237	[]
C1332321	[]
C1332323	[]
C1332324	[]
C1332364	[]
C1332371	[]
C1332372	[]
C1332373	[]
C1332374	[]
C1332375	[]
C1332376	[]
C1332378	[]
C1332379	[]
C1332380	[]
C1332381	[]
C1332386	[]
C1332387	[]
C1332388	[]
C1332389	[]
C1332390	[]
C1332391	[]
C1332397	[]
C1332398	[]
C1332399	[]
C1332400	[]
C1332402	[]
C1332403	[]
C1332407	[]
C1332408	[]
C1332409	[]
C1332410	[]
C1332411	[]
C1332412	[]
C1332413	[]
C1332414	[]
C1332415	[]
C1332416	[]
C1332417	[]
C1332418	[]
C1332419	[]
C1332420	[]
C1332421	[]
C1332422	[]
C1332423	[]
C1332424	[]
C1332425	[]
C1332426	[]
C1332427	[]
C1332428	[]
C1332430	[]
C1332431	[]
C1332433	[]
C1332435	[]
C1332436	[]
C1332438	[]
C1332440	[]
C1332444	[]
C1332447	[]
C1332448	[]
C1332449	[]
C1332450	[]
C1332451	[]
C1332452	[]
C1332453	[]
C1332455	[]
C1332461	[]
C1332546	[]
C1332589	[]
C1332590	[]
C1332656	[]
C1332658	[]
C1332659	[]
C1332660	[]
C1332661	[]
C1332662	[]
C1332664	[]
C1332665	[]
C1332666	[]
C1332667	[]
C1332668	[]
C1332669	[]
C1332670	[]
C1332671	[]
C1332672	[]
C1332673	[]
C1332675	[]
C1332676	[]
C1332677	[]
C1332678	[]
C1332679	[]
C1332680	[]
C1332681	[]
C1332682	[]
C1332683	[]
C1332684	[]
C1332685	[]
C1332686	[]
C1332687	[]
C1332688	[]
C1332689	[]
C1332690	[]
C1332691	[]
C1332692	[]
C1332693	[]
C1332694	[]
C1332695	[]
C1332696	[]
C1332697	[]
C1332698	[]
C1332699	[]
C1332700	[]
C1332701	[]
C1332702	[]
C1332703	[]
C1332704	[]
C1332705	[]
C1332706	[]
C1332707	[]
C1332708	[]
C1332709	[]
C1332710	[]
C1332711	[]
C1332712	[]
C1332713	[]
C1332714	[]
C1332715	[]
C1332716	[]
C1332718	[]
C1332719	[]
C1332720	[]
C1332721	[]
C1332722	[]
C1332724	[]
C1332725	[]
C1332727	[]
C1332728	[]
C1332729	[]
C1332730	[]
C1332732	[]
C1332733	[]
C1332734	[]
C1332735	[]
C1332736	[]
C1332737	[]
C1332738	[]
C1332739	[]
C1332740	[]
C1332741	[]
C1332742	[]
C1332743	[]
C1332744	[]
C1332745	[]
C1332747	[]
C1332749	[]
C1332750	[]
C1332751	[]
C1332752	[]
C1332753	[]
C1332754	[]
C1332755	[]
C1332757	[]
C1332758	[]
C1332759	[]
C1332760	[]
C1332761	[]
C1332762	[]
C1332763	[]
C1332764	[]
C1332765	[]
C1332766	[]
C1332767	[]
C1332768	[]
C1332770	[]
C1332771	[]
C1332772	[]
C1332773	[]
C1332774	[]
C1332775	[]
C1332776	[]
C1332777	[]
C1332778	[]
C1332780	[]
C1332781	[]
C1332782	[]
C1332784	[]
C1332785	[]
C1332786	[]
C1332787	[]
C1332788	[]
C1332789	[]
C1332790	[]
C1332791	[]
C1332792	[]
C1332793	[]
C1332794	[]
C1332795	[]
C1332796	[]
C1332797	[]
C1332798	[]
C1332799	[]
C1332800	[]
C1332801	[]
C1332802	[]
C1332803	[]
C1332804	[]
C1332805	[]
C1332806	[]
C1332807	[]
C1332808	[]
C1332809	[]
C1332810	[]
C1332811	[]
C1332812	[]
C1332813	[]
C1332814	[]
C1332816	[]
C1332817	[]
C1332818	[]
C1332819	[]
C1332820	[]
C1332821	[]
C1332822	[]
C1332823	[]
C1332824	[]
C1332825	[]
C1332826	[]
C1332828	[]
C1332829	[]
C1332830	[]
C1332838	[]
C1332858	[]
C1332870	[]
C1332871	[]
C1332924	[]
C1332927	[]
C1333031	[]
C1333075	[]
C1333079	[]
C1333104	[]
C1333135	[]
C1333167	[]
C1333181	[]
C1333183	[]
C1333185	[]
C1333186	[]
C1333187	[]
C1333188	[]
C1333195	[]
C1333196	[]
C1333197	[]
C1333199	[]
C1333200	[]
C1333202	[]
C1333203	[]
C1333205	[]
C1333206	[]
C1333207	[]
C1333208	[]
C1333209	[]
C1333210	[]
C1333212	[]
C1333213	[]
C1333214	[]
C1333216	[]
C1333217	[]
C1333218	[]
C1333219	[]
C1333221	[]
C1333223	[]
C1333225	[]
C1333226	[]
C1333227	[]
C1333237	[]
C1333242	[]
C1333243	[]
C1333245	[]
C1333246	[]
C1333247	[]
C1333248	[]
C1333250	[]
C1333251	[]
C1333252	[]
C1333253	[]
C1333254	[]
C1333255	[]
C1333256	[]
C1333257	[]
C1333258	[]
C1333314	[]
C1333327	[]
C1333329	[]
C1333331	[]
C1333333	[]
C1333336	[]
C1333337	[]
C1333338	[]
C1333339	[]
C1333340	[]
C1333341	[]
C1333342	[]
C1333343	[]
C1333347	[]
C1333348	[]
C1333349	[]
C1333350	[]
C1333351	[]
C1333352	[]
C1333355	[]
C1333356	[]
C1333357	[]
C1333358	[]
C1333359	[]
C1333360	[]
C1333361	[]
C1333362	[]
C1333363	[]
C1333365	[]
C1333366	[]
C1333367	[]
C1333368	[]
C1333398	[]
C1333402	[]
C1333403	[]
C1333471	[]
C1333497	[]
C1333522	[]
C1333523	[]
C1333524	[]
C1333525	[]
C1333526	[]
C1333527	[]
C1333528	[]
C1333529	[]
C1333530	[]
C1333532	[]
C1333533	[]
C1333535	[]
C1333536	[]
C1333537	[]
C1333538	[]
C1333539	[]
C1333540	[]
C1333541	[]
C1333542	[]
C1333543	[]
C1333544	[]
C1333547	[]
C1333548	[]
C1333565	[]
C1333566	[]
C1333567	[]
C1333568	[]
C1333569	[]
C1333570	[]
C1333571	[]
C1333572	[]
C1333573	[]
C1333574	[]
C1333576	[]
C1333577	[]
C1333578	[]
C1333579	[]
C1333581	[]
C1333583	[]
C1333584	[]
C1333585	[]
C1333586	[]
C1333587	[]
C1333588	[]
C1333589	[]
C1333609	[]
C1333652	[]
C1333653	[]
C1333655	[]
C1333658	[]
C1333659	[]
C1333660	[]
C1333661	[]
C1333663	[]
C1333664	[]
C1333665	[]
C1333666	[]
C1333667	[]
C1333668	[]
C1333669	[]
C1333670	[]
C1333672	[]
C1333673	[]
C1333674	[]
C1333675	[]
C1333676	[]
C1333677	[]
C1333678	[]
C1333679	[]
C1333682	[]
C1333683	[]
C1333684	[]
C1333685	[]
C1333686	[]
C1333687	[]
C1333688	[]
C1333689	[]
C1333690	[]
C1333691	[]
C1333692	[]
C1333693	[]
C1333694	[]
C1333695	[]
C1333696	[]
C1333697	[]
C1333698	[]
C1333699	[]
C1333700	[]
C1333701	[]
C1333702	[]
C1333703	[]
C1333705	[]
C1333706	[]
C1333707	[]
C1333708	[]
C1333710	[]
C1333711	[]
C1333712	[]
C1333713	[]
C1333714	[]
C1333715	[]
C1333716	[]
C1333717	[]
C1333718	[]
C1333719	[]
C1333720	[]
C1333721	[]
C1333722	[]
C1333723	[]
C1333724	[]
C1333725	[]
C1333726	[]
C1333727	[]
C1333728	[]
C1333729	[]
C1333739	[]
C1333828	[]
C1333887	[]
C1333890	[]
C1333891	[]
C1333892	[]
C1333893	[]
C1333894	[]
C1333895	[]
C1333896	[]
C1333897	[]
C1333898	[]
C1333899	[]
C1333900	[]
C1333902	[]
C1333903	[]
C1333906	[]
C1333907	[]
C1333908	[]
C1333909	[]
C1333910	[]
C1333911	[]
C1333912	[]
C1333913	[]
C1333914	[]
C1333916	[]
C1333917	[]
C1333918	[]
C1333919	[]
C1333920	[]
C1333921	[]
C1333922	[]
C1333923	[]
C1333924	[]
C1333925	[]
C1333926	[]
C1333927	[]
C1333928	[]
C1333929	[]
C1333930	[]
C1333931	[]
C1333933	[]
C1333935	[]
C1333949	[]
C1333960	[]
C1334000	[]
C1334043	[]
C1334046	['吉恩，管家', '吉恩，管家', '基因，管家', '基因，管家', '基因，管家', '家政基因', '家政基因', '管家基因', '管家基因']
C1334064	[]
C1334073	[]
C1334074	[]
C1334075	[]
C1334076	[]
C1334077	[]
C1334078	[]
C1334079	[]
C1334080	[]
C1334081	[]
C1334082	[]
C1334083	[]
C1334084	[]
C1334085	[]
C1334086	[]
C1334087	[]
C1334088	[]
C1334089	[]
C1334090	[]
C1334091	[]
C1334092	[]
C1334093	[]
C1334094	[]
C1334095	[]
C1334096	[]
C1334097	[]
C1334098	[]
C1334099	[]
C1334100	[]
C1334101	[]
C1334102	[]
C1334103	[]
C1334105	[]
C1334106	[]
C1334107	[]
C1334109	[]
C1334110	[]
C1334111	[]
C1334112	[]
C1334114	[]
C1334115	[]
C1334116	[]
C1334117	[]
C1334118	[]
C1334119	[]
C1334120	[]
C1334121	[]
C1334122	[]
C1334123	[]
C1334124	[]
C1334125	[]
C1334126	[]
C1334127	[]
C1334128	[]
C1334129	[]
C1334130	[]
C1334131	[]
C1334132	[]
C1334133	[]
C1334134	[]
C1334135	[]
C1334136	[]
C1334137	[]
C1334138	[]
C1334139	[]
C1334140	[]
C1334141	[]
C1334142	[]
C1334144	[]
C1334145	[]
C1334146	[]
C1334147	[]
C1334148	[]
C1334163	[]
C1334166	[]
C1334205	[]
C1334214	[]
C1334284	[]
C1334289	[]
C1334290	[]
C1334291	[]
C1334292	[]
C1334294	[]
C1334295	[]
C1334306	[]
C1334307	[]
C1334308	[]
C1334309	[]
C1334310	[]
C1334311	[]
C1334314	[]
C1334324	[]
C1334326	[]
C1334327	[]
C1334331	[]
C1334332	[]
C1334333	[]
C1334335	[]
C1334336	[]
C1334337	[]
C1334338	[]
C1334339	[]
C1334340	[]
C1334341	[]
C1334342	[]
C1334345	[]
C1334347	[]
C1334348	[]
C1334349	[]
C1334350	[]
C1334351	[]
C1334352	[]
C1334353	[]
C1334354	[]
C1334395	[]
C1334396	[]
C1334397	[]
C1334435	[]
C1334456	[]
C1334468	[]
C1334469	[]
C1334470	[]
C1334472	[]
C1334474	[]
C1334475	[]
C1334476	[]
C1334477	[]
C1334478	[]
C1334479	[]
C1334480	[]
C1334481	[]
C1334482	[]
C1334483	[]
C1334485	[]
C1334487	[]
C1334488	[]
C1334489	[]
C1334490	[]
C1334491	[]
C1334492	[]
C1334493	[]
C1334494	[]
C1334498	[]
C1334499	[]
C1334501	[]
C1334502	[]
C1334503	[]
C1334504	[]
C1334505	[]
C1334506	[]
C1334507	[]
C1334508	[]
C1334509	[]
C1334510	[]
C1334511	[]
C1334512	[]
C1334513	[]
C1334515	[]
C1334516	[]
C1334517	[]
C1334518	[]
C1334522	[]
C1334523	[]
C1334525	[]
C1334526	[]
C1334527	[]
C1334528	[]
C1334530	[]
C1334531	[]
C1334532	[]
C1334533	[]
C1334534	[]
C1334535	[]
C1334536	[]
C1334537	[]
C1334538	[]
C1334539	[]
C1334545	[]
C1334684	[]
C1334692	[]
C1334693	[]
C1334706	[]
C1334751	[]
C1334752	[]
C1334862	[]
C1334863	[]
C1334864	[]
C1334866	[]
C1334867	[]
C1334868	[]
C1334869	[]
C1334870	[]
C1334871	[]
C1334873	[]
C1334874	[]
